code_postal,rooms,epoque,furnished,ref,refmaj,refmin
75019,3,1971-1990,meuble,20.759331602359666,24.935928156924128,14.525334370890366
75020,3,1971-1990,meuble,21.299842172242514,25.575657410492127,14.902480958735477
75116,3,1971-1990,meuble,28.681804939701458,34.4303521394834,20.089456180904804
75001,3,1971-1990,non-meuble,23.54057014399513,28.275119459018892,16.504839394858102
75002,3,1971-1990,non-meuble,25.3347371492124,30.376958835544798,17.750008146930227
75003,3,1971-1990,non-meuble,25.6954416061271,30.794573029858764,17.996833410786795
75004,3,1971-1990,non-meuble,24.303353835431242,29.18281777905079,17.044395877762593
75005,3,1971-1990,non-meuble,24.84847056369955,29.790847789637585,17.400844438813436
75006,3,1971-1990,non-meuble,25.639709553104236,30.79958667781214,17.9797472864335
75007,3,1971-1990,non-meuble,28.39511146818462,34.094082537146555,19.896578563006678
75008,3,1971-1990,non-meuble,24.686244748968782,29.639097137127536,17.311206644712264
75009,3,1971-1990,non-meuble,22.900899730379816,27.476025486023605,16.025620419225636
75010,3,1971-1990,non-meuble,21.310543197561312,25.55267848185914,14.923177340015819
