seloger_quartier,code_postal,rooms,epoque,furnished,ref,refmaj,refmin
Montmartre,75018,1,1971-1990,non-meuble,24.91482107127301,29.917689665712945,17.410518179613103
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,1,1971-1990,non-meuble,24.90298213169507,29.903550156779843,17.402130094067907
Bas Belleville,75019,1,1971-1990,non-meuble,24.040602844930937,28.86781629878854,16.799782664144537
Bassin de la Villette,75019,1,1971-1990,non-meuble,21.703087720723506,26.003728541253068,15.202155585410237
Buttes Chaumont,75019,1,1971-1990,non-meuble,23.408596300848565,28.09637777443663,16.36539469646948
Danube-Porte des Lilas,75019,1,1971-1990,non-meuble,21.70279448828125,26.00342959925426,15.201905332919035
Flandre-Aubervilliers,75019,1,1971-1990,non-meuble,21.748996326400402,26.059106701719617,15.2342196509705
Manin-Jaurès,75019,1,1971-1990,non-meuble,22.131411190888244,26.52945918881739,15.49414399378744
Place des Fêtes,75019,1,1971-1990,non-meuble,21.74978879421189,26.060122317538887,15.234758214827167
Pont de Flandre,75019,1,1971-1990,non-meuble,21.7,26.0,15.2
Secrétan,75019,1,1971-1990,non-meuble,23.33818308589437,28.008992695584947,16.318186049294198
Amandiers,75020,1,1971-1990,non-meuble,23.96202777255616,28.77353406258666,16.744065080947163
Belleville,75020,1,1971-1990,non-meuble,26.99308107218462,32.391741904034376,18.895089795057014
Gambetta,75020,1,1971-1990,non-meuble,22.432555487282016,26.899002862084302,15.699504766278125
Plaine,75020,1,1971-1990,non-meuble,21.750254819773563,26.060859218684218,15.2348094172042
Père Lachaise-Réunion,75020,1,1971-1990,non-meuble,23.06428512881408,27.672724532285294,16.131500012396074
Saint Blaise,75020,1,1971-1990,non-meuble,21.87990876557483,26.22079712138729,15.322665067437383
Télégraphe-Pelleport Saint Fargeau,75020,1,1971-1990,non-meuble,23.270938595054883,27.902824836371504,16.291866665916597
Les Halles,75001,1,sup1990,meuble,32.808259347357236,39.40966786024296,23.00561140463374
Palais Royal,75001,1,sup1990,meuble,34.98786737841104,41.98565911716449,24.491727258711407
Saint Germain l'Auxerrois,75001,1,sup1990,meuble,34.997225025561406,41.996720484754384,24.49810797197368
Seine et Berges,75001,1,sup1990,meuble,35.4160201512751,42.496304741872045,24.791943965807086
Vendôme,75001,1,sup1990,meuble,35.0,42.0,24.5
Montorgueil-Saint Denis,75002,1,sup1990,meuble,33.68529225110731,40.3836580567859,23.590194834071543
Sentier-Bonne Nouvelle,75002,1,sup1990,meuble,33.69791085379357,40.3976787264373,23.598607235862378
Vivienne-Gaillon,75002,1,sup1990,meuble,34.256445965091594,41.08509002794085,23.985281848169436
Archives,75003,1,sup1990,meuble,33.700549966170236,40.400686866741296,23.600379368527268
Arts et Métiers,75003,1,sup1990,meuble,33.691827216253245,40.39028518158404,23.594294471723966
Enfants Rouges,75003,1,sup1990,meuble,33.699902279072056,40.39988563815266,23.599931285556877
Sainte Avoie,75003,1,sup1990,meuble,33.70986351794863,40.41245645609078,23.606896462568866
Arsenal,75004,1,sup1990,meuble,34.61365441281997,41.53734736543248,24.23075761581963
Saint Gervais,75004,1,sup1990,meuble,33.70775612399454,40.40954599876251,23.605369624303915
Saint Merri,75004,1,sup1990,meuble,34.988048886055516,41.985668571994196,24.49180707373683
Seine et Berges,75004,1,sup1990,meuble,34.62238202159383,41.53524124756725,24.238571915502643
Île Saint Louis,75004,1,sup1990,meuble,35.0,42.0,24.5
Île de la Cité,75004,1,sup1990,meuble,34.895265383182675,41.87109585622483,24.427491419126465
Jardin des Plantes,75005,1,sup1990,meuble,33.30404772557795,40.004047725577955,23.303035794183472
Saint Victor,75005,1,sup1990,meuble,33.69807884481157,40.39807884481157,23.598559133608678
Sorbonne,75005,1,sup1990,meuble,33.70121603991212,40.40149666450721,23.60084187378531
Val de Grace,75005,1,sup1990,meuble,33.72970855453682,40.43618114754075,23.62079153617675
Monnaie,75006,1,sup1990,meuble,34.99848210509493,41.998131821655285,24.4989491496811
Notre Dame des Champs,75006,1,sup1990,meuble,40.65336240087157,48.744426594979224,28.467386918360667
Odéon,75006,1,sup1990,meuble,35.012492721807845,42.01481627827097,24.5087886522401
Rennes,75006,1,sup1990,meuble,40.66665926340027,48.760225086161725,28.47660299185984
Saint Germain des Prés,75006,1,sup1990,meuble,35.037457805358734,42.04468650463849,24.526286179199115
Saint Placide,75006,1,sup1990,meuble,40.63483105529918,48.722294539512596,28.454219015690175
Ecole Militaire,75007,1,sup1990,meuble,40.54073590696174,48.60993566406341,28.387976295144973
Gros Caillou,75007,1,sup1990,meuble,40.69231223649653,48.7908194668842,28.49462602939563
Invalides,75007,1,sup1990,meuble,40.7,48.8,28.5
Saint Thomas d'Aquin,75007,1,sup1990,meuble,40.66479637658455,48.758002694872786,28.475295702866347
Seine et Berges,75007,1,sup1990,meuble,37.696261112053854,45.20891723245362,26.388965258877903
Elysées-Madeleine,75008,1,sup1990,meuble,35.0,42.0,24.5
Europe,75008,1,sup1990,meuble,33.60110595550856,40.30243056472587,23.501224596077382
Hoche-Friedland,75008,1,sup1990,meuble,34.98812410745818,41.98566245181377,24.49153570371781
Mairie,75008,1,sup1990,meuble,33.77178462969839,40.50906348799334,23.6228072771978
Parc Monceau,75008,1,sup1990,meuble,33.5843474209885,40.28183684946405,23.489007042542458
Saint Philippe du Roule,75008,1,sup1990,meuble,34.66576771017268,41.594146505209686,24.261262650123346
Triangle d'Or,75008,1,sup1990,meuble,34.99498941613512,41.99391571959265,24.496421011525086
Clichy-Trinité,75009,1,sup1990,meuble,32.76145155016375,39.35309155663176,22.972363059539273
Lafayette-Richer,75009,1,sup1990,meuble,33.24282173080694,39.92199853092596,23.301637569829968
Lorette-Martyrs,75009,1,sup1990,meuble,32.80456577159087,39.40539591188012,23.003113026084687
Provence Opéra,75009,1,sup1990,meuble,34.99975526903842,41.999710772499945,24.499833137980737
Trudaine-Maubeuge,75009,1,sup1990,meuble,32.68980035979617,39.26684369941331,22.921943519515217
Chateau d'Eau-Lancry,75010,1,sup1990,meuble,28.537192623557278,34.26357692609242,19.995978239995797
Faubourg du Temple-Hôpital Saint Louis,75010,1,sup1990,meuble,28.4,34.1,19.9
Grange Aux Belles-Terrage,75010,1,sup1990,meuble,28.523425879689263,34.24849971230233,19.986786772457698
Louis Blanc-Aqueduc,75010,1,sup1990,meuble,32.141857180584104,38.607022188579194,22.536093598287135
Porte Saint Denis-Paradis,75010,1,sup1990,meuble,32.801239119746704,39.40137679971856,23.000826079831135
Saint Vincent de Paul-Lariboisière,75010,1,sup1990,meuble,32.75355574906912,39.34405578865145,22.967277914116888
Bastille-Popincourt,75011,1,sup1990,meuble,29.733608294647937,35.70575462561743,20.825365967543064
Belleville-Saint Maur,75011,1,sup1990,meuble,30.76743644706721,36.950507837337575,21.54265361859692
Léon-Blum Folie-Regnault,75011,1,sup1990,meuble,28.78489734778347,34.563440777299014,20.167066502075016
Nation-Alexandre Dumas,75011,1,sup1990,meuble,33.24848203522213,39.937663589515005,23.263880582012245
République-Saint Ambroise,75011,1,sup1990,meuble,31.134295771997984,37.391598622700634,21.797463545055262
Aligre-Gare de Lyon,75012,1,sup1990,meuble,28.49755924722733,34.21666958573593,19.96782661635546
Bel-Air Nord,75012,1,sup1990,meuble,29.58372138944535,35.480532203860534,20.688671502842016
Bel-Air Sud,75012,1,sup1990,meuble,29.286055398730504,35.127190785992475,20.484163086627223
Bercy,75012,1,sup1990,meuble,29.59004067636451,35.488182500935835,20.69316216275358
Bois de Vincennes,75012,1,sup1990,meuble,28.733015753375227,34.47045620713308,20.10394833044547
Jardin de Reuilly,75012,1,sup1990,meuble,28.606381158193336,34.32010232591906,20.016911746822394
Nation-Picpus,75012,1,sup1990,meuble,28.03300302548694,33.63943486937266,19.622818638225933
Seine et Berges,75012,1,sup1990,meuble,30.104842166236644,36.11766058562614,21.05980993887463
Vallée de Fécamp,75012,1,sup1990,meuble,28.003449227030625,33.60409595709887,19.602371343583556
Bièvres Sud Tolbiac,75013,1,sup1990,meuble,32.69114354010519,39.18949582663638,22.89382107449199
Buttes Aux Cailles-Glacière,75013,1,sup1990,meuble,32.69894405668949,39.20243655368077,22.900472108067923
Croulebarbe,75013,1,sup1990,meuble,32.804185002812915,39.404700837179014,23.002751876335115
Dunois-Bibliothèque-Jeanne-d'Arc,75013,1,sup1990,meuble,27.285368278499103,32.70356151817924,19.06017763894199
Nationale-Deux Moulins,75013,1,sup1990,meuble,27.2914475035825,32.710925606783576,19.064466401749772
Olympiades-Choisy,75013,1,sup1990,meuble,29.485327533827814,35.34239304059338,20.620504978532452
Patay-Masséna,75013,1,sup1990,meuble,27.2,32.6,19.0
Salpêtrière-Austerlitz,75013,1,sup1990,meuble,33.29533884492901,39.99435094290052,23.296781389732867
Didot-Porte de Vanves,75014,1,sup1990,meuble,32.69547612659673,39.19589849991891,22.895053753274542
Jean Moulin-Porte d'Orléans,75014,1,sup1990,meuble,33.24589550692263,39.93476108700221,23.262477619820974
Montsouris Dareau,75014,1,sup1990,meuble,28.47350501712132,34.18787523302245,19.951448449772478
Mouton Duvernet,75014,1,sup1990,meuble,33.16323543446906,39.82992914105146,23.214554444016585
Pernety,75014,1,sup1990,meuble,32.667977395258944,39.17594068337157,22.870572123755153
Raspail-Montparnasse,75014,1,sup1990,meuble,32.7739517885665,39.35988731553037,22.97726701597683
Alleray Procession,75015,1,sup1990,meuble,32.46172629549783,38.941972909140375,22.701233068212737
Cambronne-Garibaldi,75015,1,sup1990,meuble,31.895030162915532,38.29385829801565,22.296927163417244
Citroën-Boucicaut,75015,1,sup1990,meuble,30.4,36.5,21.3
Dupleix-Motte Picquet,75015,1,sup1990,meuble,30.427963537905185,36.533395249590946,21.31953678024388
Emeriau-Zola,75015,1,sup1990,meuble,30.4,36.5,21.3
Georges Brassens,75015,1,sup1990,meuble,32.60020707480908,39.100201798217874,22.800217627991476
Pasteur Montparnasse,75015,1,sup1990,meuble,31.901273967049132,38.30143321293027,22.300955475286848
Saint Lambert,75015,1,sup1990,meuble,32.59257290681956,39.091222526241296,22.794936072831515
Seine et Berges,75015,1,sup1990,meuble,30.848770941406045,37.03347126463779,21.60948999154793
Vaugirard-Parc des Expositions,75015,1,sup1990,meuble,31.4066384216936,37.68966358927426,21.986344378427454
Violet Commerce,75015,1,sup1990,meuble,30.43967783606652,36.54693338396361,21.327018573474525
Auteuil Nord,75016,1,sup1990,meuble,30.41547439970408,36.5183758496486,21.31063864979656
Auteuil Sud,75016,1,sup1990,meuble,30.4,36.5,21.3
Bois de Boulogne,75016,1,sup1990,meuble,32.341620896819464,38.80569349836522,22.634833227576536
Chaillot,75016,1,sup1990,meuble,33.60448795195447,40.30556993521756,23.503232408694778
Muette Nord,75016,1,sup1990,meuble,33.6,40.3,23.5
Muette Sud,75016,1,sup1990,meuble,33.58005827583549,40.27631920255464,23.486290064636897
Porte Dauphine,75016,1,sup1990,meuble,33.6,40.3,23.5
Batignolles-Cardinet,75017,1,sup1990,meuble,32.694251587299526,39.27050719436522,22.879535336324533
Champerret-Berthier,75017,1,sup1990,meuble,31.90170570348656,38.302006709984184,22.301204025990515
Clichy-Batignolles,75017,1,sup1990,meuble,33.285110759609594,39.982053541020214,23.289631494138266
Courcelles-Wagram,75017,1,sup1990,meuble,31.92009837955994,38.3239466508303,22.31425409110004
Epinettes-Bessières,75017,1,sup1990,meuble,28.448178997552105,34.15801058683484,19.933429274702046
La Fourche-Guy Môquet,75017,1,sup1990,meuble,28.397204132277746,34.09649606907382,19.897891981540862
Legendre-Lévis,75017,1,sup1990,meuble,32.47413771167714,38.99708478527705,22.71008004636252
Pereire-Malesherbes,75017,1,sup1990,meuble,32.07535601541518,38.51293230443272,22.42525429672513
Ternes-Maillot,75017,1,sup1990,meuble,31.928101497080483,38.33336579743812,22.319904175910914
Amiraux-Simplon-Poissonniers,75018,1,sup1990,meuble,28.263933560360265,33.92991695045034,19.7979501702702
Charles-Hermite-Evangile,75018,1,sup1990,meuble,27.21139224827533,32.61424031034416,19.008544186206496
Clignancourt-Jules Joffrin,75018,1,sup1990,meuble,28.0,33.6,19.6
Goutte d'Or-Château Rouge,75018,1,sup1990,meuble,28.262454855722666,33.92732037001762,19.796092942156285
Grandes Carrières-Clichy,75018,1,sup1990,meuble,28.000021574725974,33.60002696840747,19.60001618104448
La Chapelle-Marx Dormoy,75018,1,sup1990,meuble,27.461772986237953,32.92631140100655,19.195424907887578
Montmartre,75018,1,sup1990,meuble,28.022948755519497,33.627729746252726,19.61625536849298
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,1,sup1990,meuble,28.00056802508477,33.600710031355966,19.600426018813582
Bas Belleville,75019,1,sup1990,meuble,29.5455730922848,35.43650194099893,20.66371539485653
Bassin de la Villette,75019,1,sup1990,meuble,27.200714130355152,32.60089194299807,19.00053487782049
Buttes Chaumont,75019,1,sup1990,meuble,29.04043826102884,34.824119183206335,20.30390005269192
Danube-Porte des Lilas,75019,1,sup1990,meuble,27.203048532670454,32.603683643643464,19.00215937730824
Flandre-Aubervilliers,75019,1,sup1990,meuble,27.243539984521316,32.65287013140859,19.03110013914793
Manin-Jaurès,75019,1,sup1990,meuble,27.670630390059905,33.16867838798905,19.333363192959098
Place des Fêtes,75019,1,sup1990,meuble,27.21127293453854,32.614091168173175,19.008454700903908
Pont de Flandre,75019,1,sup1990,meuble,27.2,32.6,19.0
Secrétan,75019,1,sup1990,meuble,28.921162480245492,34.68045764949111,20.219876409368364
Amandiers,75020,1,sup1990,meuble,29.648719589390083,35.55941812835366,20.734355077095373
Belleville,75020,1,sup1990,meuble,28.40268133030186,34.103128326313005,19.90178763180912
Gambetta,75020,1,sup1990,meuble,27.997288451963982,33.56341054302372,19.564766317041727
Plaine,75020,1,sup1990,meuble,27.25259897303874,32.6637027420281,19.037153570469375
Père Lachaise-Réunion,75020,1,sup1990,meuble,28.62664545463143,34.324570775445444,20.01117691269482
Saint Blaise,75020,1,sup1990,meuble,27.396264107899814,32.83715246371227,19.139020409762367
Télégraphe-Pelleport Saint Fargeau,75020,1,sup1990,meuble,27.81173295025919,33.351203307642365,19.445336832512766
Les Halles,75001,1,sup1990,non-meuble,28.80716635365825,34.60825934735725,20.20483393012148
Palais Royal,75001,1,sup1990,non-meuble,30.689522658969732,36.787867378411036,21.492829558582244
Saint Germain l'Auxerrois,75001,1,sup1990,non-meuble,30.697603431166666,36.7972250255614,21.498360242377192
Seine et Berges,75001,1,sup1990,non-meuble,31.064929957258858,37.23791594871063,21.7554509700812
Vendôme,75001,1,sup1990,non-meuble,30.7,36.8,21.5
Montorgueil-Saint Denis,75002,1,sup1990,non-meuble,29.58692644542872,35.48529225110731,20.691829028392945
Sentier-Bonne Nouvelle,75002,1,sup1990,non-meuble,29.59814298114984,35.49791085379356,20.69883936321865
Vivienne-Gaillon,75002,1,sup1990,non-meuble,30.070755516567456,36.05644596509159,21.042545013970425
Archives,75003,1,sup1990,non-meuble,29.60045571500993,35.50053653766199,20.700336719116525
Arts et Métiers,75003,1,sup1990,non-meuble,29.592752437054763,35.49136460585248,20.69491128559164
Enfants Rouges,75003,1,sup1990,non-meuble,29.599912263623693,35.49989490578244,20.69993794192463
Sainte Avoie,75003,1,sup1990,non-meuble,29.60823293161582,35.50986351794864,20.706228228045394
Arsenal,75004,1,sup1990,non-meuble,30.360685659457545,36.396373880526575,21.260033416569545
Saint Gervais,75004,1,sup1990,non-meuble,29.606562874149226,35.50775612399454,20.704772999381255
Saint Merri,75004,1,sup1990,non-meuble,30.689752649216302,36.788048886055506,21.4928342859971
Seine et Berges,75004,1,sup1990,non-meuble,30.3804753221432,36.422379551986275,21.267619388979845
Île Saint Louis,75004,1,sup1990,non-meuble,30.7,36.8,21.5
Île de la Cité,75004,1,sup1990,non-meuble,30.611378401154568,36.69526538318267,21.435547928112413
Jardin des Plantes,75005,1,sup1990,non-meuble,29.204047725577958,35.00505965697245,20.403035794183467
Saint Victor,75005,1,sup1990,non-meuble,29.59807884481157,35.49759855601446,20.698559133608676
Sorbonne,75005,1,sup1990,non-meuble,29.601028956848715,35.501216039912116,20.70074833225361
Val de Grace,75005,1,sup1990,non-meuble,29.62558300630649,35.530631013486456,20.718389024186735
Monnaie,75006,1,sup1990,non-meuble,30.69871562738801,36.79848210509492,21.499065910827646
Notre Dame des Champs,75006,1,sup1990,non-meuble,35.65916806483388,42.7512115437749,24.97149634512406
Odéon,75006,1,sup1990,non-meuble,30.711030254777697,36.81327185731529,21.5076678509713
Rennes,75006,1,sup1990,non-meuble,35.6707537398248,42.76490448778976,24.97952761787736
Saint Germain des Prés,75006,1,sup1990,non-meuble,30.73285772399889,36.83942926879867,21.523000406799227
Saint Placide,75006,1,sup1990,non-meuble,35.64300249224925,42.73198851970809,24.960106637772114
Ecole Militaire,75007,1,sup1990,non-meuble,35.560684637944355,42.63339298074373,24.902336392758418
Gros Caillou,75007,1,sup1990,non-meuble,35.69328253674454,42.79193904409344,24.995297775721173
Invalides,75007,1,sup1990,non-meuble,35.7,42.8,25.0
Saint Thomas d'Aquin,75007,1,sup1990,non-meuble,35.66911962858293,42.76294355429952,24.978383740008056
Seine et Berges,75007,1,sup1990,non-meuble,33.07327608675481,39.65758691463172,23.17094887125431
Elysées-Madeleine,75008,1,sup1990,non-meuble,30.7,36.8,21.5
Europe,75008,1,sup1990,non-meuble,29.50033860375006,35.39979982436642,20.698803900233056
Hoche-Friedland,75008,1,sup1990,non-meuble,30.68976521122111,36.78799471872441,21.493047418746983
Mairie,75008,1,sup1990,non-meuble,29.646932057501747,35.57105683780569,20.79722691310847
Parc Monceau,75008,1,sup1990,non-meuble,29.486021135338124,35.3830352281338,20.689368564037384
Saint Philippe du Roule,75008,1,sup1990,non-meuble,30.413515180148014,36.46576771017268,21.309010120098677
Triangle d'Or,75008,1,sup1990,non-meuble,30.695705213830102,36.79498941613512,21.49713680922007
Clichy-Trinité,75009,1,sup1990,non-meuble,28.766141584532562,34.55831419571189,20.175521653270202
Lafayette-Richer,75009,1,sup1990,non-meuble,29.182914178563937,35.04282173080694,20.46099926546298
Lorette-Martyrs,75009,1,sup1990,non-meuble,28.803943166373937,34.60456577159088,20.20269795594006
Provence Opéra,75009,1,sup1990,non-meuble,30.699788641442268,36.799755269038414,21.499855386249973
Trudaine-Maubeuge,75009,1,sup1990,non-meuble,28.703570520842877,34.48291048529404,20.13112043089383
Chateau d'Eau-Lancry,75010,1,sup1990,non-meuble,25.021647899320403,30.045322307280976,17.48585330490806
Faubourg du Temple-Hôpital Saint Louis,75010,1,sup1990,non-meuble,24.9,29.9,17.4
Grange Aux Belles-Terrage,75010,1,sup1990,non-meuble,25.00956690254689,30.03199661348829,17.478710432624574
Louis Blanc-Aqueduc,75010,1,sup1990,non-meuble,28.216896818829536,33.897306111310535,19.781432523683502
Porte Saint Denis-Paradis,75010,1,sup1990,non-meuble,28.80110143977485,34.60123911974671,20.200688399859278
Saint Vincent de Paul-Lariboisière,75010,1,sup1990,non-meuble,28.758833504856728,34.55038909559657,20.170444567589445
Bastille-Popincourt,75011,1,sup1990,non-meuble,26.07031935469275,31.288058059040367,18.216512100059475
Belleville-Saint Maur,75011,1,sup1990,non-meuble,26.97762876151795,32.364156170960136,18.849565656940584
Léon-Blum Folie-Regnault,75011,1,sup1990,non-meuble,25.237774430361178,30.300615454547668,17.635661691416914
Nation-Alexandre Dumas,75011,1,sup1990,non-meuble,29.155192972494667,34.94664999478894,20.36875947885158
République-Saint Ambroise,75011,1,sup1990,non-meuble,27.299914061576402,32.74663429302727,19.074542404774206
Aligre-Gare de Lyon,75012,1,sup1990,non-meuble,24.985924197311363,30.002149012605305,17.460781331817465
Bel-Air Nord,75012,1,sup1990,non-meuble,25.985756211042805,31.18284091924359,18.189825854237707
Bel-Air Sud,75012,1,sup1990,non-meuble,25.725298473889193,30.86643386115116,18.003784624206563
Bercy,75012,1,sup1990,non-meuble,25.991267196312986,31.18940902088431,18.19375702722186
Bois de Vincennes,75012,1,sup1990,non-meuble,25.241388784203323,30.278829237961176,17.658134845859514
Jardin de Reuilly,75012,1,sup1990,non-meuble,25.13053411229022,30.14425528001594,17.578938822741883
Nation-Picpus,75012,1,sup1990,non-meuble,24.628791608498638,29.53476457877134,17.22036877452202
Seine et Berges,75012,1,sup1990,non-meuble,26.426496308535633,31.708826815030676,18.480441372374873
Vallée de Fécamp,75012,1,sup1990,non-meuble,24.6030180736518,29.50366480372004,17.20215576689414
Bièvres Sud Tolbiac,75013,1,sup1990,non-meuble,28.692173361023187,34.39073161173798,20.09443896704279
Buttes Aux Cailles-Glacière,75013,1,sup1990,non-meuble,28.699464945493425,34.40281693217053,20.10066509033224
Croulebarbe,75013,1,sup1990,non-meuble,28.80366916844682,34.604070626192424,20.202236041969016
Dunois-Bibliothèque-Jeanne-d'Arc,75013,1,sup1990,non-meuble,23.97417243869594,28.788167238449894,16.75178075908962
Nationale-Deux Moulins,75013,1,sup1990,non-meuble,23.979457552392468,28.79444870303516,16.755477650012402
Olympiades-Choisy,75013,1,sup1990,non-meuble,25.894467665886093,31.068430353239734,18.112747930002648
Patay-Masséna,75013,1,sup1990,non-meuble,23.9,28.7,16.7
Salpêtrière-Austerlitz,75013,1,sup1990,non-meuble,29.19599443704471,34.99533372570074,20.397305621276086
Didot-Porte de Vanves,75014,1,sup1990,non-meuble,28.695264939935633,34.39547612659672,20.09484256661345
Jean Moulin-Porte d'Orléans,75014,1,sup1990,non-meuble,29.152552255478426,34.94371642973146,20.3669552911856
Montsouris Dareau,75014,1,sup1990,non-meuble,24.964980344533984,29.97750218408001,17.446261925301265
Mouton Duvernet,75014,1,sup1990,non-meuble,29.08875823040644,34.8806101760292,20.33989496150546
Pernety,75014,1,sup1990,non-meuble,28.669274759507047,34.36801754780374,20.07186948800326
Raspail-Montparnasse,75014,1,sup1990,non-meuble,28.775681012375188,34.56161206095033,20.179002957368603
Alleray Procession,75015,1,sup1990,non-meuble,28.481479681855284,34.16172629549783,19.92098645457019
Cambronne-Garibaldi,75015,1,sup1990,non-meuble,27.99569025834955,33.59445335328185,19.59697792913368
Citroën-Boucicaut,75015,1,sup1990,non-meuble,26.7,32.0,18.7
Dupleix-Motte Picquet,75015,1,sup1990,non-meuble,26.72443183894539,32.0293268976469,18.71710011453366
Emeriau-Zola,75015,1,sup1990,non-meuble,26.7,32.0,18.7
Georges Brassens,75015,1,sup1990,non-meuble,28.600212351400273,34.300207074809066,20.000222904582674
Pasteur Montparnasse,75015,1,sup1990,non-meuble,28.00111472116799,33.60127396704913,19.60079622940571
Saint Lambert,75015,1,sup1990,non-meuble,28.593585692253257,34.292235311674986,19.995611263120647
Seine et Berges,75015,1,sup1990,non-meuble,27.092573524326998,32.47565705710607,18.979370294942566
Vaugirard-Parc des Expositions,75015,1,sup1990,non-meuble,27.56936954600811,33.05239471358876,19.294831794637126
Violet Commerce,75015,1,sup1990,non-meuble,26.73427412137162,32.04152966926871,18.72346669198181
Auteuil Nord,75016,1,sup1990,non-meuble,26.713540099741074,32.01644154968559,18.70967149981505
Auteuil Sud,75016,1,sup1990,non-meuble,26.7,32.0,18.7
Bois de Boulogne,75016,1,sup1990,non-meuble,28.39890582912229,34.062978430668046,19.913475693727946
Chaillot,75016,1,sup1990,non-meuble,29.50376662977906,35.404300850863336,20.70232398542825
Muette Nord,75016,1,sup1990,non-meuble,29.5,35.4,20.7
Muette Sud,75016,1,sup1990,non-meuble,29.48255099135605,35.3788119180752,20.68753642239718
Porte Dauphine,75016,1,sup1990,non-meuble,29.5,35.4,20.7
Batignolles-Cardinet,75017,1,sup1990,non-meuble,28.668764495361266,34.36963584486325,20.02943250194999
Champerret-Berthier,75017,1,sup1990,non-meuble,28.001505032488144,33.60180603898578,19.601103690491307
Clichy-Batignolles,75017,1,sup1990,non-meuble,29.186971128105384,34.984577427918204,20.39095853094266
Courcelles-Wagram,75017,1,sup1990,non-meuble,28.017532865379696,33.62081163965935,19.612401837019206
Epinettes-Bessières,75017,1,sup1990,non-meuble,24.942281915123232,29.95014625097903,17.429499445700106
La Fourche-Guy Môquet,75017,1,sup1990,non-meuble,24.89792836663432,29.89721221785407,17.398624301473763
Legendre-Lévis,75017,1,sup1990,non-meuble,28.492172995943854,34.17426594552519,19.9282435644773
Pereire-Malesherbes,75017,1,sup1990,non-meuble,28.150305156070154,33.775356015415184,19.700203437380104
Ternes-Maillot,75017,1,sup1990,non-meuble,28.024591963508723,33.62927975110654,19.617572896365207
Amiraux-Simplon-Poissonniers,75018,1,sup1990,non-meuble,24.797894374616128,29.763933560360268,17.33191098452606
Charles-Hermite-Evangile,75018,1,sup1990,non-meuble,23.90949354022944,28.711392248275327,16.70664547816061
Clignancourt-Jules Joffrin,75018,1,sup1990,non-meuble,24.6,29.5,17.2
Goutte d'Or-Château Rouge,75018,1,sup1990,non-meuble,24.799085740699137,29.763577155176232,17.333472026768472
Grandes Carrières-Clichy,75018,1,sup1990,non-meuble,24.60001618104448,29.500021574725977,17.200010787362984
La Chapelle-Marx Dormoy,75018,1,sup1990,non-meuble,24.11919979228766,28.963130233924282,16.853756545728174
Montmartre,75018,1,sup1990,non-meuble,24.620080161079564,29.524383052739466,17.214342972199685
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,1,sup1990,non-meuble,24.600426018813582,29.500568025084775,17.200284012542387
Bas Belleville,75019,1,sup1990,non-meuble,25.950108667927733,31.141037516641866,18.163715394856535
Bassin de la Villette,75019,1,sup1990,non-meuble,23.900595948566153,28.700715210273973,16.700417415977363
Buttes Chaumont,75019,1,sup1990,non-meuble,25.510127193937073,30.61686690410854,17.85001762867986
Danube-Porte des Lilas,75019,1,sup1990,non-meuble,23.902667466086648,28.70317555486506,16.701905332919036
Flandre-Aubervilliers,75019,1,sup1990,non-meuble,23.938097311218,28.74587225838591,16.727212315087673
Manin-Jaurès,75019,1,sup1990,non-meuble,24.311801591302416,29.190239989645733,16.99414399378744
Place des Fêtes,75019,1,sup1990,non-meuble,23.90939411211545,28.711272934538542,16.706575878480816
Pont de Flandre,75019,1,sup1990,non-meuble,23.9,28.7,16.7
Secrétan,75019,1,sup1990,non-meuble,25.405297517686993,30.492157931061243,17.775006897625623
Amandiers,75020,1,sup1990,non-meuble,26.041963806781798,31.249849319492395,18.228729024589406
Belleville,75020,1,sup1990,non-meuble,24.90245777359038,29.902904652189708,17.40178739698548
Gambetta,75020,1,sup1990,non-meuble,24.597607065234573,29.53048847389524,17.19828495224358
Plaine,75020,1,sup1990,non-meuble,23.94583683762938,28.75452010478939,16.732312566810666
Père Lachaise-Réunion,75020,1,sup1990,non-meuble,25.147595399130875,30.18534592975781,17.59082733232065
Saint Blaise,75020,1,sup1990,non-meuble,24.071731094412335,28.904441779062306,16.822665067437384
Télégraphe-Pelleport Saint Fargeau,75020,1,sup1990,non-meuble,24.42324033873095,29.325195830440816,17.07030710116615
Les Halles,75001,2,inf1946,meuble,30.4152898195605,36.51837707070036,21.310501183257347
Palais Royal,75001,2,inf1946,meuble,33.88075185956638,40.676902963780634,23.686801693588937
Saint Germain l'Auxerrois,75001,2,inf1946,meuble,33.89558526793859,40.694702321526314,23.696972755157894
Seine et Berges,75001,2,inf1946,meuble,33.885402801709645,40.67810420256448,23.692701400854823
Vendôme,75001,2,inf1946,meuble,33.9,40.7,23.7
Montorgueil-Saint Denis,75002,2,inf1946,meuble,33.252608364679105,39.942803198750646,23.2673161135718
Sentier-Bonne Nouvelle,75002,2,inf1946,meuble,33.29326830666817,39.99187554253055,23.2953574528746
Vivienne-Gaillon,75002,2,inf1946,meuble,33.55143506229348,40.29308799586193,23.467478854778243
Archives,75003,2,inf1946,meuble,33.3001708492456,40.00019111780928,23.30010793127119
Arts et Métiers,75003,2,inf1946,meuble,33.29336925092244,39.99198141972016,23.295373895992405
