seloger_quartier,code_postal,rooms,epoque,furnished,ref,refmaj,refmin
Pernety,75014,2,1971-1990,non-meuble,23.376542884137248,28.022515009081246,16.372752963238064
Raspail-Montparnasse,75014,2,1971-1990,non-meuble,24.365682055965042,29.235038717112275,17.101119366512037
Alleray Procession,75015,2,1971-1990,non-meuble,25.153094818008682,30.1716151361534,17.595067727149058
Cambronne-Garibaldi,75015,2,1971-1990,non-meuble,27.37015219138258,32.863600110244874,19.17887745953823
Citroën-Boucicaut,75015,2,1971-1990,non-meuble,24.7,29.6,17.3
Dupleix-Motte Picquet,75015,2,1971-1990,non-meuble,24.710514716797842,29.612791692421336,17.30738930713581
Emeriau-Zola,75015,2,1971-1990,non-meuble,24.7,29.6,17.3
Georges Brassens,75015,2,1971-1990,non-meuble,24.59551153655154,29.494567152308832,17.1969333895068
Pasteur Montparnasse,75015,2,1971-1990,non-meuble,27.392515443586344,32.890922984774924,19.19474488592233
Saint Lambert,75015,2,1971-1990,non-meuble,24.60033759514457,29.50033759514457,17.200337595144568
Seine et Berges,75015,2,1971-1990,non-meuble,25.08399478668376,30.07041643698365,17.572303811136514
Vaugirard-Parc des Expositions,75015,2,1971-1990,non-meuble,24.654243708104836,29.554243708104835,17.254243708104834
Violet Commerce,75015,2,1971-1990,non-meuble,24.702398144324196,29.603308853794132,17.30118386503094
Auteuil Nord,75016,2,1971-1990,non-meuble,24.71499082471333,29.6183758496486,17.31063864979656
Auteuil Sud,75016,2,1971-1990,non-meuble,24.7,29.6,17.3
Bois de Boulogne,75016,2,1971-1990,non-meuble,26.58218768936902,31.907188169733836,18.635730030397706
Chaillot,75016,2,1971-1990,non-meuble,27.803085930887274,33.40344659197497,19.50217750762075
Muette Nord,75016,2,1971-1990,non-meuble,27.8,33.4,19.5
Muette Sud,75016,2,1971-1990,non-meuble,27.78068145471563,33.37631920255464,19.486290064636897
Porte Dauphine,75016,2,1971-1990,non-meuble,27.8,33.4,19.5
Batignolles-Cardinet,75017,2,1971-1990,non-meuble,24.048565804119672,28.86087367533781,16.83625793290153
Champerret-Berthier,75017,2,1971-1990,non-meuble,27.400401341996837,32.900501677496045,19.200301006497625
Clichy-Batignolles,75017,2,1971-1990,non-meuble,24.00549301155003,28.806670984371337,16.803924478596326
Courcelles-Wagram,75017,2,1971-1990,non-meuble,27.40683951933262,32.908122276422745,19.20498726525179
Epinettes-Bessières,75017,2,1971-1990,non-meuble,24.396060815294224,29.295077188580763,17.097044442007693
La Fourche-Guy Môquet,75017,2,1971-1990,non-meuble,24.3992353377618,29.299231294973644,17.099239380549967
Legendre-Lévis,75017,2,1971-1990,non-meuble,26.011472718760437,31.225622084478417,18.2198857250982
Pereire-Malesherbes,75017,2,1971-1990,non-meuble,26.974135391134556,32.386457383426965,18.89938968785969
Ternes-Maillot,75017,2,1971-1990,non-meuble,27.408748605422996,32.91050337220887,19.206417325877293
Amiraux-Simplon-Poissonniers,75018,2,1971-1990,non-meuble,24.363193607386524,29.26257985519175,17.064086337851663
Charles-Hermite-Evangile,75018,2,1971-1990,non-meuble,19.150315763216042,22.960758657468425,13.435126098848933
Clignancourt-Jules Joffrin,75018,2,1971-1990,non-meuble,24.3,29.2,17.0
Goutte d'Or-Château Rouge,75018,2,1971-1990,non-meuble,24.3618727157521,29.261872715752098,17.061872715752102
Grandes Carrières-Clichy,75018,2,1971-1990,non-meuble,24.30000539368149,29.20000539368149,17.000005393681494
La Chapelle-Marx Dormoy,75018,2,1971-1990,non-meuble,20.168696949431858,24.19040807903375,14.14620803364728
Montmartre,75018,2,1971-1990,non-meuble,24.300956198146647,29.20095619814665,17.000956198146646
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,2,1971-1990,non-meuble,24.300142006271194,29.200142006271193,17.00014200627119
Bas Belleville,75019,2,1971-1990,non-meuble,21.536067269288,25.863280723145603,15.095247088501601
Bassin de la Villette,75019,2,1971-1990,non-meuble,19.103084480967055,22.903724581550737,13.402153425572603
Buttes Chaumont,75019,2,1971-1990,non-meuble,20.885024943928272,25.072806417516336,14.641823339549187
Danube-Porte des Lilas,75019,2,1971-1990,non-meuble,19.102921510475856,22.903556621448864,13.402032355113638
Flandre-Aubervilliers,75019,2,1971-1990,non-meuble,19.14199950480663,22.950555030882782,13.429555103241318
Manin-Jaurès,75019,2,1971-1990,non-meuble,19.551020790474077,23.44906878840322,13.71375359337327
Place des Fêtes,75019,2,1971-1990,non-meuble,19.149788794211894,22.960122317538886,13.43475821482717
Pont de Flandre,75019,2,1971-1990,non-meuble,19.1,22.9,13.4
Secrétan,75019,2,1971-1990,non-meuble,20.809178536710125,24.9799881464007,14.58918150010995
Amandiers,75020,2,1971-1990,non-meuble,21.444872832014077,25.753566095791598,15.03112967978456
Belleville,75020,2,1971-1990,non-meuble,24.393303630895634,29.291964345333582,17.095312529885764
Gambetta,75020,2,1971-1990,non-meuble,19.865755509213272,23.832202884015555,13.932704788209385
Plaine,75020,2,1971-1990,non-meuble,19.145684140501025,22.955289799254263,13.431736848167784
Père Lachaise-Réunion,75020,2,1971-1990,non-meuble,20.521136082632772,24.62929094436434,14.388777778824235
Saint Blaise,75020,2,1971-1990,non-meuble,19.288086436737323,23.12897479254978,13.530842738599876
Télégraphe-Pelleport Saint Fargeau,75020,2,1971-1990,non-meuble,20.68440147523651,24.816287716553127,14.505329546098224
Les Halles,75001,2,sup1990,meuble,30.597184511770127,36.69662141412416,21.398186917832454
Palais Royal,75001,2,sup1990,meuble,31.09712525141452,37.296550301697415,21.797711185646232
Saint Germain l'Auxerrois,75001,2,sup1990,meuble,31.09936932399123,37.299243188789475,21.799495459192983
Seine et Berges,75001,2,sup1990,meuble,31.391943965807087,37.6503327589685,22.004360776064964
Vendôme,75001,2,sup1990,meuble,31.1,37.3,21.8
Montorgueil-Saint Denis,75002,2,sup1990,meuble,27.649025829642298,33.15883099557076,19.334318080749608
Sentier-Bonne Nouvelle,75002,2,sup1990,meuble,27.606963820688097,33.108356584825714,19.30487467448167
Vivienne-Gaillon,75002,2,sup1990,meuble,29.1098799051627,34.911855886195234,20.37839274077645
Archives,75003,2,sup1990,meuble,27.602038822044378,33.1024492721549,19.30146013817691
Arts et Métiers,75003,2,sup1990,meuble,27.597224337595442,33.09676172719468,19.298149558396965
Enfants Rouges,75003,2,sup1990,meuble,27.59996052228993,33.09995314900032,19.299972887855354
Sainte Avoie,75003,2,sup1990,meuble,27.642505831902724,33.151006998283265,19.330235258236577
Arsenal,75004,2,sup1990,meuble,30.778088620350655,36.91716245087946,21.575000595191437
Saint Gervais,75004,2,sup1990,meuble,27.620881872292994,33.12505824675159,19.314915623066423
Saint Merri,75004,2,sup1990,meuble,31.08684055927383,37.28420867112859,21.790450116041416
Seine et Berges,75004,2,sup1990,meuble,30.083438859004904,36.08012712472739,21.073885604891373
Île Saint Louis,75004,2,sup1990,meuble,31.1,37.3,21.8
Île de la Cité,75004,2,sup1990,meuble,30.818022185491813,36.961626622590174,21.598587275351296
Jardin des Plantes,75005,2,sup1990,meuble,27.204047725577958,32.60505965697245,19.003035794183468
Saint Victor,75005,2,sup1990,meuble,27.598078844811567,33.09759855601446,19.298559133608677
Sorbonne,75005,2,sup1990,meuble,27.60327395360954,33.103928744331455,19.30233853829253
Val de Grace,75005,2,sup1990,meuble,27.658588036517777,33.170302933051275,19.341558428645907
Monnaie,75006,2,sup1990,meuble,31.09591335987095,37.295096031845134,21.797080971336392
Notre Dame des Champs,75006,2,sup1990,meuble,35.070010243038745,42.064012291646485,24.57887600389321
Odéon,75006,2,sup1990,meuble,31.104166946572494,37.30500033588699,21.802827983645603
Rennes,75006,2,sup1990,meuble,35.07660299185984,42.071923590231805,24.583622094301887
Saint Germain des Prés,75006,2,sup1990,meuble,31.126286179199116,37.33154341503894,21.818400325439377
Saint Placide,75006,2,sup1990,meuble,35.052333479627166,42.042688431408,24.566141055783067
Ecole Militaire,75007,2,sup1990,meuble,34.98774917363849,41.96514360268996,24.520228992035
Gros Caillou,75007,2,sup1990,meuble,35.09686518381412,42.096268075969185,24.59776084558151
Invalides,75007,2,sup1990,meuble,35.1,42.1,24.6
Saint Thomas d'Aquin,75007,2,sup1990,meuble,35.075295702866356,42.070354843439624,24.582706992006443
Seine et Berges,75007,2,sup1990,meuble,33.6362092197456,40.35948361790951,23.563367135657156
Elysées-Madeleine,75008,2,sup1990,meuble,31.1,37.3,21.8
Europe,75008,2,sup1990,meuble,32.22080088798471,38.70337346846953,22.544357103332622
Hoche-Friedland,75008,2,sup1990,meuble,31.1029890196883,37.30389801052756,21.801777031902603
Mairie,75008,2,sup1990,meuble,32.113274463611205,38.567743536155845,22.47414284473567
Parc Monceau,75008,2,sup1990,meuble,32.24049606479864,38.72726032206668,22.558143721774595
Saint Philippe du Roule,75008,2,sup1990,meuble,31.38648481985198,37.65810602481498,21.99098987990132
Triangle d'Or,75008,2,sup1990,meuble,31.10429478616989,37.30536848271236,21.802863190779927
Clichy-Trinité,75009,2,sup1990,meuble,30.580236997224144,36.67673124286506,21.386840415839387
Lafayette-Richer,75009,2,sup1990,meuble,30.633351980931486,36.74002237711778,21.432981010590044
Lorette-Martyrs,75009,2,sup1990,meuble,30.601037675361564,36.701245210433875,21.400830140289248
Provence Opéra,75009,2,sup1990,meuble,31.099944379326914,37.29993325519229,21.799955503461533
Trudaine-Maubeuge,75009,2,sup1990,meuble,30.549224966754664,36.63999052763072,21.36537804425339
Chateau d'Eau-Lancry,75010,2,sup1990,meuble,25.87021739865818,31.08263494164508,18.14752624231599
Faubourg du Temple-Hôpital Saint Louis,75010,2,sup1990,meuble,25.8,31.0,18.1
Grange Aux Belles-Terrage,75010,2,sup1990,meuble,25.934784709978075,31.159858542591145,18.19256940976695
Louis Blanc-Aqueduc,75010,2,sup1990,meuble,29.88245575488601,35.84762076288109,20.90639288543808
Porte Saint Denis-Paradis,75010,2,sup1990,meuble,30.595869600844324,36.69504352101319,21.397108720591024
Saint Vincent de Paul-Lariboisière,75010,2,sup1990,meuble,30.549333544439055,36.639833584021375,21.36516681180185
Bastille-Popincourt,75011,2,sup1990,meuble,26.18160401250796,31.436160672056275,18.345365042766748
Belleville-Saint Maur,75011,2,sup1990,meuble,26.478092525639017,31.7749879925967,18.536029601309572
Léon-Blum Folie-Regnault,75011,2,sup1990,meuble,25.91012095596024,31.125854764159584,18.170802136897034
Nation-Alexandre Dumas,75011,2,sup1990,meuble,27.190381567899397,32.58885904894432,18.993668264994618
République-Saint Ambroise,75011,2,sup1990,meuble,26.58373579453874,31.896074315568026,18.60420641829866
Aligre-Gare de Lyon,75012,2,sup1990,meuble,25.877659263633085,31.09205885144181,18.154081340706938
Bel-Air Nord,75012,2,sup1990,meuble,27.101037368085823,32.50148746471444,19.00052853297897
Bel-Air Sud,75012,2,sup1990,meuble,27.35507998853146,32.81394460126949,19.17659383821409
Bercy,75012,2,sup1990,meuble,27.10725495493266,32.50896596631365,19.005022661107226
Bois de Vincennes,75012,2,sup1990,meuble,27.80442470038263,33.366984246624774,19.487678638726436
Jardin de Reuilly,75012,2,sup1990,meuble,27.905067557600752,33.49095118084343,19.557354462954365
Nation-Picpus,75012,2,sup1990,meuble,28.380311922593908,34.07571557316024,19.88621095169897
Seine et Berges,75012,2,sup1990,meuble,26.69743887831212,32.02313983910315,18.69465717757048
Vallée de Fécamp,75012,2,sup1990,meuble,28.397197503037617,34.09655077296938,19.89805980979527
Bièvres Sud Tolbiac,75013,2,sup1990,meuble,30.091143540105186,36.08949582663639,21.093821074491988
Buttes Aux Cailles-Glacière,75013,2,sup1990,meuble,30.10489544797186,36.105907547980216,21.101122431537622
Croulebarbe,75013,2,sup1990,meuble,30.584067462535057,36.680858079717964,21.388824348450434
Dunois-Bibliothèque-Jeanne-d'Arc,75013,2,sup1990,meuble,24.636386479360272,29.54338387923725,17.225190639557113
Nationale-Deux Moulins,75013,2,sup1990,meuble,24.63944614488239,29.54703822323772,17.227322574106832
Olympiades-Choisy,75013,2,sup1990,meuble,26.88532753382782,32.24239304059338,18.82050497853245
Patay-Masséna,75013,2,sup1990,meuble,24.6,29.5,17.2
Salpêtrière-Austerlitz,75013,2,sup1990,meuble,27.20269786422785,32.60327660309584,19.001929625222722
Didot-Porte de Vanves,75014,2,sup1990,meuble,30.007010686281,35.98837058620499,21.031864153049025
Jean Moulin-Porte d'Orléans,75014,2,sup1990,meuble,27.18821245214823,32.5867504768508,18.99270400926783
Montsouris Dareau,75014,2,sup1990,meuble,25.869865512094982,31.082801309619736,18.14828393003146
Mouton Duvernet,75014,2,sup1990,meuble,28.010812008067592,33.57804251317889,19.576345979436695
Pernety,75014,2,sup1990,meuble,29.58432419580791,35.477241362193496,20.723568584242578
Raspail-Montparnasse,75014,2,sup1990,meuble,30.498508930406487,36.57783354065141,21.333810478054026
Alleray Procession,75015,2,sup1990,meuble,28.520986454570192,34.20123306821274,19.94073984092764
Cambronne-Garibaldi,75015,2,sup1990,meuble,28.222913769286723,33.82800635385875,19.71621228427269
Citroën-Boucicaut,75015,2,sup1990,meuble,30.9,37.1,21.6
Dupleix-Motte Picquet,75015,2,sup1990,meuble,30.910683076080108,37.112699324330634,21.607636976423247
Emeriau-Zola,75015,2,sup1990,meuble,30.9,37.1,21.6
Georges Brassens,75015,2,sup1990,meuble,28.60363905784737,34.304365814098595,20.002668290648653
Pasteur Montparnasse,75015,2,sup1990,meuble,28.20302567174169,33.80366265526625,19.70222944233598
Saint Lambert,75015,2,sup1990,meuble,28.60776468832502,34.309452664047846,20.005401522313054
Seine et Berges,75015,2,sup1990,meuble,31.093861576484493,37.334594947647695,21.738472554631784
Vaugirard-Parc des Expositions,75015,2,sup1990,meuble,29.84760528641123,35.818823826935414,20.86789932967738
Violet Commerce,75015,2,sup1990,meuble,30.856800696703075,37.04738974578048,21.56991531403004
Auteuil Nord,75016,2,sup1990,meuble,30.906770049870534,37.1082207748428,21.60483574990753
Auteuil Sud,75016,2,sup1990,meuble,30.9,37.1,21.6
Bois de Boulogne,75016,2,sup1990,meuble,31.746114815171225,38.1274037802598,22.20439619505314
Chaillot,75016,2,sup1990,meuble,32.2857557091182,38.78242851276164,22.590191970926934
Muette Nord,75016,2,sup1990,meuble,32.3,38.8,22.6
Muette Sud,75016,2,sup1990,meuble,32.29127549567803,38.789405959037595,22.59376821119859
Porte Dauphine,75016,2,sup1990,meuble,32.3,38.8,22.6
Batignolles-Cardinet,75017,2,sup1990,meuble,27.044997502521262,32.42371016384944,18.901211412588815
Champerret-Berthier,75017,2,sup1990,meuble,28.204113755467592,33.80501677496048,19.702909729477078
Clichy-Batignolles,75017,2,sup1990,meuble,27.197568545268243,32.59729558699845,18.998511314364332
Courcelles-Wagram,75017,2,sup1990,meuble,28.22240970018727,33.827120550109825,19.7161285669572
Epinettes-Bessières,75017,2,sup1990,meuble,25.813892398138318,31.015883040824825,18.10893684175567
La Fourche-Guy Môquet,75017,2,sup1990,meuble,25.81951736725854,31.023267908262607,18.11350922463334
Legendre-Lévis,75017,2,sup1990,meuble,27.79671634758456,33.31616220417992,19.41773991346361
Pereire-Malesherbes,75017,2,sup1990,meuble,28.074745703274868,33.649694843929844,19.612321992292408
Ternes-Maillot,75017,2,sup1990,meuble,28.24139026195033,33.850265009905335,19.729557264676973
Amiraux-Simplon-Poissonniers,75018,2,sup1990,meuble,26.679410248791864,32.04848897656825,18.708783852172317
Charles-Hermite-Evangile,75018,2,sup1990,meuble,24.611392248275333,29.51424031034416,17.208544186206495
Clignancourt-Jules Joffrin,75018,2,sup1990,meuble,28.4,34.1,19.9
Goutte d'Or-Château Rouge,75018,2,sup1990,meuble,26.818992776966844,32.214866595656346,18.805370207172924
Grandes Carrières-Clichy,75018,2,sup1990,meuble,28.399859764281135,34.09983279587367,19.899902913733094
La Chapelle-Marx Dormoy,75018,2,sup1990,meuble,24.86358264981973,29.828121064588327,17.396329739678464
Montmartre,75018,2,sup1990,meuble,28.410518179613103,34.1124305759064,19.90717148609984
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,2,sup1990,meuble,28.396307836948957,34.095597805592995,19.89744388711851
Bas Belleville,75019,2,sup1990,meuble,27.041037516641865,32.431966365356,18.9591798192136
Bassin de la Villette,75019,2,sup1990,meuble,24.600715570246912,29.50089338288982,17.200535597766365
Buttes Chaumont,75019,2,sup1990,meuble,26.516866904108547,31.800547826286046,18.580328695771627
Danube-Porte des Lilas,75019,2,sup1990,meuble,24.60317555486506,29.503810665838067,17.202286399502842
Flandre-Aubervilliers,75019,2,sup1990,meuble,24.646649683007443,29.55597982989471,17.232654988390987
Manin-Jaurès,75019,2,sup1990,meuble,25.090239989645738,30.08828798757488,17.552972792544928
Place des Fêtes,75019,2,sup1990,meuble,24.61127293453854,29.514091168173177,17.208454700903907
Pont de Flandre,75019,2,sup1990,meuble,24.6,29.5,17.2
Secrétan,75019,2,sup1990,meuble,26.392157931061245,31.651453100306863,18.490871860184118
Amandiers,75020,2,sup1990,meuble,27.0978083338122,32.49725476776385,18.997508952782415
Belleville,75020,2,sup1990,meuble,25.802902480071054,31.00334900643492,18.10200936863741
Gambetta,75020,2,sup1990,meuble,25.430488473895238,30.496610564954977,17.797966338972984
Plaine,75020,2,sup1990,meuble,24.636043411877242,29.543152220236948,17.225591710094942
Père Lachaise-Réunion,75020,2,sup1990,meuble,26.080081907574378,31.276869061429814,18.266036074335993
Saint Blaise,75020,2,sup1990,meuble,24.80444177906231,29.745330134874767,17.347198080924862
Télégraphe-Pelleport Saint Fargeau,75020,2,sup1990,meuble,25.225195830440818,30.264666187823988,17.658799712694393
Les Halles,75001,2,sup1990,non-meuble,26.79777025632527,32.1972071586793,18.79816427092329
Palais Royal,75001,2,sup1990,non-meuble,27.297139897434015,32.79656494771692,19.09827148934384
Saint Germain l'Auxerrois,75001,2,sup1990,non-meuble,27.29936932399123,32.79924318878947,19.09962159439474
Seine et Berges,75001,2,sup1990,non-meuble,27.555450970081203,33.10654116409744,19.28246497862943
Vendôme,75001,2,sup1990,non-meuble,27.3,32.8,19.1
Montorgueil-Saint Denis,75002,2,sup1990,non-meuble,24.24248905235666,29.05229421828512,16.931049692106786
Sentier-Bonne Nouvelle,75002,2,sup1990,non-meuble,24.206035311263015,29.007428075400632,16.904410419769125
Vivienne-Gaillon,75002,2,sup1990,non-meuble,25.537198327357757,30.63917430839029,17.849098337548856
Archives,75003,2,sup1990,non-meuble,24.20180555802962,29.002216008140145,16.901282952081132
Arts et Métiers,75003,2,sup1990,non-meuble,24.19753274452928,28.99707013412852,16.89830376186388
Enfants Rouges,75003,2,sup1990,non-meuble,24.199966231487597,28.999961239211782,16.899976932961085
Sainte Avoie,75003,2,sup1990,non-meuble,24.23747995552192,29.04598112190246,16.926759968236833
Arsenal,75004,2,sup1990,non-meuble,27.014549339314517,32.453623169843326,18.89946604569877
Saint Gervais,75004,2,sup1990,non-meuble,24.218495372602362,29.02267174706096,16.91312574829845
Saint Merri,75004,2,sup1990,non-meuble,27.288144117436968,32.78551222929173,19.09177844602351
Seine et Berges,75004,2,sup1990,non-meuble,26.399617228078483,31.696305493800974,18.461018970095303
Île Saint Louis,75004,2,sup1990,non-meuble,27.3,32.8,19.1
Île de la Cité,75004,2,sup1990,non-meuble,27.050248221435606,32.49385265853396,18.922756802309138
Jardin des Plantes,75005,2,sup1990,non-meuble,23.903035794183467,28.70303579418347,16.70202386278898
Saint Victor,75005,2,sup1990,non-meuble,24.198559133608676,28.998559133608676,16.89903942240578
Sorbonne,75005,2,sup1990,non-meuble,24.202899787482735,29.003554578204646,16.902057913697423
Val de Grace,75005,2,sup1990,non-meuble,24.251619310005776,29.063035756122922,16.93682581247468
Monnaie,75006,2,sup1990,non-meuble,27.296380404457125,32.795563076431314,19.097431254776026
Notre Dame des Champs,75006,2,sup1990,non-meuble,30.77359500486651,36.968314005839815,21.58128919345769
Odéon,75006,2,sup1990,non-meuble,27.303579419034577,32.80415309651325,19.102582121869023
Rennes,75006,2,sup1990,non-meuble,30.77952761787736,36.97543314145283,21.5853768699124
Saint Germain des Prés,75006,2,sup1990,non-meuble,27.323000406799224,32.827600488159064,19.116428861999445
Saint Placide,75006,2,sup1990,non-meuble,30.75781599990957,36.94893222331313,21.570303583719816
Ecole Militaire,75007,2,sup1990,non-meuble,30.700806251961613,36.87962921903936,21.530103239482987
Gros Caillou,75007,2,sup1990,non-meuble,30.797238376217198,36.996641268372265,21.59805939950398
Invalides,75007,2,sup1990,non-meuble,30.8,37.0,21.6
Saint Thomas d'Aquin,75007,2,sup1990,non-meuble,30.778383740008056,36.97406048800967,21.58455981429147
Seine et Berges,75007,2,sup1990,non-meuble,29.50614534260379,35.445050703485734,20.674029460699735
Elysées-Madeleine,75008,2,sup1990,non-meuble,27.3,32.8,19.1
Europe,75008,2,sup1990,non-meuble,28.231752348508046,33.91784161189506,19.75213904411288
Hoche-Friedland,75008,2,sup1990,non-meuble,27.30225363706169,32.80260085348701,19.101603423689934
Mairie,75008,2,sup1990,non-meuble,28.143221579056714,33.81157252148507,19.690208090297464
Parc Monceau,75008,2,sup1990,non-meuble,28.248007700431916,33.93655948623454,19.763867828873284
Saint Philippe du Roule,75008,2,sup1990,non-meuble,27.538737349876655,33.08648481985198,19.267116144913658
Triangle d'Or,75008,2,sup1990,non-meuble,27.303578988474907,32.80429478616989,19.102505291932438
Clichy-Trinité,75009,2,sup1990,non-meuble,26.78329497128459,32.17974408270856,18.787293640159277
Lafayette-Richer,75009,2,sup1990,non-meuble,26.841751215391298,32.2484216115776,18.817911379943936
Lorette-Martyrs,75009,2,sup1990,non-meuble,26.801037675361563,32.201245210433875,18.800622605216937
Provence Opéra,75009,2,sup1990,non-meuble,27.299944379326913,32.79993325519229,19.09996662759615
Trudaine-Maubeuge,75009,2,sup1990,non-meuble,26.756143605129456,32.14690916600552,18.767693845002544
Chateau d'Eau-Lancry,75010,2,sup1990,non-meuble,22.66193903666692,27.174356579653814,15.843387061320355
Faubourg du Temple-Hôpital Saint Louis,75010,2,sup1990,non-meuble,22.6,27.1,15.8
Grange Aux Belles-Terrage,75010,2,sup1990,non-meuble,22.718137636345926,27.24356188810679,15.884493069933825
Louis Blanc-Aqueduc,75010,2,sup1990,non-meuble,26.172345749555955,31.437904685612434,18.351731810834455
Porte Saint Denis-Paradis,75010,2,sup1990,non-meuble,26.796420320731748,32.19559424090061,18.797384080534737
Saint Vincent de Paul-Lariboisière,75010,2,sup1990,non-meuble,26.75566685138417,32.14616689096649,18.768333465274406
Bastille-Popincourt,75011,2,sup1990,non-meuble,22.95430382107913,27.53604419404907,16.045292288068882
Belleville-Saint Maur,75011,2,sup1990,non-meuble,23.229644792160176,27.8749879925967,16.236029601309568
Léon-Blum Folie-Regnault,75011,2,sup1990,non-meuble,22.70225405186057,27.225854764159582,15.870802136897035
Nation-Alexandre Dumas,75011,2,sup1990,non-meuble,23.891200560742764,28.6892054491393,16.69389919845794
République-Saint Ambroise,75011,2,sup1990,non-meuble,23.32712755857971,27.99431841379051,16.303328467409898
Aligre-Gare de Lyon,75012,2,sup1990,non-meuble,22.669122483672485,27.18403693510443,15.848733396482015
Bel-Air Nord,75012,2,sup1990,non-meuble,23.800645997343754,28.600489530147893,16.699863243267938
Bel-Air Sud,75012,2,sup1990,non-meuble,24.015836913372773,28.855079988531465,16.8373507630554
Bercy,75012,2,sup1990,non-meuble,23.806102017008023,28.60718137290882,16.70383293217067
Bois de Vincennes,75012,2,sup1990,non-meuble,24.39605166955453,29.304424700382626,17.079305607898338
Jardin de Reuilly,75012,2,sup1990,non-meuble,24.48111220801966,29.404869953084955,17.133300311115377
Nation-Picpus,75012,2,sup1990,non-meuble,24.883376155549694,29.880311922593908,17.389275184654753
Seine et Berges,75012,2,sup1990,non-meuble,23.435210926328523,28.131882367167407,16.40215464881091
Vallée de Fécamp,75012,2,sup1990,non-meuble,24.897628656416444,29.897197503037617,17.3984909631741
Bièvres Sud Tolbiac,75013,2,sup1990,non-meuble,26.392173361023183,31.69052564755438,18.49443896704279
Buttes Aux Cailles-Glacière,75013,2,sup1990,non-meuble,26.402765802869457,31.704093538539556,18.502555612293396
Croulebarbe,75013,2,sup1990,non-meuble,26.786245176619946,32.18315017042335,18.789970393803134
Dunois-Bibliothèque-Jeanne-d'Arc,75013,2,sup1990,non-meuble,21.63218803943409,25.93918543931106,15.122391679606322
Nationale-Deux Moulins,75013,2,sup1990,non-meuble,21.634884959220944,25.94246219095566,15.124276834792331
Olympiades-Choisy,75013,2,sup1990,non-meuble,23.594467665886093,28.309981762945696,16.51274793000265
Patay-Masséna,75013,2,sup1990,non-meuble,21.6,25.9,15.1
Salpêtrière-Austerlitz,75013,2,sup1990,non-meuble,23.902248064439053,28.702696653481212,16.701670536317714
Didot-Porte de Vanves,75014,2,sup1990,non-meuble,26.319437419665007,31.601008506250086,18.444079699771947
Jean Moulin-Porte d'Orléans,75014,2,sup1990,non-meuble,23.88882392281465,28.68615289193935,16.69234545832096
Montsouris Dareau,75014,2,sup1990,non-meuble,22.661578332150302,27.174693431972106,15.843814614748428
Mouton Duvernet,75014,2,sup1990,non-meuble,24.593442284915763,29.535605690210947,17.20141809766112
Pernety,75014,2,sup1990,non-meuble,25.948687457993223,31.150825124194743,18.17875149915676
Raspail-Montparnasse,75014,2,sup1990,non-meuble,26.71515299171606,32.094475362766616,18.73784180649954
Alleray Procession,75015,2,sup1990,non-meuble,25.020986454570192,30.00123306821274,17.540739840927642
Cambronne-Garibaldi,75015,2,sup1990,non-meuble,24.72053293870762,29.62488611322645,17.31460338383069
Citroën-Boucicaut,75015,2,sup1990,non-meuble,27.1,32.5,19.0
Dupleix-Motte Picquet,75015,2,sup1990,non-meuble,27.10940662546272,32.511444600994324,19.006607125016902
Emeriau-Zola,75015,2,sup1990,non-meuble,27.1,32.5,19.0
Georges Brassens,75015,2,sup1990,non-meuble,25.10315103595241,30.103877792203647,17.602180268753703
Pasteur Montparnasse,75015,2,sup1990,non-meuble,24.702707179979406,29.603344163503973,17.3019109505737
Saint Lambert,75015,2,sup1990,non-meuble,25.10675190289132,30.108102283469584,17.604726332023926
Seine et Berges,75015,2,sup1990,non-meuble,27.266975460784472,32.70770883194767,19.112394834158096
Vaugirard-Parc des Expositions,75015,2,sup1990,non-meuble,26.184874162096726,31.40184899451607,18.35941191346771
Violet Commerce,75015,2,sup1990,non-meuble,27.062356196309636,32.45479707858923,18.973618980434413
Auteuil Nord,75016,2,sup1990,non-meuble,27.10580289988903,32.50725362486129,19.003868599926022
Auteuil Sud,75016,2,sup1990,non-meuble,27.1,32.5,19.0
Bois de Boulogne,75016,2,sup1990,non-meuble,27.82515586035428,33.40654447020075,19.483337595478275
Chaillot,75016,2,sup1990,non-meuble,28.287786738931445,33.98519440584484,19.791488137470235
Muette Nord,75016,2,sup1990,non-meuble,28.3,34.0,19.8
Muette Sud,75016,2,sup1990,non-meuble,28.29252185343831,33.990652316797885,19.795014568958873
Porte Dauphine,75016,2,sup1990,non-meuble,28.3,34.0,19.8
Batignolles-Cardinet,75017,2,sup1990,non-meuble,23.755308331480716,28.521713121590764,16.599880051083026
Champerret-Berthier,75017,2,sup1990,non-meuble,24.703612077971545,29.604414761965224,17.30250838748024
Clichy-Batignolles,75017,2,sup1990,non-meuble,23.897574837692336,28.696905026866048,16.69838112765353
Courcelles-Wagram,75017,2,sup1990,non-meuble,24.719982393671643,29.624549480485506,17.31384502355027
Epinettes-Bessières,75017,2,sup1990,non-meuble,22.612894737869105,27.11586900726908,15.808927486051836
La Fourche-Guy Môquet,75017,2,sup1990,non-meuble,22.617267851213732,27.121022435005962,15.812012242462242
Legendre-Lévis,75017,2,sup1990,non-meuble,24.377783426381434,29.23795517314732,17.058081102089957
