seloger_quartier,code_postal,hre,are,bur,ror,bsr,war,ver,vhr,Faible Sensibilité,Forte Sensibilité,Sensibilité Faible à Nulle,Sensibilité Moyenne,Sensibilité Variable,Très Forte Sensibilité
Montmartre,75018,15.17187464892494,188.04585504078383,44.916511672585735,34.29502089294239,0.496732115521786,0.04407861775961241,20.24807136965238,74.55478727344581,0.0,0.0,6.869821904282847,12.498773524129884,18.556503424951963,62.07490114663531
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,13.026514820352347,611.0285548602486,23.268744781685342,46.63670180885713,0.7948269904654867,0.05985388587397064,29.239898832646574,73.78669219066938,0.7766127723028206,0.28218731845437056,3.524527215150548,10.319858872427059,74.75951571338787,10.337298108277329
Bas Belleville,75019,15.777663796424992,348.61017846439455,41.24839340087331,34.41900915253596,0.5516842372377561,0.04895491524976675,23.733258989109284,86.70443356258092,0.0,0.0,0.0,27.839705641660387,18.828813557602594,53.331480800737
Bassin de la Villette,75019,12.637415557539391,670.1712732906275,30.010560907929417,32.93630881778127,0.5049653617197493,7.444256979778875,29.102403870954802,71.26768772401641,0.0,0.7054451957643194,21.962734482341748,9.965962222361002,39.697270520156756,27.668587579376187
Buttes Chaumont,75019,11.618507128369187,191.53519020255044,26.860964759173733,27.138672005754273,0.2289405355068431,2.248293891868633,43.522966217642654,81.83226918553417,0.0,0.59354513264967,38.84010219286124,12.684564128076662,8.299908275254456,39.58188027115797
Danube-Porte des Lilas,75019,13.199067402945179,402.649606474982,28.77377905791892,37.09732600317716,0.885084465572332,0.053301830283166325,33.19066946210963,76.45112430010272,1.3270420549491688,4.933962431590024,10.669615232983475,26.5931973883177,31.96833520133149,24.50784769082817
Flandre-Aubervilliers,75019,18.207044482869527,530.2296179416725,38.45770842784588,37.682508288275386,0.4482895930510528,0.03991120079178954,23.37023574176825,84.08923894136328,0.0,0.0,0.3118404531119039,38.484755924484986,22.03734950682532,39.16605411557781
Manin-Jaurès,75019,15.379445279280416,401.5981665834678,41.0913155474649,37.313060333292356,0.41600737841400903,0.04992241449929008,21.128585146352847,84.46938387424457,1.321366608892455,0.0,3.851454775866595,20.224839485550497,17.528027509787957,57.07431161990252
Place des Fêtes,75019,14.736609996587198,295.04541372242915,34.421746099908496,40.43911018363124,0.4187286632758866,0.03715680971048823,24.681362760669973,76.09519036455423,6.252874360315691,1.2164874851924867,6.836589409709344,38.74246953466031,16.105721345931816,30.84585786419037
Pont de Flandre,75019,13.71863067429753,770.6033445599287,22.96346751662499,50.35799185168449,0.9754872321317037,3.521499271443516,22.181491615766568,66.43158196951616,0.01358610835103519,0.3364416167817736,8.3118158892641,15.505441235531045,61.87540911113652,13.957306038935519
Secrétan,75019,15.12258734652061,304.57948377143873,38.80203164890314,34.01270314801571,0.417163872133799,0.05673858071421038,26.71162377871582,87.48136455063118,0.0,0.37604029348033813,1.9226532545845623,22.385768147140983,23.92558165688918,51.38995664790494
Amandiers,75020,14.04351866892092,347.57920075338313,40.21652679265641,35.00718234976288,0.5383250458485551,0.04776945799338714,24.190085166180218,80.73748530958423,0.0,0.0,5.335989060261801,10.964613021977467,26.473215469879904,57.226182447880824
Belleville,75020,14.415551534498258,257.3501240905722,38.79234841617098,34.96846751379222,0.4467052974810106,0.03963937793346852,25.75451014042854,83.00032397688408,0.0,0.0,6.120305052576595,19.391664526863906,16.769063737734147,57.71896668282534
Gambetta,75020,13.04517718806134,366.08421993294803,33.577120252542684,38.41288868394927,0.5178279194180014,0.04594820001982975,27.446232663854378,78.5780126413137,1.2089994612323736,1.8200174027978457,8.262581520694438,19.09570683379615,31.25014747479827,38.36254730668094
Plaine,75020,13.606193246709,390.3450862370854,28.04838849565711,42.422963302785035,0.607532318598003,0.05216763544201138,28.869936383964824,77.87328019913146,0.0,0.0,13.242463951531759,19.274578693462843,34.50015624406475,32.982801110940656
Père Lachaise-Réunion,75020,13.011247825652793,224.31477322822667,26.98493010151361,30.385327522159265,0.32683961542699047,0.050848907630437666,42.25324343336825,78.02597837397236,0.0,0.5574359233407494,41.70671237588485,12.156502526664248,10.165648514632046,35.4137006594781
Saint Blaise,75020,14.859427451952994,367.1177884706723,26.5243922532936,42.70620491076889,0.6748512947055106,0.04907350861749976,30.044823818330553,78.60430411721728,5.334340167804403,1.8630728800482426,1.7015217709520696,34.87852639942151,37.014787138639164,19.207751643134614
Télégraphe-Pelleport Saint Fargeau,75020,14.139530008776413,299.58956746450303,39.216196900334964,34.601543417217655,0.34658413410854366,0.02838931246392836,25.80734071782485,79.44356010710122,0.0,1.6034509672795352,8.476874830097325,20.730167340644872,14.711721308953866,54.4777855530244
