conseil_de_quartier,hre,are,bur,ror,bsr,war,ver,vhr,Faible Sensibilité,Forte Sensibilité,Sensibilité Faible à Nulle,Sensibilité Moyenne,Sensibilité Variable,Très Forte Sensibilité
MARAIS - PLACE DES VOSGES,14.655743846371632,212.79784954650287,53.22364696755973,34.39891396540924,0.41027442145689624,0.03640660395180649,11.933407080445093,75.24143788511435,0.0,0.0,3.8856235715967866,3.7900222686836487,16.094244723521875,76.23010943619768
ALIGRE - GARE DE LYON,14.583387347840636,379.1345362839385,38.232087836076644,42.688625557241956,0.5103266337919925,4.85619530267366,13.712492005661147,73.81409104442842,1.6201520953938204,0.13393447408251052,6.899264905958773,8.527908468143265,34.708656615710545,48.110083440711094
ALLERAY - PROCESSION,16.321749779029854,269.6953139916287,43.56966424810644,38.3332367429396,0.41685126099349057,0.036112782815588704,17.64384616594762,81.83429917316809,0.0,0.0,0.9518444991218922,23.481178110542814,18.835246307610834,56.73173108272445
AUTEUIL NORD,15.37009191918964,286.72981683654194,34.696060337297595,34.64879815836172,0.4457098572215447,3.9875247264125946,26.222723668633833,83.23297640704149,2.0102673903358173,0.0,8.616326861230757,28.24156272331559,17.60335075066497,43.52849227445289
VAUGIRARD - PARC DES EXPOSITIONS,13.255709126834688,603.8483103221001,30.953887120150426,40.1757941123145,1.3190202125435855,0.03418244354383733,27.51540691113754,67.62585081577659,2.537635889717882,0.0,12.581941300029404,16.023422659283234,43.0593585481185,25.797641602850973
BEL - AIR SUD,6.287380602892998,249.35640944046673,6.868969066472381,17.1136824611631,0.4780544383900106,3.7136314951009526,71.82787437489166,83.25671268575377,4.028554344818993,0.005239326711068892,72.87413132675326,4.59741759317737,14.588733367179861,3.905924041359425
LOUVRE - OPERA,15.934171268929788,675.4539587642267,41.04176829807919,35.730179540926066,0.6204059108969989,4.888696726441893,17.721339315866615,43.324197472776305,0.0,0.0,22.72508140889145,7.565568394134443,21.64518927153003,48.06416092544407
VALLEE DE FECAMP,6.125711609157404,366.57151623366394,5.274677577737425,17.85725180976211,1.9678560601687083,0.6833363364361968,74.21890073690986,71.65369830946318,0.5294602992401682,0.0,85.39643801432094,3.5265317680117114,7.375257617492153,3.1723123009350167
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,14.72741438897499,379.9719396027844,32.907962496746904,37.333654330898916,0.36531476035766125,0.0299627984337247,29.362732325172015,77.96907583088138,0.07204658440610025,0.11140606674557145,10.410148089655483,36.567034037072204,18.464394531492047,34.374970690628615
OPERA - CHAUSSEE D'ANTIN,19.307007146041865,784.7731977134514,57.20347262583483,37.09978848623251,0.43068458176866675,0.03821774445728784,5.2274972321555175,51.62394757398603,0.0,0.0,0.0,1.090863633340971,27.44738124675944,71.46175511989958
OLYMPIADES - CHOISY,22.11010009988376,593.5459097975885,26.938329024830182,44.58232173227982,0.5185059189339899,0.04269204015560401,27.91782987698903,74.2424311037199,0.08052286009295052,0.0,0.0,35.08170145897175,46.09726441642671,18.740511264508584
SORBONNE,15.422139097686692,663.7972155709238,44.625816640513804,40.41328641674916,0.6429816833703866,1.7036620637794002,12.614891253745675,56.79502610041236,0.0,0.0,2.985292136751506,10.342412918421639,41.71401062763686,44.95828431718999
LA CHAPELLE - MARX DORMOY,13.222627378267388,808.5469020941912,28.828863574450807,56.20210040015471,0.31344784936285935,0.09465850403917463,14.560523768558017,68.18112856494697,0.00011454727727068764,0.0,6.32809252758964,2.715698730009132,51.794147528907054,39.161946666216906
ELYSEES - MADELEINE,14.748910956341108,466.8189132902279,41.71089187966004,35.5843680509572,0.45797975630580456,0.035006246310984895,22.21190231616624,65.12785434455469,0.0,0.0,10.462174335497341,12.174947329640858,24.26255649044375,53.10032184441806
DANUBE,12.200174101323583,442.1144947920029,26.118066455408254,39.04174737690696,0.6685081467493578,0.05789567499164565,34.11295652154772,77.09627012954954,1.8596665569118875,6.403981298304844,12.290271895760208,26.20947996885749,37.14212996728575,16.094470312879825
FLANDRE - AUBERVILLIERS,18.244232844608135,527.7938477409809,38.573577573313166,37.631631093718745,0.44915884849197746,0.03985709918358844,23.304450728906758,84.23417279351686,0.0,0.0,0.0,38.61997946657901,22.09603784986613,39.28398268355484
SAINT - VICTOR,16.26371156054984,729.7909183910739,37.09837854273171,37.71906292061142,0.5694525634857626,6.643595133056204,17.970184559171656,73.33265107253587,0.0004006236961385592,0.4153736167365239,9.138455521605382,5.678392911881319,19.269984601254844,65.49739272482579
CAMBRONNE - GARIBALDI,14.817183625368989,323.70066818217975,42.528300704979216,40.4847542199649,0.5131884504003561,0.04553890686146505,16.428272585620235,77.60349974294203,0.0,0.0,1.4660432678777366,7.807938381349242,35.47367267931987,55.25234567145316
HALLES - BEAUBOURG - MONTORGUEIL,17.254259659748005,899.9917079387662,55.0785923316053,32.99052808476708,0.6027615639228024,0.05348737427301318,11.274523076690834,56.88815569571247,0.0,0.0,4.929915436598677,0.15206715981273722,23.279289530295785,71.63872787329281
