seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
Quatre Chemins-Diderot,93500,1,inf1946,meuble,appartement,27.364843568827894,32.85781228259347,19.175390498179524
Quatre Chemins-Jaurès,93500,1,inf1946,meuble,appartement,27.369901273667672,32.86320502675689,19.178906005521704
Église-Sept Arpents,93500,1,inf1946,meuble,appartement,27.416546911594526,32.919677408382675,19.211627559498854
Blumenthal-La Biche,93800,1,inf1946,meuble,appartement,21.688672631709554,25.988407986280436,15.192270625330877
Félix Merlin,93800,1,inf1946,meuble,appartement,21.69732679126165,25.99732679126165,15.1982178608411
Gallieni-De Lattre de Tassigny,93800,1,inf1946,meuble,appartement,21.7,26.0,15.2
Les Mobiles-Maison de Santé,93800,1,inf1946,meuble,appartement,21.676302331023685,25.976302331023685,15.18420155401579
Ormesson-Jean Jaurès,93800,1,inf1946,meuble,appartement,21.7,26.0,15.2
Saint Leu-Commandant Louis Bouchet,93800,1,inf1946,meuble,appartement,21.699760964037786,25.999713156845342,15.199808771230229
Les Halles,75001,1,inf1946,meuble,maison,35.51334085593797,42.616135234800254,24.9093070472379
Palais Royal,75001,1,inf1946,meuble,maison,38.78182486739823,46.57796864860274,27.187332705247545
Saint Germain l'Auxerrois,75001,1,inf1946,meuble,maison,38.7958375383421,46.59495459192983,27.197098890359648
Seine et Berges,75001,1,inf1946,meuble,maison,38.748909805983764,46.534312607693415,27.163507004274116
Vendôme,75001,1,inf1946,meuble,maison,38.8,46.6,27.2
Montorgueil-Saint Denis,75002,1,inf1946,meuble,maison,37.4673161135718,44.96077933628616,26.27712127950026
Sentier-Bonne Nouvelle,75002,1,inf1946,meuble,maison,37.4953574528746,44.99442894344952,26.29675021701222
Vivienne-Gaillon,75002,1,inf1946,meuble,maison,38.05406138370435,45.68205510617528,26.683547607160534
Archives,75003,1,inf1946,meuble,maison,37.50061710871143,45.00076296162131,26.300424130221394
Arts et Métiers,75003,1,inf1946,meuble,maison,37.49414026825704,44.99290664052169,26.29583650639316
Enfants Rouges,75003,1,inf1946,meuble,maison,37.499862953078775,44.999835354260505,26.29990268721423
Sainte Avoie,75003,1,inf1946,meuble,maison,37.50662822780414,45.0083388140887,26.304543524281964
Arsenal,75004,1,inf1946,meuble,maison,38.50005707428689,46.235270381761666,26.98835939013092
Saint Gervais,75004,1,inf1946,meuble,maison,37.50775612399454,45.00954599876251,26.30536962430391
Saint Merri,75004,1,inf1946,meuble,maison,38.784191611098365,46.58075931295783,27.189001782858913
Seine et Berges,75004,1,inf1946,meuble,maison,38.422394369631576,46.13525524201003,26.93858014752781
Île Saint Louis,75004,1,inf1946,meuble,maison,38.8,46.6,27.2
Île de la Cité,75004,1,inf1946,meuble,maison,38.695265383182665,46.47109585622483,27.127491419126464
Jardin des Plantes,75005,1,inf1946,meuble,maison,34.431369873229166,41.33744146159609,24.122262490678764
Saint Victor,75005,1,inf1946,meuble,maison,37.48511104728963,44.98222931450698,26.28943364646361
Sorbonne,75005,1,inf1946,meuble,maison,37.501216039912116,45.00149666450722,26.300841873785313
Val de Grace,75005,1,inf1946,meuble,maison,37.5065524199619,45.00811802324718,26.30444152462088
Monnaie,75006,1,inf1946,meuble,maison,38.79848210509492,46.59813182165529,27.1989491496811
Notre Dame des Champs,75006,1,inf1946,meuble,maison,38.09636169512126,45.695959272577724,26.69755111506822
Odéon,75006,1,inf1946,meuble,maison,38.795871164315464,46.594818466912955,27.197101619628278
Rennes,75006,1,inf1946,meuble,maison,38.10409447642453,45.70526432683153,26.702924626017516
Saint Germain des Prés,75006,1,inf1946,meuble,maison,38.79539991864015,46.5940856096802,27.19671422760011
Saint Placide,75006,1,inf1946,meuble,maison,38.07406100985703,45.66913721029758,26.681827345007584
Ecole Militaire,75007,1,inf1946,meuble,maison,38.03215937118901,45.61922781160184,26.65243385699419
Gros Caillou,75007,1,inf1946,meuble,maison,38.096566629891655,45.695894883566105,26.697611568620275
Invalides,75007,1,inf1946,meuble,maison,38.1,45.7,26.7
Saint Thomas d'Aquin,75007,1,inf1946,meuble,maison,38.104323251998395,45.70555846685508,26.703088037141708
Seine et Berges,75007,1,inf1946,meuble,maison,37.23522054358285,44.6732895271909,26.088416710094993
Elysées-Madeleine,75008,1,inf1946,meuble,maison,38.8,46.6,27.2
Europe,75008,1,inf1946,meuble,maison,33.64603179694908,40.35616448551509,23.53332216862011
Hoche-Friedland,75008,1,inf1946,meuble,maison,38.76509462618934,46.55775060903209,27.17520329593742
Mairie,75008,1,inf1946,meuble,maison,34.26479984597307,41.10565451858819,23.973254595601666
Parc Monceau,75008,1,inf1946,meuble,maison,33.63521499819169,40.343068076379836,23.525460577283997
Saint Philippe du Roule,75008,1,inf1946,meuble,maison,37.558565780641395,45.09595469577708,26.31667180545638
Triangle d'Or,75008,1,inf1946,meuble,maison,38.78138925993045,46.57745237260806,27.186757742642826
Clichy-Trinité,75009,1,inf1946,meuble,maison,35.478091610636326,42.57411206851332,24.883741321216398
Lafayette-Richer,75009,1,inf1946,meuble,maison,36.177881352207606,43.42116532179954,25.372590021757723
Lorette-Martyrs,75009,1,inf1946,meuble,maison,35.506848657386314,42.6083014028925,24.904773306663184
Provence Opéra,75009,1,inf1946,meuble,maison,38.79963290355762,46.59955503461531,27.199744144903796
Trudaine-Maubeuge,75009,1,inf1946,meuble,maison,35.41749408921044,42.501446479244805,24.840412397763092
Chateau d'Eau-Lancry,75010,1,inf1946,meuble,maison,33.78868312962291,40.50750371337732,23.663162148565867
Faubourg du Temple-Hôpital Saint Louis,75010,1,inf1946,meuble,maison,33.7,40.4,23.6
Grange Aux Belles-Terrage,75010,1,inf1946,meuble,maison,33.737565285368845,40.44634624259996,23.627460377750698
Louis Blanc-Aqueduc,75010,1,inf1946,meuble,maison,35.22245145476228,42.2610803887572,24.69985466137607
Porte Saint Denis-Paradis,75010,1,inf1946,meuble,maison,35.50275359943712,42.60330431932455,24.901927519605984
Saint Vincent de Paul-Lariboisière,75010,1,inf1946,meuble,maison,35.481000079164644,42.576777874534564,24.88627783495224
Bastille-Popincourt,75011,1,inf1946,meuble,maison,33.89143131376389,40.64604599859952,23.7367285845116
Belleville-Saint Maur,75011,1,inf1946,meuble,maison,34.03034698111406,40.825485017424164,23.83608766012772
Léon-Blum Folie-Regnault,75011,1,inf1946,meuble,maison,33.75428325694042,40.46986005078829,23.638784970268258
Nation-Alexandre Dumas,75011,1,inf1946,meuble,maison,34.37615544665257,41.2711223858687,24.08317471181417
République-Saint Ambroise,75011,1,inf1946,meuble,maison,34.11732847304339,40.93405674851648,23.897966344904034
Aligre-Gare de Lyon,75012,1,inf1946,meuble,maison,33.75056203927133,40.462061320537515,23.635823002088358
Bel-Air Nord,75012,1,inf1946,meuble,maison,29.419821347668233,35.32367604961429,20.613599053352424
Bel-Air Sud,75012,1,inf1946,meuble,maison,29.89053843948358,35.8886461273803,20.93356613884884
Bercy,75012,1,inf1946,meuble,maison,29.41645362521952,35.319722275656275,20.61121642631834
Bois de Vincennes,75012,1,inf1946,meuble,maison,30.754662885351213,36.925595462421455,21.521170762038828
Jardin de Reuilly,75012,1,inf1946,meuble,maison,30.95492539507692,37.16585119273756,21.65742435836831
Nation-Picpus,75012,1,inf1946,meuble,maison,31.873168928377922,38.26780271405351,22.281984308103493
Seine et Berges,75012,1,inf1946,meuble,maison,32.52479011398853,39.03042429806242,22.78845886519222
Vallée de Fécamp,75012,1,inf1946,meuble,maison,31.89461058276465,38.29353269931757,22.296335196279962
Bièvres Sud Tolbiac,75013,1,inf1946,meuble,maison,35.296704573062385,42.39588071632799,24.697734393980394
Buttes Aux Cailles-Glacière,75013,1,inf1946,meuble,maison,35.30284262810787,42.40153878558853,24.7046372316365
Croulebarbe,75013,1,inf1946,meuble,maison,35.50677101208669,42.60814808982813,24.90470539547453
Dunois-Bibliothèque-Jeanne-d'Arc,75013,1,inf1946,meuble,maison,31.14618283918804,37.355979199015806,21.832188039434087
Nationale-Deux Moulins,75013,1,inf1946,meuble,maison,31.14965341055444,37.36018730187998,21.83460287342929
Olympiades-Choisy,75013,1,inf1946,meuble,maison,32.84515920765033,39.41912189500397,23.00499088147285
Patay-Masséna,75013,1,inf1946,meuble,maison,31.1,37.3,21.8
Salpêtrière-Austerlitz,75013,1,inf1946,meuble,maison,34.399256381675116,41.299056919323135,24.099522735059978
Didot-Porte de Vanves,75014,1,inf1946,meuble,maison,35.12436951895547,42.18920118541435,24.57712201926716
Jean Moulin-Porte d'Orléans,75014,1,inf1946,meuble,maison,34.39344888267152,41.29150883944493,24.095269408915822
Montsouris Dareau,75014,1,inf1946,meuble,maison,33.72640950194065,40.43272719357878,23.618602038541503
Mouton Duvernet,75014,1,inf1946,meuble,maison,34.65925971077425,41.60902935350946,24.284514107447187
Pernety,75014,1,inf1946,meuble,maison,35.02514972009534,42.06621593032049,24.51355040475761
Raspail-Montparnasse,75014,1,inf1946,meuble,maison,35.46107768460954,42.557854175935894,24.865911828022814
Alleray Procession,75015,1,inf1946,meuble,maison,32.71482111350651,39.29383465893632,22.896300795361796
Cambronne-Garibaldi,75015,1,inf1946,meuble,maison,34.38652599816661,41.283756004488836,24.090664728641325
Citroën-Boucicaut,75015,1,inf1946,meuble,maison,33.5,40.2,23.5
Dupleix-Motte Picquet,75015,1,inf1946,meuble,maison,33.51253856416752,40.21499695715882,23.508716811434514
Emeriau-Zola,75015,1,inf1946,meuble,maison,33.5,40.2,23.5
Georges Brassens,75015,1,inf1946,meuble,maison,32.30743113683956,38.80891630888922,22.60520337876505
Pasteur Montparnasse,75015,1,inf1946,meuble,maison,34.40143321293027,41.301751704692556,24.100955475286852
Saint Lambert,75015,1,inf1946,meuble,maison,32.30405114173479,38.804726332023925,22.6030383563011
Seine et Berges,75015,1,inf1946,meuble,maison,33.55026241541638,40.25778556362083,23.526748971393577
Vaugirard-Parc des Expositions,75015,1,inf1946,meuble,maison,32.95092449725803,39.55941191346771,23.08819337294353
Violet Commerce,75015,1,inf1946,meuble,maison,33.48096548471854,40.1778689579608,23.485610274855162
Auteuil Nord,75016,1,inf1946,meuble,maison,33.50048357499075,40.200483574990756,23.5
Auteuil Sud,75016,1,inf1946,meuble,maison,33.5,40.2,23.5
Bois de Boulogne,75016,1,inf1946,meuble,maison,33.56152574736652,40.261725036882325,23.500597868547448
Chaillot,75016,1,inf1946,meuble,maison,33.629980442027716,40.33638002817699,23.52138980716314
Muette Nord,75016,1,inf1946,meuble,maison,33.6,40.3,23.5
Muette Sud,75016,1,inf1946,meuble,maison,33.59937682111986,40.29937682111986,23.5
Porte Dauphine,75016,1,inf1946,meuble,maison,33.6,40.3,23.5
Batignolles-Cardinet,75017,1,inf1946,meuble,maison,34.30186264792093,41.17524986322597,24.029806794121683
Champerret-Berthier,75017,1,inf1946,meuble,maison,34.399197316006315,41.2989966450079,24.099397987004743
Clichy-Batignolles,75017,1,inf1946,meuble,maison,34.39813333908011,41.297600007388716,24.09866667077151
Courcelles-Wagram,75017,1,inf1946,meuble,maison,34.42390776272173,41.328745709420744,24.11679182805988
Epinettes-Bessières,75017,1,inf1946,meuble,maison,33.70619281492429,40.40802846446429,23.60442869212602
La Fourche-Guy Môquet,75017,1,inf1946,meuble,maison,33.68655545997726,40.38431807229693,23.590289829828677
Legendre-Lévis,75017,1,inf1946,meuble,maison,34.39897412921553,41.29871766151942,24.099230596911653
Pereire-Malesherbes,75017,1,inf1946,meuble,maison,34.4,41.3,24.1
Ternes-Maillot,75017,1,inf1946,meuble,maison,34.42055263130249,41.32453776360847,24.114261447957222
Amiraux-Simplon-Poissonniers,75018,1,inf1946,meuble,maison,33.089263299935205,39.68743665282168,23.158955779906368
Charles-Hermite-Evangile,75018,1,inf1946,meuble,maison,31.015211257211437,37.19770611463927,21.739714819241744
Clignancourt-Jules Joffrin,75018,1,inf1946,meuble,maison,31.9,38.3,22.3
Goutte d'Or-Château Rouge,75018,1,inf1946,meuble,maison,33.013708883537774,39.599701130611926,23.104345304777283
Grandes Carrières-Clichy,75018,1,inf1946,meuble,maison,31.9000970862669,38.30011326731138,22.300070117859427
La Chapelle-Marx Dormoy,75018,1,inf1946,meuble,maison,31.632187974267925,37.934775424032374,22.168681436898417
Montmartre,75018,1,inf1946,meuble,maison,31.917211566639622,38.32055826015288,22.312430575906397
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,1,inf1946,meuble,maison,31.9007179820051,38.3007763970089,22.30055937500172
Bas Belleville,75019,1,inf1946,meuble,maison,29.595029752646138,35.531314357789604,20.736067269288004
Bassin de la Villette,75019,1,inf1946,meuble,maison,31.101519444528883,37.3018118392314,21.801052116966964
Buttes Chaumont,75019,1,inf1946,meuble,maison,29.814039859729295,35.787316775121774,20.892082523717274
Danube-Porte des Lilas,75019,1,inf1946,meuble,maison,31.055784247213523,37.24744625669554,21.768922683039634
Flandre-Aubervilliers,75019,1,inf1946,meuble,maison,31.13421579573118,37.34121436970646,21.82410647184087
Manin-Jaurès,75019,1,inf1946,meuble,maison,30.7666368070409,36.90780800828341,21.564684804970046
Place des Fêtes,75019,1,inf1946,meuble,maison,31.124424691500174,37.3291217475579,21.816909401807813
Pont de Flandre,75019,1,inf1946,meuble,maison,31.069276036905215,37.26312913246728,21.77822873116254
Secrétan,75019,1,inf1946,meuble,maison,29.930499267578305,35.924709440409146,20.973962081212115
Amandiers,75020,1,inf1946,meuble,maison,29.48222732636418,35.39850672182251,20.657531450152508
Belleville,75020,1,inf1946,meuble,maison,33.69040261847232,40.38861710007595,23.593304159248824
Gambetta,75020,1,inf1946,meuble,maison,30.536656799331908,36.637260035877226,21.402331625245647
Plaine,75020,1,inf1946,meuble,maison,31.100798555512334,37.30152697128357,21.80041681269144
Père Lachaise-Réunion,75020,1,inf1946,meuble,maison,30.146257220092387,36.17866553697531,21.12625782480084
Saint Blaise,75020,1,inf1946,meuble,maison,30.95830397179956,37.13326343169542,21.6999881138757
Télégraphe-Pelleport Saint Fargeau,75020,1,inf1946,meuble,maison,31.496482659696085,37.77635394660961,22.071381176670762
Bourse du Travail,93000,1,inf1946,meuble,maison,24.6,29.5,17.2
Edouard Vaillant,93000,1,inf1946,meuble,maison,24.594058432528925,29.492835342005982,17.196285783515894
Les Vignes,93000,1,inf1946,meuble,maison,24.60737273161957,29.508985591893442,17.20528807818401
Prefecture,93000,1,inf1946,meuble,maison,24.6003102133902,29.500366615824777,17.20022560973832
Bas Montreuil-Bobillot,93100,1,inf1946,meuble,maison,26.301014387571616,31.565517470622673,18.415010276836867
Bas Montreuil-Etienne Marcel-Chanzy,93100,1,inf1946,meuble,maison,27.394936722553314,32.89385173452903,19.196383373252367
Bas Montreuil-République,93100,1,inf1946,meuble,maison,26.026812492616987,31.232120112857206,18.218949666336705
Bel Air-Grands Pêchers-Renan,93100,1,inf1946,meuble,maison,27.390504473637844,32.88846971798881,19.193217481169892
Branly-Boissière,93100,1,inf1946,meuble,maison,27.389876085494112,32.887706268631796,19.192768795140218
Centre Ville-Jean Moulin-Beaumont,93100,1,inf1946,meuble,maison,26.541784474462453,31.857881147561557,18.586988910330327
La Noue-Clos Français,93100,1,inf1946,meuble,maison,27.299418371077685,32.7795328741335,19.128762419069734
Ramenas-Léo Lagrange,93100,1,inf1946,meuble,maison,27.345168067164526,32.83404923015979,19.16118300742784
Ruffins-Théophile Sueur-Montreau-Le Morillon,93100,1,inf1946,meuble,maison,27.364719909442147,32.85715989003689,19.174799935315818
Signac-Murs à Pêches,93100,1,inf1946,meuble,maison,26.26981911408878,31.527646853605415,18.39273134151709
Solidarité Carnot,93100,1,inf1946,meuble,maison,26.0,31.2,18.2
Anatole France,93120,1,inf1946,meuble,maison,24.01100348431637,28.81100348431637,16.805501742158185
Balzac-Moulin Neuf,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
Braque,93120,1,inf1946,meuble,maison,24.16415410554443,28.992973331661933,16.915699483242634
Centre Ville-Convention,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
Centre Ville-Mairie,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
La Gare,93120,1,inf1946,meuble,maison,24.004755015737448,28.80475501573745,16.802377507868723
La Tour,93120,1,inf1946,meuble,maison,24.006914128966525,28.808134269372385,16.804880561623435
Parc Départemental,93120,1,inf1946,meuble,maison,23.981786293154997,28.77792697053403,16.78743939218067
Quatre Routes,93120,1,inf1946,meuble,maison,24.01800782413784,28.821508426438978,16.812504514370058
Rateau,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
Verlaine-Paul Verlaine,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
Verlaine-Routes,93120,1,inf1946,meuble,maison,24.06024733193987,28.870879214046905,16.842527528428143
Waldeck Rochet-Quinet Cachin,93120,1,inf1946,meuble,maison,24.0,28.8,16.8
Waldeck Rochet-Zone Industrielle,93120,1,inf1946,meuble,maison,24.00058573232488,28.80058573232488,16.80029286616244
Boissière,93130,1,inf1946,meuble,maison,25.709261294933402,30.812896219105067,18.0064853919463
Centre Ville-Gare,93130,1,inf1946,meuble,maison,25.7,30.8,18.0
Centre Ville-Mairie,93130,1,inf1946,meuble,maison,25.7,30.8,18.0
Haut Goulet-Jules Auffret,93130,1,inf1946,meuble,maison,25.565882976640594,30.64353013941403,17.905000441787088
Langevin,93130,1,inf1946,meuble,maison,25.647194221357857,30.738393258250834,17.96259590679515
Londeau,93130,1,inf1946,meuble,maison,25.7,30.8,18.0
Léo Lagrange,93130,1,inf1946,meuble,maison,25.7,30.8,18.0
Merlan,93130,1,inf1946,meuble,maison,25.664689589461055,30.757963796977446,17.97561900224692
