conseil_de_quartier,rooms,epoque,furnished,housingType,ref,refmaj,refmin
LEGENDRE - LEVIS,1,sup1990,non-meuble,maison,28.552890883216705,34.245042104333194,19.96859940330521
CHAMPERRET - BERTHIER,1,sup1990,non-meuble,maison,28.011541385065467,33.61346494924305,19.607694256710314
HOCHE - FRIEDLAND,1,sup1990,non-meuble,maison,30.699851660301157,36.799824780036225,21.499896792903858
DAUPHINE,1,sup1990,non-meuble,maison,29.5,35.4,20.7
SECRETAN,1,sup1990,non-meuble,maison,25.40920679567308,30.496674844022117,17.778004723149518
JARDIN DES PLANTES,1,sup1990,non-meuble,maison,29.200138794009103,35.00017361530031,20.40010438862785
LA FOURCHE - GUY MOQUET,1,sup1990,non-meuble,maison,24.90010558807662,29.90012417434852,17.400073888841316
CHARLES HERMITE - EVANGILE,1,sup1990,non-meuble,maison,24.15015431337935,29.000170605786757,16.875147063744254
JEAN MOULIN - PORTE D'ORLEANS,1,sup1990,non-meuble,maison,29.198097412790457,34.997740397365135,20.398693933558153
INVALIDES,1,sup1990,non-meuble,maison,35.699940206744586,42.799928248093494,24.999958144721205
LOUIS BLANC - AQUEDUC,1,sup1990,non-meuble,maison,28.067567650458678,33.7173252318766,19.674151534962732
NOTRE - DAME DES CHAMPS,1,sup1990,non-meuble,maison,34.31901747886541,41.14282436506895,24.033312690205936
ITALIE - PEUPLIERS - RUNGIS,1,sup1990,non-meuble,maison,28.69975586604295,34.39971015141342,20.099827031455476
JARDIN DE REUILLY,1,sup1990,non-meuble,maison,25.150300054267177,30.16822168186032,17.593071392376487
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,sup1990,non-meuble,maison,28.799948641908106,34.59993810682192,20.199963127560963
PLATEAU,1,sup1990,non-meuble,maison,25.697955366988655,30.840423125144266,17.984253729755242
MONTPARNASSE - RASPAIL,1,sup1990,non-meuble,maison,28.79177330167114,34.58351511654207,20.191760599133417
MUETTE SUD,1,sup1990,non-meuble,maison,29.49946937436883,35.39935566887643,20.699620981692018
PASTEUR - MONTPARNASSE,1,sup1990,non-meuble,maison,28.000104404915998,33.600124023415425,19.600073582143985
GRANGE AUX BELLES - TERRAGE,1,sup1990,non-meuble,maison,24.90023209859583,29.90027976570397,17.400166835747413
BIBLIOTHEQUE - SEINE,1,sup1990,non-meuble,maison,23.900351521188114,28.70041786465757,16.700245570036955
SENTIER - ARTS ET METIERS,1,sup1990,non-meuble,maison,29.5999318586456,35.49991972693701,20.699953219367924
CHATEAU D'EAU - LANCRY,1,sup1990,non-meuble,maison,24.90085170672336,29.90102542754483,17.400610335380122
SALPETRIERE - AUSTERLITZ,1,sup1990,non-meuble,maison,28.60903928675323,34.29753470459406,19.98746583904249
NATIONALE - DEUX MOULINS,1,sup1990,non-meuble,maison,25.734826104135124,30.87885602896081,17.999668228246865
NATION - ALEXANDRE DUMAS,1,sup1990,non-meuble,maison,29.19902479333069,34.9988420580419,20.399319856536362
BELLEVILLE - SAINT-MAUR,1,sup1990,non-meuble,maison,26.97183013594266,32.35728688279874,18.845463043892806
TEMPLE - ENFANTS ROUGES,1,sup1990,non-meuble,maison,29.599955279409457,35.499946600430725,20.699968505968013
MARAIS - PLACE DES VOSGES,1,sup1990,non-meuble,maison,29.828832261803832,35.77043725083935,20.866424043039675
MONTSOURIS - DAREAU,1,sup1990,non-meuble,maison,25.06944633183261,30.10097182117857,17.51822010992813
DUPLEIX - LA MOTTE PICQUET,1,sup1990,non-meuble,maison,26.700063144834658,32.000076388220656,18.700044388267525
LEON BLUM - FOLIE-REGNAULT,1,sup1990,non-meuble,maison,25.210035870726127,30.26771689070758,17.616304601582105
BASSIN DE LA VILLETTE,1,sup1990,non-meuble,maison,23.900003405802163,28.700004086962597,16.700002384061513
COURCELLES - WAGRAM,1,sup1990,non-meuble,maison,28.000066349758125,33.60007894296647,19.600047303002736
VIOLET - COMMERCE,1,sup1990,non-meuble,maison,26.700474819172708,32.00057601860942,18.70032537127831
PLACE DES FETES,1,sup1990,non-meuble,maison,23.900019093856606,28.70002291262793,16.700013365699625
ODEON,1,sup1990,non-meuble,maison,30.699949683324125,36.7999405348376,21.49996340605391
MASSENA - JEANNE D'ARC,1,sup1990,non-meuble,maison,23.9,28.7,16.7
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,sup1990,non-meuble,maison,24.100162522237536,28.93823549727186,16.84301404489949
ALIGRE - GARE DE LYON,1,sup1990,non-meuble,maison,24.90009963798355,29.900117751309004,17.40007038065697
ALLERAY - PROCESSION,1,sup1990,non-meuble,maison,28.467712449735895,34.1456643701578,19.911808608892073
AUTEUIL NORD,1,sup1990,non-meuble,maison,26.70039909172866,32.0004846113848,18.70028506552047
VAUGIRARD - PARC DES EXPOSITIONS,1,sup1990,non-meuble,maison,27.70547646366102,33.2171557191686,19.387957580399643
BEL - AIR SUD,1,sup1990,non-meuble,maison,25.94753970829476,31.136298217215064,18.162528363067686
LOUVRE - OPERA,1,sup1990,non-meuble,maison,30.41222812014271,36.462031587610575,21.294536470026998
VALLEE DE FECAMP,1,sup1990,non-meuble,maison,24.613924789259233,29.516908672671924,17.209946278042306
CAMBRONNE - GARIBALDI,1,sup1990,non-meuble,maison,28.000193846130593,33.600230425012825,19.600135886616975
HALLES - BEAUBOURG - MONTORGUEIL,1,sup1990,non-meuble,maison,29.40928993604043,35.294713179017506,20.597477811774905
MUETTE NORD,1,sup1990,non-meuble,maison,29.500013728088298,35.40001638513765,20.7000095210935
PORTE DES LILAS,1,sup1990,non-meuble,maison,23.896771262675273,28.69612534552617,16.69773999699546
EMERIAU - ZOLA,1,sup1990,non-meuble,maison,26.7,32.0,18.7
PORTE SAINT-DENIS - PARADIS,1,sup1990,non-meuble,maison,28.79981080730265,34.59977160185257,20.199863709183184
GEORGES BRASSENS,1,sup1990,non-meuble,maison,28.600002043785928,34.30000204378592,20.000002043785926
MONTMARTRE,1,sup1990,non-meuble,maison,24.60008433180862,29.500102402910464,17.200060237006152
ROSA PARKS - MACDONALD,1,sup1990,non-meuble,maison,23.8882054931686,28.685937611340396,16.692062413601285
REUNION - PERE LACHAISE,1,sup1990,non-meuble,maison,25.09585826554286,30.1236408347708,17.55418329692461
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,sup1990,non-meuble,maison,24.900022544691517,29.90002664372634,17.400016396139286
SAINT BLAISE,1,sup1990,non-meuble,maison,23.89909833771379,28.69891016837935,16.699374309587864
PEREIRE - MALESHERBES,1,sup1990,non-meuble,maison,28.54612492554501,34.23714574646918,19.964083283696674
REPUBLIQUE - SAINT-AMBROISE,1,sup1990,non-meuble,maison,27.28226348823266,32.72547608064765,19.06204493283008
PERNETY,1,sup1990,non-meuble,maison,28.750271864336824,34.460327154733434,20.130163376298523
EUROPE,1,sup1990,non-meuble,maison,29.500107263562413,35.400125068756005,20.700069086326614
GROS CAILLOU,1,sup1990,non-meuble,maison,35.69980482826157,42.799766185194756,24.999863771063975
GRANDES CARRIERES - CLICHY,1,sup1990,non-meuble,maison,24.600046512182235,29.500056638427882,17.20003254760062
MAIRIE,1,sup1990,non-meuble,maison,29.63251442554236,35.55459956147015,20.78834174703636
SEINE,1,sup1990,non-meuble,maison,30.520439680001374,36.587791949224474,21.369411774157893
MONNAIE,1,sup1990,non-meuble,maison,30.699974628503465,36.799970015504094,21.49998154800252
BASTILLE - POPINCOURT,1,sup1990,non-meuble,maison,26.075079292067564,31.29369884647076,18.219823127598218
BELLEVILLE,1,sup1990,non-meuble,maison,24.788946194187854,29.7667315376229,17.32226817903528
AMANDIERS - MENILMONTANT,1,sup1990,non-meuble,maison,25.9997784167216,31.199738463490498,18.19983650606092
BERCY,1,sup1990,non-meuble,maison,25.999813852231195,31.199775413412635,18.19986694931434
ECOLE MILITAIRE,1,sup1990,non-meuble,maison,35.69979312789789,42.79975268244408,24.99985495728687
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,sup1990,non-meuble,maison,24.598242517201534,29.49788041402354,17.19878766763347
BATIGNOLLES,1,sup1990,non-meuble,maison,28.44055877207746,34.099267853551865,19.870159568394126
MONCEAU,1,sup1990,non-meuble,maison,29.552169593416608,35.46086450109915,20.734779679837295
ANVERS - MONTHOLON,1,sup1990,non-meuble,maison,28.79994581747593,34.59993420693506,20.199961298197092
MOUTON - DUVERNET,1,sup1990,non-meuble,maison,29.08407634329671,34.87541331024528,20.33770598794785
VAL DE GRACE,1,sup1990,non-meuble,maison,29.599809141261744,35.49976125088521,20.699856954048265
OPERA - CHAUSSEE D'ANTIN,2,inf1946,meuble,appartement,33.81725209167042,40.60070275748013,23.64325871856007
OLYMPIADES - CHOISY,2,inf1946,meuble,appartement,26.98235892197356,32.344124936155275,18.894121758856823
SORBONNE,2,inf1946,meuble,appartement,33.300001497553865,40.00000174236128,23.30000099517931
LA CHAPELLE - MARX DORMOY,2,inf1946,meuble,appartement,27.135798839333148,32.53053767669253,19.003164654509998
ELYSEES - MADELEINE,2,inf1946,meuble,appartement,33.7391213687832,40.50392916820453,23.58939594103845
DANUBE,2,inf1946,meuble,appartement,26.697049963040616,31.996493352293562,18.6979405402359
FLANDRE - AUBERVILLIERS,2,inf1946,meuble,appartement,26.700022721237058,32.000027634012575,18.700015965821024
SAINT - VICTOR,2,inf1946,meuble,appartement,33.28792462323893,39.98536280977688,23.291583581713596
CROULEBARBE,2,inf1946,meuble,appartement,30.3999852388592,36.49998058406447,21.2999864561145
EPINETTES - BESSIERES,2,inf1946,meuble,appartement,28.991988058777363,34.79034671588006,20.294401379807347
SAINT - PLACIDE,2,inf1946,meuble,appartement,33.699990898970356,40.399989148772335,23.599993699287165
SAINT - THOMAS D'AQUIN,2,inf1946,meuble,appartement,33.70001132725583,40.400016990883735,23.600005663627915
GAMBETTA,2,inf1946,meuble,appartement,26.856736461881884,32.19614960919293,18.817746176690513
SAINT - LAMBERT,2,inf1946,meuble,appartement,27.458699452577516,32.93043946295651,19.25108943700902
BOIS DE BOULOGNE,2,inf1946,meuble,appartement,30.02268718606193,36.00316139577204,21.021896837463224
NATION - PICPUS,2,inf1946,meuble,appartement,27.999996374904843,33.59999532824525,19.599997944894245
PLAINE LAGNY,2,inf1946,meuble,appartement,26.699785766419012,31.999744645362686,18.699851213215624
DIDOT - PORTE DE VANVES,2,inf1946,meuble,appartement,29.899992615192904,35.899990735757335,20.899995434346263
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,inf1946,meuble,appartement,29.899995167319076,35.899993835538375,20.89999832532239
CHAILLOT,2,inf1946,meuble,appartement,30.700071403107724,36.80008672534851,21.500049513064454
MARAIS - ARCHIVES,2,inf1946,meuble,appartement,33.4500948092738,40.17511061081944,23.400063206182537
AMIRAUX - SIMPLON - POISSONNIERS,2,inf1946,meuble,appartement,28.53165077834255,34.23798083503082,19.97215556958485
PIGALLE - MARTYRS,2,inf1946,meuble,appartement,30.611636850799805,36.75396417197779,21.445122279025934
CITROEN - BOUCICAUT,2,inf1946,meuble,appartement,29.0,34.8,20.3
SAINT - GERMAIN DES PRES,2,inf1946,meuble,appartement,33.89996621304218,40.69994931956327,23.69998310652109
BEL - AIR NORD,2,inf1946,meuble,appartement,27.100012254910116,32.50001476759207,19.00000753811143
AUTEUIL SUD,2,inf1946,meuble,appartement,29.0,34.8,20.3
PONT DE FLANDRE,2,inf1946,meuble,appartement,26.697844235637703,31.997437487644813,18.69849503242632
SAINT - PHILIPPE DU ROULE,2,inf1946,meuble,appartement,33.45539570969699,40.158138521193194,23.394334550416676
TERNES - MAILLOT,2,inf1946,meuble,appartement,31.099994296447,37.29999281306122,21.799995607340197
TRIANGLE D'OR,2,inf1946,meuble,appartement,33.8999720576587,40.699963988149364,23.699982094390037
MARTIN LUTHER KING,2,inf1946,meuble,appartement,29.820173593846757,35.78420831261611,20.874121515692732
BAS - BELLEVILLE,2,inf1946,meuble,appartement,27.10013340717761,32.50016149289921,19.000091278595207
BLANCHE - TRINITE,2,inf1946,meuble,appartement,30.51025473007016,36.63230386947251,21.375602250688768
RENNES,2,inf1946,meuble,appartement,33.73477344683419,40.45216017025128,23.6173867234171
MANIN - JAURES,2,inf1946,meuble,appartement,26.71355861284306,32.01802379681153,18.711079024119588
FAUBOURG MONTMARTRE,2,inf1946,meuble,appartement,31.028642886319716,37.254371525007365,21.73106944286135
CLIGNANCOURT - JULES JOFFRIN,2,inf1946,meuble,appartement,28.0,33.6,19.6
GOUTTE D'OR - CHATEAU ROUGE,2,inf1946,meuble,appartement,28.656323391868845,34.38758828282735,20.05942658689293
LEGENDRE - LEVIS,2,inf1946,meuble,appartement,30.593236798368558,36.70109653957354,21.431444445980702
CHAMPERRET - BERTHIER,2,inf1946,meuble,appartement,31.089420397023318,37.28749683284574,21.79230574328969
HOCHE - FRIEDLAND,2,inf1946,meuble,appartement,33.89979424186729,40.69974977152121,23.699859619774653
DAUPHINE,2,inf1946,meuble,appartement,30.7,36.8,21.5
SECRETAN,2,inf1946,meuble,appartement,26.98748729104281,32.35935842656445,18.91561432288367
JARDIN DES PLANTES,2,inf1946,meuble,appartement,30.001164054081915,36.001410856261316,21.000811212816764
LA FOURCHE - GUY MOQUET,2,inf1946,meuble,appartement,29.000002281231463,34.800002737477755,20.300001596862028
CHARLES HERMITE - EVANGILE,2,inf1946,meuble,appartement,27.272656428449626,32.69725105331478,19.098339367876925
JEAN MOULIN - PORTE D'ORLEANS,2,inf1946,meuble,appartement,29.999564644519385,35.99948630446409,20.999682154602326
INVALIDES,2,inf1946,meuble,appartement,33.70000239173022,40.40000358759533,23.60000119586511
LOUIS BLANC - AQUEDUC,2,inf1946,meuble,appartement,30.137032169092507,36.18068175991127,21.112166793272426
NOTRE - DAME DES CHAMPS,2,inf1946,meuble,appartement,33.75508797267091,40.482676382109524,23.627516920981055
ITALIE - PEUPLIERS - RUNGIS,2,inf1946,meuble,appartement,29.899845147718427,35.89981125865998,20.899893629787552
JARDIN DE REUILLY,2,inf1946,meuble,appartement,27.646241938326963,33.167628919132845,19.364161467118137
SAINT - VINCENT DE PAUL - LARIBOISIERE,2,inf1946,meuble,appartement,30.399981561604687,36.49997761055452,21.29998682975217
PLATEAU,2,inf1946,meuble,appartement,27.04248301794392,32.42810322743746,18.956861355137207
MONTPARNASSE - RASPAIL,2,inf1946,meuble,appartement,30.35873145591706,36.45047705338743,21.26697970476259
MUETTE SUD,2,inf1946,meuble,appartement,30.699677834438216,36.799620981692016,21.499772589015212
PASTEUR - MONTPARNASSE,2,inf1946,meuble,appartement,31.09998409998099,37.29998189151351,21.799987130948335
GRANGE AUX BELLES - TERRAGE,2,inf1946,meuble,appartement,29.000061585772844,34.800074702888374,20.30004446972143
BIBLIOTHEQUE - SEINE,2,inf1946,meuble,appartement,26.700214370250077,32.000259917878864,18.700149514780335
SENTIER - ARTS ET METIERS,2,inf1946,meuble,appartement,33.29990029583179,39.99987954774603,23.299930839714143
CHATEAU D'EAU - LANCRY,2,inf1946,meuble,appartement,29.000346021944413,34.80041983914607,20.30024605733888
SALPETRIERE - AUSTERLITZ,2,inf1946,meuble,appartement,29.63214286720447,35.55412269709894,20.74360065856783
NATIONALE - DEUX MOULINS,2,inf1946,meuble,appartement,27.923216273533153,33.49079472747513,19.540961339354933
NATION - ALEXANDRE DUMAS,2,inf1946,meuble,appartement,29.99973208685211,35.99967819478497,20.999812538155872
BELLEVILLE - SAINT-MAUR,2,inf1946,meuble,appartement,29.481810476721197,35.37817247479242,20.63726747961436
TEMPLE - ENFANTS ROUGES,2,inf1946,meuble,appartement,33.299944610757315,39.99993297176839,23.299961367815225
MARAIS - PLACE DES VOSGES,2,inf1946,meuble,appartement,33.42474076498216,40.14552650645005,23.383157513288793
MONTSOURIS - DAREAU,2,inf1946,meuble,appartement,29.039411270175236,34.847294115162164,20.32758749200189
DUPLEIX - LA MOTTE PICQUET,2,inf1946,meuble,appartement,29.00004674636309,34.800055505735074,20.300033083697222
LEON BLUM - FOLIE-REGNAULT,2,inf1946,meuble,appartement,29.07206787895527,34.88648114408566,20.35044798125969
BASSIN DE LA VILLETTE,2,inf1946,meuble,appartement,26.700007833344973,32.000009536246054,18.70000544928346
COURCELLES - WAGRAM,2,inf1946,meuble,appartement,31.100041860139726,37.30005063331646,21.8000280113884
VIOLET - COMMERCE,2,inf1946,meuble,appartement,28.999685066553532,34.79961678476632,20.29978748923433
PLACE DES FETES,2,inf1946,meuble,appartement,26.7000439158702,32.000053462798505,18.700030550170574
ODEON,2,inf1946,meuble,appartement,33.89997255454043,40.699967980297174,23.699981703026953
MASSENA - JEANNE D'ARC,2,inf1946,meuble,appartement,26.7,32.0,18.7
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,2,inf1946,meuble,appartement,26.734492126515754,32.04332943547628,18.72607016462661
ALIGRE - GARE DE LYON,2,inf1946,meuble,appartement,28.999990954823097,34.799988878837084,20.299994068802103
ALLERAY - PROCESSION,2,inf1946,meuble,appartement,27.98194914484773,33.55833934469904,19.61736384507075
AUTEUIL NORD,2,inf1946,meuble,appartement,29.0002423056924,34.80028506552046,20.300171039312282
VAUGIRARD - PARC DES EXPOSITIONS,2,inf1946,meuble,appartement,27.994523536338978,33.582844280831395,19.612042419600353
BEL - AIR SUD,2,inf1946,meuble,appartement,27.133724473239084,32.54121880062554,19.02248298215939
LOUVRE - OPERA,2,inf1946,meuble,appartement,33.627831309207465,40.377014650014594,23.515437185596966
VALLEE DE FECAMP,2,inf1946,meuble,appartement,27.99104834976192,33.589059094153455,19.594032233174616
CAMBRONNE - GARIBALDI,2,inf1946,meuble,appartement,31.099972503955758,37.29996685919563,21.799979596822123
HALLES - BEAUBOURG - MONTORGUEIL,2,inf1946,meuble,appartement,32.106675565463135,38.556203806218036,22.474973603553167
MUETTE NORD,2,inf1946,meuble,appartement,30.700006642623368,36.80000797114804,21.50000464983636
PORTE DES LILAS,2,inf1946,meuble,appartement,26.691437002161873,31.989821219464886,18.694022084792906
EMERIAU - ZOLA,2,inf1946,meuble,appartement,29.0,34.8,20.3
PORTE SAINT-DENIS - PARADIS,2,inf1946,meuble,appartement,30.399948253824107,36.49993703274949,21.299962596417963
GEORGES BRASSENS,2,inf1946,meuble,appartement,27.100057226006033,32.500069488721614,19.000038831932663
MONTMARTRE,2,inf1946,meuble,appartement,28.000048189604925,33.60005822910595,19.600034134303492
ROSA PARKS - MACDONALD,2,inf1946,meuble,appartement,26.658573123516877,31.950627930494484,18.670830334662327
REUNION - PERE LACHAISE,2,inf1946,meuble,appartement,26.92784098134817,32.28479866277678,18.87087683442251
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,2,inf1946,meuble,appartement,28.9999610591692,34.799952861099555,20.29997335627366
SAINT BLAISE,2,inf1946,meuble,appartement,26.69722949777113,31.996701674958054,18.698067370691177
PEREIRE - MALESHERBES,2,inf1946,meuble,appartement,30.59938548491707,36.7083646639929,21.435916716303325
REPUBLIQUE - SAINT-AMBROISE,2,inf1946,meuble,appartement,29.554112629925413,35.46493637656443,20.687878535784304
PERNETY,2,inf1946,meuble,appartement,29.910062089792962,35.910063538306815,20.910060440210923
EUROPE,2,inf1946,meuble,appartement,30.70034086625287,36.80041835554337,21.50023431852379
GROS CAILLOU,2,inf1946,meuble,appartement,33.69990553100858,40.3998873040061,23.5999336594016
GRANDES CARRIERES - CLICHY,2,inf1946,meuble,appartement,28.00003720729551,33.600044734741765,19.600026131094005
MAIRIE,2,inf1946,meuble,appartement,31.05337300602032,37.23067399034198,21.742943716028197
SEINE,2,inf1946,meuble,appartement,33.80203999394773,40.58571156099775,23.634692057422768
MONNAIE,2,inf1946,meuble,appartement,33.899986161001884,40.69998385450221,23.69999077400126
BASTILLE - POPINCOURT,2,inf1946,meuble,appartement,29.27330196790075,35.1279625769617,20.491311180733177
BELLEVILLE,2,inf1946,meuble,appartement,28.743713414973417,34.488001480447544,20.121717914114683
AMANDIERS - MENILMONTANT,2,inf1946,meuble,appartement,27.100537839326048,32.50065087492023,19.00036828593477
BERCY,2,inf1946,meuble,appartement,27.100075280608458,32.500091614612664,19.000049344484335
ECOLE MILITAIRE,2,inf1946,meuble,appartement,33.699924970910494,40.39991055422492,23.5999479129584
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,2,inf1946,meuble,appartement,27.995585763452972,33.594678509843035,19.596916135992217
BATIGNOLLES,2,inf1946,meuble,appartement,29.82338813744152,35.78806484171803,20.87637194031875
MONCEAU,2,inf1946,meuble,appartement,30.839121076490297,36.96955381811094,21.595645752363854
ANVERS - MONTHOLON,2,inf1946,meuble,appartement,30.399969038557675,36.49996258825718,21.299978068978355
MOUTON - DUVERNET,2,inf1946,meuble,appartement,30.06394471708937,36.08209643223297,21.04579315020683
VAL DE GRACE,2,inf1946,meuble,appartement,33.29831284850396,39.99795480835875,23.2988242716741
OPERA - CHAUSSEE D'ANTIN,2,inf1946,meuble,maison,33.81725209167042,40.60070275748013,23.64325871856007
OLYMPIADES - CHOISY,2,inf1946,meuble,maison,26.98235892197356,32.344124936155275,18.894121758856823
SORBONNE,2,inf1946,meuble,maison,33.300001497553865,40.00000174236128,23.30000099517931
LA CHAPELLE - MARX DORMOY,2,inf1946,meuble,maison,27.135798839333148,32.53053767669253,19.003164654509998
ELYSEES - MADELEINE,2,inf1946,meuble,maison,33.7391213687832,40.50392916820453,23.58939594103845
DANUBE,2,inf1946,meuble,maison,26.697049963040616,31.996493352293562,18.6979405402359
FLANDRE - AUBERVILLIERS,2,inf1946,meuble,maison,26.700022721237058,32.000027634012575,18.700015965821024
SAINT - VICTOR,2,inf1946,meuble,maison,33.28792462323893,39.98536280977688,23.291583581713596
CROULEBARBE,2,inf1946,meuble,maison,30.3999852388592,36.49998058406447,21.2999864561145
EPINETTES - BESSIERES,2,inf1946,meuble,maison,28.991988058777363,34.79034671588006,20.294401379807347
SAINT - PLACIDE,2,inf1946,meuble,maison,33.699990898970356,40.399989148772335,23.599993699287165
SAINT - THOMAS D'AQUIN,2,inf1946,meuble,maison,33.70001132725583,40.400016990883735,23.600005663627915
GAMBETTA,2,inf1946,meuble,maison,26.856736461881884,32.19614960919293,18.817746176690513
SAINT - LAMBERT,2,inf1946,meuble,maison,27.458699452577516,32.93043946295651,19.25108943700902
BOIS DE BOULOGNE,2,inf1946,meuble,maison,30.02268718606193,36.00316139577204,21.021896837463224
NATION - PICPUS,2,inf1946,meuble,maison,27.999996374904843,33.59999532824525,19.599997944894245
PLAINE LAGNY,2,inf1946,meuble,maison,26.699785766419012,31.999744645362686,18.699851213215624
DIDOT - PORTE DE VANVES,2,inf1946,meuble,maison,29.899992615192904,35.899990735757335,20.899995434346263
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,inf1946,meuble,maison,29.899995167319076,35.899993835538375,20.89999832532239
CHAILLOT,2,inf1946,meuble,maison,30.700071403107724,36.80008672534851,21.500049513064454
MARAIS - ARCHIVES,2,inf1946,meuble,maison,33.4500948092738,40.17511061081944,23.400063206182537
AMIRAUX - SIMPLON - POISSONNIERS,2,inf1946,meuble,maison,28.53203064069757,34.23843374783873,19.97241855121525
PIGALLE - MARTYRS,2,inf1946,meuble,maison,30.611636850799805,36.75396417197779,21.445122279025934
CITROEN - BOUCICAUT,2,inf1946,meuble,maison,29.0,34.8,20.3
SAINT - GERMAIN DES PRES,2,inf1946,meuble,maison,33.89996621304218,40.69994931956327,23.69998310652109
BEL - AIR NORD,2,inf1946,meuble,maison,27.100012254910116,32.50001476759207,19.00000753811143
AUTEUIL SUD,2,inf1946,meuble,maison,29.0,34.8,20.3
PONT DE FLANDRE,2,inf1946,meuble,maison,26.697844235637703,31.997437487644813,18.69849503242632
SAINT - PHILIPPE DU ROULE,2,inf1946,meuble,maison,33.45539570969699,40.158138521193194,23.394334550416676
TERNES - MAILLOT,2,inf1946,meuble,maison,31.099994296447,37.29999281306122,21.799995607340197
TRIANGLE D'OR,2,inf1946,meuble,maison,33.8999720576587,40.699963988149364,23.699982094390037
MARTIN LUTHER KING,2,inf1946,meuble,maison,29.820173593846757,35.78420831261611,20.874121515692732
BAS - BELLEVILLE,2,inf1946,meuble,maison,27.10013340717761,32.50016149289921,19.000091278595207
BLANCHE - TRINITE,2,inf1946,meuble,maison,30.51025473007016,36.63230386947251,21.375602250688768
RENNES,2,inf1946,meuble,maison,33.73477344683419,40.45216017025128,23.6173867234171
MANIN - JAURES,2,inf1946,meuble,maison,26.71355861284306,32.01802379681153,18.711079024119588
FAUBOURG MONTMARTRE,2,inf1946,meuble,maison,31.028642886319716,37.254371525007365,21.73106944286135
CLIGNANCOURT - JULES JOFFRIN,2,inf1946,meuble,maison,28.0,33.6,19.6
GOUTTE D'OR - CHATEAU ROUGE,2,inf1946,meuble,maison,28.656323391868845,34.38758828282735,20.05942658689293
LEGENDRE - LEVIS,2,inf1946,meuble,maison,30.593236798368558,36.70109653957354,21.431444445980702
CHAMPERRET - BERTHIER,2,inf1946,meuble,maison,31.089420397023318,37.28749683284574,21.79230574328969
HOCHE - FRIEDLAND,2,inf1946,meuble,maison,33.89979424186729,40.69974977152121,23.699859619774653
DAUPHINE,2,inf1946,meuble,maison,30.7,36.8,21.5
SECRETAN,2,inf1946,meuble,maison,26.98748729104281,32.35935842656445,18.91561432288367
JARDIN DES PLANTES,2,inf1946,meuble,maison,30.001164054081915,36.001410856261316,21.000811212816764
LA FOURCHE - GUY MOQUET,2,inf1946,meuble,maison,29.000002281231463,34.800002737477755,20.300001596862028
CHARLES HERMITE - EVANGILE,2,inf1946,meuble,maison,27.27423948801219,32.699145158553236,19.099441943334092
JEAN MOULIN - PORTE D'ORLEANS,2,inf1946,meuble,maison,29.999564644519385,35.99948630446409,20.999682154602326
INVALIDES,2,inf1946,meuble,maison,33.70000239173022,40.40000358759533,23.60000119586511
LOUIS BLANC - AQUEDUC,2,inf1946,meuble,maison,30.137032169092507,36.18068175991127,21.112166793272426
NOTRE - DAME DES CHAMPS,2,inf1946,meuble,maison,33.75508797267091,40.482676382109524,23.627516920981055
ITALIE - PEUPLIERS - RUNGIS,2,inf1946,meuble,maison,29.899845147718427,35.89981125865998,20.899893629787552
JARDIN DE REUILLY,2,inf1946,meuble,maison,27.646241938326963,33.167628919132845,19.364161467118137
SAINT - VINCENT DE PAUL - LARIBOISIERE,2,inf1946,meuble,maison,30.399981561604687,36.49997761055452,21.29998682975217
PLATEAU,2,inf1946,meuble,maison,27.04248301794392,32.42810322743746,18.956861355137207
MONTPARNASSE - RASPAIL,2,inf1946,meuble,maison,30.35873145591706,36.45047705338743,21.26697970476259
MUETTE SUD,2,inf1946,meuble,maison,30.699677834438216,36.799620981692016,21.499772589015212
PASTEUR - MONTPARNASSE,2,inf1946,meuble,maison,31.09998409998099,37.29998189151351,21.799987130948335
GRANGE AUX BELLES - TERRAGE,2,inf1946,meuble,maison,29.000061585772844,34.800074702888374,20.30004446972143
BIBLIOTHEQUE - SEINE,2,inf1946,meuble,maison,26.700214370250077,32.000259917878864,18.700149514780335
SENTIER - ARTS ET METIERS,2,inf1946,meuble,maison,33.29990029583179,39.99987954774603,23.299930839714143
CHATEAU D'EAU - LANCRY,2,inf1946,meuble,maison,29.000346021944413,34.80041983914607,20.30024605733888
SALPETRIERE - AUSTERLITZ,2,inf1946,meuble,maison,29.63214286720447,35.55412269709894,20.74360065856783
NATIONALE - DEUX MOULINS,2,inf1946,meuble,maison,27.923216273533153,33.49079472747513,19.540961339354933
NATION - ALEXANDRE DUMAS,2,inf1946,meuble,maison,29.99973208685211,35.99967819478497,20.999812538155872
BELLEVILLE - SAINT-MAUR,2,inf1946,meuble,maison,29.481810476721197,35.37817247479242,20.63726747961436
