conseil_de_quartier,rooms,epoque,furnished,housingType,ref,refmaj,refmin
BELLEVILLE - SAINT-MAUR,3,sup1990,non-meuble,appartement,22.110901360294633,26.562717929433692,15.507267249286379
TEMPLE - ENFANTS ROUGES,3,sup1990,non-meuble,appartement,23.69997880292679,28.399975503889753,16.599985401000858
MARAIS - PLACE DES VOSGES,3,sup1990,non-meuble,appartement,24.17850063761939,28.982525457376585,16.93287049907534
MONTSOURIS - DAREAU,3,sup1990,non-meuble,appartement,22.376396632625074,26.872462568654537,15.684264741649056
DUPLEIX - LA MOTTE PICQUET,3,sup1990,non-meuble,appartement,24.70002564667544,29.60003171824047,17.300018284247095
LEON BLUM - FOLIE-REGNAULT,3,sup1990,non-meuble,appartement,22.35671981872232,26.849505419640487,15.671145510279327
BASSIN DE LA VILLETTE,3,sup1990,non-meuble,appartement,19.600009536246052,23.50001157972735,13.700006811604322
COURCELLES - WAGRAM,3,sup1990,non-meuble,appartement,24.400050495262853,29.30005970475481,17.100035146109608
VIOLET - COMMERCE,3,sup1990,non-meuble,appartement,24.70007298430856,29.600094757276718,17.30005591386176
PLACE DES FETES,3,sup1990,non-meuble,appartement,19.60005346279851,23.50006491911247,13.700038187713218
ODEON,3,sup1990,non-meuble,appartement,25.99989479240499,31.19987192118868,18.19992681210782
MASSENA - JEANNE D'ARC,3,sup1990,non-meuble,appartement,19.6,23.5,13.7
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,3,sup1990,non-meuble,appartement,19.733146880104115,23.661683927953074,13.795149502687563
ALIGRE - GARE DE LYON,3,sup1990,non-meuble,appartement,22.39999511778435,26.899994189981992,15.699996631089821
ALLERAY - PROCESSION,3,sup1990,non-meuble,appartement,24.945640262842552,29.923587547242295,17.48974291242976
AUTEUIL NORD,3,sup1990,non-meuble,appartement,24.700199545864326,29.6002423056924,17.300142532760237
VAUGIRARD - PARC DES EXPOSITIONS,3,sup1990,non-meuble,appartement,24.911679255507583,29.86459906938448,17.45875944163069
BEL - AIR SUD,3,sup1990,non-meuble,appartement,21.10492058341048,25.327403565569867,14.77494327386463
LOUVRE - OPERA,3,sup1990,non-meuble,appartement,25.51388987354537,30.609433418463926,17.86386953920346
VALLEE DE FECAMP,3,sup1990,non-meuble,appartement,23.77215042148153,28.566182654656146,16.68010744391538
CAMBRONNE - GARIBALDI,3,sup1990,non-meuble,appartement,24.40016437523706,29.30019602230258,17.10011555160051
HALLES - BEAUBOURG - MONTORGUEIL,3,sup1990,non-meuble,appartement,24.3945629168374,29.257089244880333,17.102398185684017
MUETTE NORD,3,sup1990,non-meuble,appartement,26.100008192568822,31.300009963935054,18.300005756940255
PORTE DES LILAS,3,sup1990,non-meuble,appartement,19.596124214298474,23.495316747160366,13.69725478141459
EMERIAU - ZOLA,3,sup1990,non-meuble,appartement,24.7,29.6,17.3
PORTE SAINT-DENIS - PARADIS,3,sup1990,non-meuble,appartement,24.49989051052957,29.39986936070713,17.199921616424277
GEORGES BRASSENS,3,sup1990,non-meuble,appartement,25.099948905351752,30.099938686422103,17.59996321185326
MONTMARTRE,3,sup1990,non-meuble,appartement,23.800014055301435,28.600016063201643,16.700010039501027
ROSA PARKS - MACDONALD,3,sup1990,non-meuble,appartement,19.570919387557982,23.465353949130467,13.679894255351476
REUNION - PERE LACHAISE,3,sup1990,non-meuble,appartement,20.39725727247022,24.4680984350785,14.269469798843392
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,sup1990,non-meuble,appartement,22.39997130675625,26.89996515820402,15.699979504825894
SAINT BLAISE,3,sup1990,non-meuble,appartement,19.598843503533953,23.498602167561263,13.699186697921887
PEREIRE - MALESHERBES,3,sup1990,non-meuble,appartement,23.21672932798581,27.889177275675387,16.280812611682485
REPUBLIQUE - SAINT-AMBROISE,3,sup1990,non-meuble,appartement,22.06765082547716,26.512258787784205,15.478434900863057
PERNETY,3,sup1990,non-meuble,appartement,22.519587939700354,27.009538484395602,15.749745037734153
EUROPE,3,sup1990,non-meuble,appartement,26.099878873557152,31.299858352546572,18.299912647433356
GROS CAILLOU,3,sup1990,non-meuble,appartement,29.799885813293166,35.799861201376316,20.899919480509233
GRANDES CARRIERES - CLICHY,3,sup1990,non-meuble,appartement,23.799969442822825,28.599962825518645,16.69997831907509
MAIRIE,3,sup1990,non-meuble,appartement,26.08890508811536,31.288895461658864,18.288920731110807
SEINE,3,sup1990,non-meuble,appartement,25.62463318117575,30.743032500766088,17.93887532422829
MONNAIE,3,sup1990,non-meuble,appartement,25.99994695050724,31.199935418008813,18.199963096005035
BASTILLE - POPINCOURT,3,sup1990,non-meuble,appartement,22.236066619031252,26.708744968398676,15.590711785306905
BELLEVILLE,3,sup1990,non-meuble,appartement,22.088176773561035,26.521357510752686,15.477269123972167
AMANDIERS - MENILMONTANT,3,sup1990,non-meuble,appartement,21.00037169798433,25.20045187341164,14.700266024419474
BERCY,3,sup1990,non-meuble,appartement,21.000214839214554,25.200260895723666,14.700153476116386
ECOLE MILITAIRE,3,sup1990,non-meuble,appartement,29.799858696757425,35.799829722327566,20.899900529760124
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,sup1990,non-meuble,appartement,23.79506286127561,28.59407463526475,16.69654320462694
BATIGNOLLES,3,sup1990,non-meuble,appartement,21.906089713218446,26.32377420720938,15.370730544535121
MONCEAU,3,sup1990,non-meuble,appartement,26.09565163767726,31.29565149035594,18.29565188321279
ANVERS - MONTHOLON,3,sup1990,non-meuble,appartement,24.499990969579322,29.399989679519223,17.199993549699517
MOUTON - DUVERNET,3,sup1990,non-meuble,appartement,22.359399980244554,26.858822033797203,15.68819804950779
VAL DE GRACE,3,sup1990,non-meuble,appartement,23.699068570689402,28.398923318547137,16.599363512387345
OPERA - CHAUSSEE D'ANTIN,3,sup1990,non-meuble,maison,25.964511332848925,31.15741310446747,18.176340063647213
OLYMPIADES - CHOISY,3,sup1990,non-meuble,maison,19.864711489350217,23.817653787220255,13.885298042545148
SORBONNE,3,sup1990,non-meuble,maison,23.70000608354076,28.40000740965563,16.600004232721822
LA CHAPELLE - MARX DORMOY,3,sup1990,non-meuble,maison,20.13054142629224,24.14422840608347,14.078958161637313
ELYSEES - MADELEINE,3,sup1990,non-meuble,maison,26.005027457225523,31.205027457225523,18.205027457225523
DANUBE,3,sup1990,non-meuble,maison,19.598664134207073,23.498385828833545,13.699053761730008
FLANDRE - AUBERVILLIERS,3,sup1990,non-meuble,maison,19.60003008340633,23.500036223676325,13.700021488147378
SAINT - VICTOR,3,sup1990,non-meuble,maison,23.693074020328144,28.391982300613453,16.595261528730962
CROULEBARBE,3,sup1990,non-meuble,maison,24.499694496195254,29.39963642632859,17.199783413294174
EPINETTES - BESSIERES,3,sup1990,non-meuble,maison,22.39353456026807,26.892262611008192,15.695495330874154
SAINT - PLACIDE,3,sup1990,non-meuble,maison,29.79998109786149,35.799977247425865,20.89998669849512
SAINT - THOMAS D'AQUIN,3,sup1990,non-meuble,maison,29.799784782139316,35.799739473116006,20.899847082046353
GAMBETTA,3,sup1990,non-meuble,maison,20.15996080071111,24.179962463730842,14.099982100323786
SAINT - LAMBERT,3,sup1990,non-meuble,maison,25.037227191259653,30.028259390303546,17.5551621938544
BOIS DE BOULOGNE,3,sup1990,non-meuble,maison,25.54221294880724,30.62268715300844,17.901580677916204
NATION - PICPUS,3,sup1990,non-meuble,maison,23.799944121543458,28.599932302568682,16.699960241796948
PLAINE LAGNY,3,sup1990,non-meuble,maison,19.599962302429475,23.499954866859216,13.699976017258278
DIDOT - PORTE DE VANVES,3,sup1990,non-meuble,maison,22.599996743843636,27.099996924147707,15.799998708845521
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,3,sup1990,non-meuble,maison,22.600040440180425,27.100049722838452,15.800030663080495
CHAILLOT,3,sup1990,non-meuble,maison,26.10001210475408,31.300015505335562,18.300008020371966
MARAIS - ARCHIVES,3,sup1990,non-meuble,maison,24.275363435549586,29.100442443277753,17.000252824730147
AMIRAUX - SIMPLON - POISSONNIERS,3,sup1990,non-meuble,maison,23.053028618606543,27.69296882328385,16.16646181902586
PIGALLE - MARTYRS,3,sup1990,non-meuble,maison,24.590702312189503,29.508842872591355,17.26046812648971
CITROEN - BOUCICAUT,3,sup1990,non-meuble,maison,24.7,29.6,17.3
SAINT - GERMAIN DES PRES,3,sup1990,non-meuble,maison,26.00064195219867,31.20077710002997,18.200456123930632
BEL - AIR NORD,3,sup1990,non-meuble,maison,21.000035175056105,25.200042712577492,14.70002512504944
AUTEUIL SUD,3,sup1990,non-meuble,maison,24.7,29.6,17.3
PONT DE FLANDRE,3,sup1990,non-meuble,maison,19.599023804817072,23.49882043082063,13.699308528412091
SAINT - PHILIPPE DU ROULE,3,sup1990,non-meuble,maison,26.013893884071972,31.21389388407197,18.21389388407197
TERNES - MAILLOT,3,sup1990,non-meuble,maison,24.400032002266297,29.30003765987168,17.100022572923997
TRIANGLE D'OR,3,sup1990,non-meuble,maison,26.000132870177506,31.200160704798492,18.200094597577735
MARTIN LUTHER KING,3,sup1990,non-meuble,maison,21.907895843691943,26.325878484307268,15.371930562461298
BAS - BELLEVILLE,3,sup1990,non-meuble,maison,21.000098300025606,25.20011936431681,14.700070214304002
BLANCHE - TRINITE,3,sup1990,non-meuble,maison,24.547293239026565,29.45675202063142,17.231529116143
RENNES,3,sup1990,non-meuble,maison,29.13930451015044,35.000210722813684,20.430558467738468
MANIN - JAURES,3,sup1990,non-meuble,maison,19.700900750295418,23.622569615721698,13.772119240573987
FAUBOURG MONTMARTRE,3,sup1990,non-meuble,maison,24.769412105859008,29.72329440418341,17.379607865827
CLIGNANCOURT - JULES JOFFRIN,3,sup1990,non-meuble,maison,23.8,28.6,16.7
GOUTTE D'OR - CHATEAU ROUGE,3,sup1990,non-meuble,maison,22.88119040608508,27.484302104498614,16.043707432917913
LEGENDRE - LEVIS,3,sup1990,non-meuble,maison,23.20234107048706,27.872020569883603,16.27085277522044
CHAMPERRET - BERTHIER,3,sup1990,non-meuble,maison,24.37499366569148,29.270184755247538,17.082687922401796
HOCHE - FRIEDLAND,3,sup1990,non-meuble,maison,25.99993363180623,31.199920689915484,18.199955201624128
DAUPHINE,3,sup1990,non-meuble,maison,26.1,31.3,18.3
SECRETAN,3,sup1990,non-meuble,maison,20.606157411915408,24.721762571611567,14.418683865653861
JARDIN DES PLANTES,3,sup1990,non-meuble,maison,21.800682918845467,26.20079148346038,15.300467386041598
LA FOURCHE - GUY MOQUET,3,sup1990,non-meuble,maison,22.40001778701738,26.900022347833296,15.700013454324607
CHARLES HERMITE - EVANGILE,3,sup1990,non-meuble,maison,20.30063817779748,24.350800831082935,14.200504252263777
JEAN MOULIN - PORTE D'ORLEANS,3,sup1990,non-meuble,maison,21.800584261799017,26.20066708703081,15.3003749561313
INVALIDES,3,sup1990,non-meuble,maison,29.799954557125883,35.79994499020501,20.899967711642073
LOUIS BLANC - AQUEDUC,3,sup1990,non-meuble,maison,24.105562786435048,28.93043039806994,16.91825913316789
NOTRE - DAME DES CHAMPS,3,sup1990,non-meuble,maison,28.750425210363503,34.52946250700706,20.15425263445735
ITALIE - PEUPLIERS - RUNGIS,3,sup1990,non-meuble,maison,22.59985794108826,27.099829722865657,15.79990075232153
JARDIN DE REUILLY,3,sup1990,non-meuble,maison,22.69939569386171,27.263551913974933,15.91385406704408
SAINT - VINCENT DE PAUL - LARIBOISIERE,3,sup1990,non-meuble,maison,24.499972349417924,29.39996708272097,17.199980249584232
PLATEAU,3,sup1990,non-meuble,maison,20.79865241333294,24.95550650190428,14.556180295237814
MONTPARNASSE - RASPAIL,3,sup1990,non-meuble,maison,24.343000820401326,29.20994845259046,17.08431503106355
MUETTE SUD,3,sup1990,non-meuble,maison,26.099734687184416,31.299677834438217,18.299810490846006
PASTEUR - MONTPARNASSE,3,sup1990,non-meuble,maison,24.40001525021182,29.300017323651954,17.10001007737449
GRANGE AUX BELLES - TERRAGE,3,sup1990,non-meuble,maison,22.400099661963914,26.900117899192146,15.700071187117084
BIBLIOTHEQUE - SEINE,3,sup1990,non-meuble,maison,19.600148534832297,23.500182202566926,13.700107935150776
SENTIER - ARTS ET METIERS,3,sup1990,non-meuble,maison,23.699998751800017,28.399999885365737,16.599999931219447
CHATEAU D'EAU - LANCRY,3,sup1990,non-meuble,maison,22.400439636912882,26.90052264314868,15.700313585889209
SALPETRIERE - AUSTERLITZ,3,sup1990,non-meuble,maison,21.555183594890885,25.899504772199233,15.121912986554959
NATIONALE - DEUX MOULINS,3,sup1990,non-meuble,maison,20.746760930976496,24.876113407619002,14.502732942159446
NATION - ALEXANDRE DUMAS,3,sup1990,non-meuble,maison,21.80015002113703,26.20017579399079,15.300100783422279
BELLEVILLE - SAINT-MAUR,3,sup1990,non-meuble,maison,22.110901360294633,26.562717929433692,15.507267249286379
TEMPLE - ENFANTS ROUGES,3,sup1990,non-meuble,maison,23.69997880292679,28.399975503889753,16.599985401000858
MARAIS - PLACE DES VOSGES,3,sup1990,non-meuble,maison,24.17850063761939,28.982525457376585,16.93287049907534
MONTSOURIS - DAREAU,3,sup1990,non-meuble,maison,22.376396632625074,26.872462568654537,15.684264741649056
DUPLEIX - LA MOTTE PICQUET,3,sup1990,non-meuble,maison,24.70002564667544,29.60003171824047,17.300018284247095
LEON BLUM - FOLIE-REGNAULT,3,sup1990,non-meuble,maison,22.35671981872232,26.849505419640487,15.671145510279327
BASSIN DE LA VILLETTE,3,sup1990,non-meuble,maison,19.600009536246052,23.50001157972735,13.700006811604322
COURCELLES - WAGRAM,3,sup1990,non-meuble,maison,24.400050495262853,29.30005970475481,17.100035146109608
VIOLET - COMMERCE,3,sup1990,non-meuble,maison,24.70007298430856,29.600094757276718,17.30005591386176
PLACE DES FETES,3,sup1990,non-meuble,maison,19.60005346279851,23.50006491911247,13.700038187713218
ODEON,3,sup1990,non-meuble,maison,25.99989479240499,31.19987192118868,18.19992681210782
MASSENA - JEANNE D'ARC,3,sup1990,non-meuble,maison,19.6,23.5,13.7
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,3,sup1990,non-meuble,maison,19.733146880104115,23.661683927953074,13.795149502687563
ALIGRE - GARE DE LYON,3,sup1990,non-meuble,maison,22.39999511778435,26.899994189981992,15.699996631089821
ALLERAY - PROCESSION,3,sup1990,non-meuble,maison,24.945640262842552,29.923587547242295,17.48974291242976
AUTEUIL NORD,3,sup1990,non-meuble,maison,24.700199545864326,29.6002423056924,17.300142532760237
VAUGIRARD - PARC DES EXPOSITIONS,3,sup1990,non-meuble,maison,24.911679255507583,29.86459906938448,17.45875944163069
BEL - AIR SUD,3,sup1990,non-meuble,maison,21.10492058341048,25.327403565569867,14.77494327386463
LOUVRE - OPERA,3,sup1990,non-meuble,maison,25.51388987354537,30.609433418463926,17.86386953920346
VALLEE DE FECAMP,3,sup1990,non-meuble,maison,23.77215042148153,28.566182654656146,16.68010744391538
CAMBRONNE - GARIBALDI,3,sup1990,non-meuble,maison,24.40016437523706,29.30019602230258,17.10011555160051
HALLES - BEAUBOURG - MONTORGUEIL,3,sup1990,non-meuble,maison,24.3945629168374,29.257089244880333,17.102398185684017
MUETTE NORD,3,sup1990,non-meuble,maison,26.100008192568822,31.300009963935054,18.300005756940255
PORTE DES LILAS,3,sup1990,non-meuble,maison,19.596124214298474,23.495316747160366,13.69725478141459
EMERIAU - ZOLA,3,sup1990,non-meuble,maison,24.7,29.6,17.3
PORTE SAINT-DENIS - PARADIS,3,sup1990,non-meuble,maison,24.49989051052957,29.39986936070713,17.199921616424277
GEORGES BRASSENS,3,sup1990,non-meuble,maison,25.099948905351752,30.099938686422103,17.59996321185326
MONTMARTRE,3,sup1990,non-meuble,maison,23.800014055301435,28.600016063201643,16.700010039501027
ROSA PARKS - MACDONALD,3,sup1990,non-meuble,maison,19.579111145984754,23.474911000628367,13.68535542763599
REUNION - PERE LACHAISE,3,sup1990,non-meuble,maison,20.39725727247022,24.4680984350785,14.269469798843392
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,sup1990,non-meuble,maison,22.39997130675625,26.89996515820402,15.699979504825894
SAINT BLAISE,3,sup1990,non-meuble,maison,19.598843503533953,23.498602167561263,13.699186697921887
PEREIRE - MALESHERBES,3,sup1990,non-meuble,maison,23.21672932798581,27.889177275675387,16.280812611682485
REPUBLIQUE - SAINT-AMBROISE,3,sup1990,non-meuble,maison,22.06765082547716,26.512258787784205,15.478434900863057
PERNETY,3,sup1990,non-meuble,maison,22.519587939700354,27.009538484395602,15.749745037734153
EUROPE,3,sup1990,non-meuble,maison,26.099878873557152,31.299858352546572,18.299912647433356
GROS CAILLOU,3,sup1990,non-meuble,maison,29.799885813293166,35.799861201376316,20.899919480509233
GRANDES CARRIERES - CLICHY,3,sup1990,non-meuble,maison,23.799969442822825,28.599962825518645,16.69997831907509
MAIRIE,3,sup1990,non-meuble,maison,26.08890508811536,31.288895461658864,18.288920731110807
SEINE,3,sup1990,non-meuble,maison,25.62463318117575,30.743032500766088,17.93887532422829
MONNAIE,3,sup1990,non-meuble,maison,25.99994695050724,31.199935418008813,18.199963096005035
BASTILLE - POPINCOURT,3,sup1990,non-meuble,maison,22.236066619031252,26.708744968398676,15.590711785306905
BELLEVILLE,3,sup1990,non-meuble,maison,22.088176773561035,26.521357510752686,15.477269123972167
AMANDIERS - MENILMONTANT,3,sup1990,non-meuble,maison,21.00037169798433,25.20045187341164,14.700266024419474
BERCY,3,sup1990,non-meuble,maison,21.000214839214554,25.200260895723666,14.700153476116386
ECOLE MILITAIRE,3,sup1990,non-meuble,maison,29.799858696757425,35.799829722327566,20.899900529760124
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,sup1990,non-meuble,maison,23.79506286127561,28.59407463526475,16.69654320462694
BATIGNOLLES,3,sup1990,non-meuble,maison,21.906089713218446,26.32377420720938,15.370730544535121
MONCEAU,3,sup1990,non-meuble,maison,26.09565163767726,31.29565149035594,18.29565188321279
ANVERS - MONTHOLON,3,sup1990,non-meuble,maison,24.499990969579322,29.399989679519223,17.199993549699517
MOUTON - DUVERNET,3,sup1990,non-meuble,maison,22.359399980244554,26.858822033797203,15.68819804950779
VAL DE GRACE,3,sup1990,non-meuble,maison,23.699068570689402,28.398923318547137,16.599363512387345
OPERA - CHAUSSEE D'ANTIN,4,inf1946,meuble,appartement,29.960523184011524,35.93215501804776,21.000711419126848
OLYMPIADES - CHOISY,4,inf1946,meuble,appartement,23.329410269506614,28.011762836883268,16.34705770212996
SORBONNE,4,inf1946,meuble,appartement,30.09999986283296,36.099999837313504,21.099999904302063
LA CHAPELLE - MARX DORMOY,4,inf1946,meuble,appartement,23.7789328518393,28.554718859767206,16.665252433847552
ELYSEES - MADELEINE,4,inf1946,meuble,appartement,30.029615598842653,36.014533227166076,21.049725427744754
DANUBE,4,inf1946,meuble,appartement,23.396660335517677,28.095992402621214,16.397662234862374
FLANDRE - AUBERVILLIERS,4,inf1946,meuble,appartement,23.40000495473952,28.100005578278363,16.4000031009086
SAINT - VICTOR,4,inf1946,meuble,appartement,30.08425481416844,36.08132547726955,21.08901498662914
CROULEBARBE,4,inf1946,meuble,appartement,24.200192204703434,29.000238975995735,16.900143446567256
EPINETTES - BESSIERES,4,inf1946,meuble,appartement,25.390295159948735,30.48835573411082,17.79320785616698
SAINT - PLACIDE,4,inf1946,meuble,appartement,33.49998144790109,40.19997759746548,23.499986698495125
SAINT - THOMAS D'AQUIN,4,inf1946,meuble,appartement,33.49980743665097,40.199767791255574,23.499864072930094
GAMBETTA,4,inf1946,meuble,appartement,23.19518260411796,27.854219110162155,16.23656881239943
SAINT - LAMBERT,4,inf1946,meuble,appartement,26.288319025538502,31.524189630045456,18.425546216798153
BOIS DE BOULOGNE,4,inf1946,meuble,appartement,28.18205489588969,33.802371033401045,19.74142261948974
NATION - PICPUS,4,inf1946,meuble,appartement,25.8999512114258,31.0999415621971,18.099966227705377
PLAINE LAGNY,4,inf1946,meuble,appartement,23.399814660380372,28.099776891385947,16.399868646534987
DIDOT - PORTE DE VANVES,4,inf1946,meuble,appartement,22.600055311925818,27.100067205846322,15.800039706503046
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,4,inf1946,meuble,appartement,22.600088264865093,27.10010618419425,15.800062051761705
CHAILLOT,4,inf1946,meuble,appartement,28.700050340484808,34.400060982142726,20.100035473947514
MARAIS - ARCHIVES,4,inf1946,meuble,appartement,30.1,36.099999999999994,21.1
AMIRAUX - SIMPLON - POISSONNIERS,4,inf1946,meuble,appartement,25.631612050897985,30.777928617041347,17.9387719028371
PIGALLE - MARTYRS,4,inf1946,meuble,appartement,24.5567733345985,29.429337535484905,17.153974213282673
CITROEN - BOUCICAUT,4,inf1946,meuble,appartement,27.4,32.9,19.2
SAINT - GERMAIN DES PRES,4,inf1946,meuble,appartement,30.100574378283024,36.10069263263541,21.100405443493898
BEL - AIR NORD,4,inf1946,meuble,appartement,22.90007559925977,27.500090719118287,16.00005386728054
AUTEUIL SUD,4,inf1946,meuble,appartement,27.4,32.9,19.2
PONT DE FLANDRE,4,inf1946,meuble,appartement,23.397559512042676,28.097071414451218,16.398291658429873
SAINT - PHILIPPE DU ROULE,4,inf1946,meuble,appartement,29.90548562299243,35.86380397077653,20.96106115928031
TERNES - MAILLOT,4,inf1946,meuble,appartement,28.200010234307673,33.800012292668704,19.700008118449105
TRIANGLE D'OR,4,inf1946,meuble,appartement,30.100109116806138,36.10013150488511,21.100076946479703
MARTIN LUTHER KING,4,inf1946,meuble,appartement,25.728069437538704,30.91008679692338,18.04605207815403
BAS - BELLEVILLE,4,inf1946,meuble,appartement,22.90017553576001,27.500210642912013,16.000126385747205
BLANCHE - TRINITE,4,inf1946,meuble,appartement,24.386047206491593,29.223887796417728,17.032440153092352
RENNES,4,inf1946,meuble,appartement,32.908851403818815,39.48714433989916,23.08271863798975
MANIN - JAURES,4,inf1946,meuble,appartement,23.34127150066587,28.029525800799046,16.3550027957777
FAUBOURG MONTMARTRE,4,inf1946,meuble,appartement,25.259715400366105,30.27525073603379,17.65437367483689
CLIGNANCOURT - JULES JOFFRIN,4,inf1946,meuble,appartement,25.9,31.1,18.1
GOUTTE D'OR - CHATEAU ROUGE,4,inf1946,meuble,appartement,25.571832989447174,30.7061989495824,17.903097880405678
LEGENDRE - LEVIS,4,inf1946,meuble,appartement,27.09441007419246,32.51014600008466,18.962943703568797
CHAMPERRET - BERTHIER,4,inf1946,meuble,appartement,28.17691722986906,33.7730701015139,19.684611486579374
HOCHE - FRIEDLAND,4,inf1946,meuble,appartement,30.09988086156277,36.09985564003791,21.099913052274733
DAUPHINE,4,inf1946,meuble,appartement,28.7,34.4,20.1
SECRETAN,4,inf1946,meuble,appartement,23.0406855567356,27.66882266808272,16.11254661275098
JARDIN DES PLANTES,4,inf1946,meuble,appartement,25.801514058056323,31.00179568235064,18.10105626972607
LA FOURCHE - GUY MOQUET,4,inf1946,meuble,appartement,25.40002246271838,30.50002747978059,17.800015051186637
CHARLES HERMITE - EVANGILE,4,inf1946,meuble,appartement,23.894774465058614,28.69370447441627,16.746325836374965
JEAN MOULIN - PORTE D'ORLEANS,4,inf1946,meuble,appartement,25.798446353356873,30.998101596900234,18.098878420221794
INVALIDES,4,inf1946,meuble,appartement,33.499959340586315,40.19995096953056,23.499971299237398
LOUIS BLANC - AQUEDUC,4,inf1946,meuble,appartement,24.425312204132407,29.28164249098032,17.068986388914116
NOTRE - DAME DES CHAMPS,4,inf1946,meuble,appartement,32.560781909478486,39.067413966607454,22.83702102978743
ITALIE - PEUPLIERS - RUNGIS,4,inf1946,meuble,appartement,22.60005117347931,27.10006348294976,15.800037896210107
JARDIN DE REUILLY,4,inf1946,meuble,appartement,24.72078634757103,29.68494361708524,17.27455070564997
SAINT - VINCENT DE PAUL - LARIBOISIERE,4,inf1946,meuble,appartement,24.20001580347543,29.00001975428385,16.900011852425255
PLATEAU,4,inf1946,meuble,appartement,22.971931652078673,27.586317982494414,16.057543868349768
MONTPARNASSE - RASPAIL,4,inf1946,meuble,appartement,24.067940647129618,28.843182408250907,16.809212897517796
MUETTE SUD,4,inf1946,meuble,appartement,28.69975363809981,34.39971573626901,20.09982944176141
PASTEUR - MONTPARNASSE,4,inf1946,meuble,appartement,28.199892953820097,33.79987251328366,19.69992669693593
GRANGE AUX BELLES - TERRAGE,4,inf1946,meuble,appartement,25.39990275311078,30.499879561044665,17.79992818405481
BIBLIOTHEQUE - SEINE,4,inf1946,meuble,appartement,23.400151982728087,28.100183666463106,16.40010742709911
SENTIER - ARTS ET METIERS,4,inf1946,meuble,appartement,30.0998439715985,36.09981288386014,21.09988945817689
CHATEAU D'EAU - LANCRY,4,inf1946,meuble,appartement,25.399832689801304,30.499786622659197,17.799871048593534
SALPETRIERE - AUSTERLITZ,4,inf1946,meuble,appartement,25.530994429375237,30.674935900290073,17.909438296418255
NATIONALE - DEUX MOULINS,4,inf1946,meuble,appartement,23.094211543527035,27.71776394529186,16.170658173528338
NATION - ALEXANDRE DUMAS,4,inf1946,meuble,appartement,25.799908790584485,30.999886086528463,18.09993034064412
BELLEVILLE - SAINT-MAUR,4,inf1946,meuble,appartement,25.592715727936348,30.74089526787677,17.944537160726064
TEMPLE - ENFANTS ROUGES,4,inf1946,meuble,appartement,30.099936039343113,36.099923907019146,21.099955185922088
MARAIS - PLACE DES VOSGES,4,inf1946,meuble,appartement,30.099877901158656,36.099855017762394,21.099914677853235
MONTSOURIS - DAREAU,4,inf1946,meuble,appartement,25.415684838269765,30.519608023982528,17.811765604847643
DUPLEIX - LA MOTTE PICQUET,4,inf1946,meuble,appartement,27.400038033884062,32.900044645784334,19.200026152450196
LEON BLUM - FOLIE-REGNAULT,4,inf1946,meuble,appartement,25.428800124104214,30.536002096759425,17.821601258055654
BASSIN DE LA VILLETTE,4,inf1946,meuble,appartement,23.400006811604324,28.10000817392519,16.400004768123026
COURCELLES - WAGRAM,4,inf1946,meuble,appartement,28.200039035168018,33.80004718057326,19.700029197904577
VIOLET - COMMERCE,4,inf1946,meuble,appartement,27.399754571584808,32.89969395520169,19.199827555893364
PLACE DES FETES,4,inf1946,meuble,appartement,23.400038187713218,28.100045825255865,16.40002673139925
ODEON,4,inf1946,meuble,appartement,30.1,36.1,21.1
MASSENA - JEANNE D'ARC,4,inf1946,meuble,appartement,23.4,28.1,16.4
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,4,inf1946,meuble,appartement,23.34927721072261,28.03911704695252,16.359696662417907
ALIGRE - GARE DE LYON,4,inf1946,meuble,appartement,25.399985812022724,30.499983096977356,17.79998904098615
ALLERAY - PROCESSION,4,inf1946,meuble,appartement,26.562977218984752,31.85116304686608,18.60864993398245
AUTEUIL NORD,4,inf1946,meuble,appartement,27.4001852925883,32.900213799140346,19.20012827948421
VAUGIRARD - PARC DES EXPOSITIONS,4,inf1946,meuble,appartement,26.71204241960035,32.05328297796966,18.723721675107935
BEL - AIR SUD,4,inf1946,meuble,appartement,23.01241491079694,27.63489789295633,16.07869043755786
LOUVRE - OPERA,4,inf1946,meuble,appartement,29.82414521129927,35.76803918137913,20.903628725367465
VALLEE DE FECAMP,4,inf1946,meuble,appartement,25.870161165873068,31.064193399047685,18.07911281611115
CAMBRONNE - GARIBALDI,4,inf1946,meuble,appartement,28.200099832819365,33.800122393885374,19.70007455827033
HALLES - BEAUBOURG - MONTORGUEIL,4,inf1946,meuble,appartement,27.491305552130125,32.96072363052947,19.242963274397713
MUETTE NORD,4,inf1946,meuble,appartement,28.70001062819739,34.40001284240518,20.100007528306488
PORTE DES LILAS,4,inf1946,meuble,appartement,23.390311525570414,28.088373774123113,16.3932180113379
