rooms,epoque,furnished,housingType,ref,refmaj,refmin
1,inf1946,meuble,maison,24.200142034470296,29.000177139219264,16.90010616681931
1,inf1946,meuble,maison,27.40340809615708,32.90404769595105,19.202392426956383
1,inf1946,meuble,maison,21.5,25.8,15.1
1,inf1946,meuble,maison,23.999976934181284,28.79997228121906,16.79998429932388
1,inf1946,meuble,maison,24.599994325277752,29.499993006969515,17.199995866279092
1,inf1946,meuble,maison,27.19790653592844,32.65460079362739,19.05564752566317
1,inf1946,meuble,maison,31.9,38.3,22.3
1,inf1946,meuble,maison,29.593415629960006,35.527547796571625,20.73652867997177
1,inf1946,meuble,maison,31.927497408881287,38.30481828221299,22.371367258513267
1,inf1946,meuble,maison,29.492200054081323,35.40934324946693,20.664122533749026
1,inf1946,meuble,maison,35.278101286524894,42.37262660815612,24.684944634485863
1,inf1946,meuble,maison,35.3,42.4,24.7
1,inf1946,meuble,maison,29.399825995779928,35.29979017138168,20.599877173491716
1,inf1946,meuble,maison,31.9,38.3,22.3
1,inf1946,meuble,maison,31.9,38.3,22.3
1,inf1946,meuble,maison,24.6,29.5,17.2
1,inf1946,meuble,maison,21.5,25.8,15.1
1,inf1946,meuble,maison,24.6,29.5,17.2
1,inf1946,meuble,maison,21.5,25.8,15.100000000000001
1,inf1946,meuble,maison,24.6,29.5,17.2
1,inf1946,meuble,maison,23.234754460638197,27.876263795850022,16.27745641046765
1,inf1946,meuble,maison,24.6,29.5,17.2
1,inf1946,non-meuble,appartement,33.345493618365076,40.010136852072264,23.34864390651355
1,inf1946,non-meuble,appartement,33.10804542188284,39.74580261868157,23.151409626684753
1,inf1946,non-meuble,appartement,32.89809244337831,39.4976753693093,22.998682157990302
1,inf1946,non-meuble,appartement,33.70819117376164,40.45512900945057,23.587781413185287
1,inf1946,non-meuble,appartement,32.05422257086302,38.46621007029057,22.404898722057144
1,inf1946,non-meuble,appartement,33.755967113393844,40.51512966971565,23.637156424890993
1,inf1946,non-meuble,appartement,33.3951797466686,40.09418035290451,23.39664223952265
1,inf1946,non-meuble,appartement,32.626818400976546,39.15217347186898,22.853998058122183
1,inf1946,non-meuble,appartement,31.82215779604398,38.17160107863602,22.29800101462294
1,inf1946,non-meuble,appartement,30.32578404126073,36.37098580663324,21.232253461864662
1,inf1946,non-meuble,appartement,29.88964424617751,35.83793450631229,20.893108044363686
1,inf1946,non-meuble,appartement,27.060312475629825,32.49016855172092,18.959996808046128
1,inf1946,non-meuble,appartement,29.301657119322485,35.1704158867586,20.503191717264027
1,inf1946,non-meuble,appartement,30.4869589931633,36.56599688490111,21.33246860852386
1,inf1946,non-meuble,appartement,29.18406874909052,35.03637643222312,20.427701209729978
1,inf1946,non-meuble,appartement,29.46181974953263,35.361993634775885,20.661552004645422
1,inf1946,non-meuble,appartement,30.053508376532037,36.029092704872255,21.002353404481116
1,inf1946,non-meuble,appartement,28.133546393618698,33.76561843927966,19.68760310004809
1,inf1946,non-meuble,appartement,27.015325692787112,32.4583538833057,18.910257835049002
1,inf1946,non-meuble,appartement,27.214986775138083,32.68975187079569,19.05244913451681
1,inf1946,non-meuble,appartement,29.46181974953263,35.361993634775885,20.661552004645422
1,inf1946,non-meuble,appartement,29.4,35.3,20.6
1,inf1946,non-meuble,appartement,29.630065764940404,35.52941130340679,20.7156858260959
1,inf1946,non-meuble,appartement,29.981436317902173,35.9450847424494,20.954366583498317
1,inf1946,non-meuble,appartement,28.980642293296377,34.80439543753208,20.295012576942824
1,inf1946,non-meuble,appartement,29.439931814083273,35.33993181408327,20.639931814083276
1,inf1946,non-meuble,appartement,28.3,34.0,19.8
1,inf1946,non-meuble,appartement,30.101591525734054,36.0875331722675,21.043766586133746
1,inf1946,non-meuble,appartement,29.4,35.3,20.6
1,inf1946,non-meuble,appartement,20.9,25.1,14.6
1,inf1946,non-meuble,appartement,31.0,37.2,21.7
1,inf1946,non-meuble,appartement,30.2,36.2,21.1
1,inf1946,non-meuble,appartement,20.9,25.1,14.6
1,inf1946,non-meuble,appartement,22.976043999947073,27.546766142794766,16.082888571390768
1,inf1946,non-meuble,appartement,29.5,35.4,20.7
1,inf1946,non-meuble,appartement,21.199999799004477,25.39999975881124,14.799999879443746
1,inf1946,non-meuble,appartement,24.872729090962075,29.851050673841627,17.434966087695855
1,inf1946,non-meuble,appartement,21.33347556811666,25.584620060055826,14.917882275997496
1,inf1946,non-meuble,appartement,20.700004682957182,24.80000605859501,14.500002845195485
1,inf1946,non-meuble,appartement,22.19999999775179,26.599999997320342,15.49999999846145
1,inf1946,non-meuble,appartement,19.000000000692953,22.800000000821356,13.300000000474876
1,inf1946,non-meuble,appartement,19.0,22.8,13.3
1,inf1946,non-meuble,appartement,25.400861810459773,30.50104324422728,17.80058965975704
1,inf1946,non-meuble,appartement,21.842329517020456,26.187316760016415,15.252385354070338
1,inf1946,non-meuble,appartement,21.842329517020456,26.187316760016415,15.252385354070338
1,inf1946,non-meuble,appartement,20.10000000474887,24.100000005686784,14.10000000323176
1,inf1946,non-meuble,appartement,19.000004743267468,22.80000596306567,13.30000315842233
1,inf1946,non-meuble,appartement,19.0,22.8,13.3
1,inf1946,non-meuble,appartement,24.101819815180544,28.902217899841236,16.90125112289836
1,inf1946,non-meuble,appartement,20.903929127023787,25.104726691333525,14.602762796652184
1,inf1946,non-meuble,appartement,25.40252770662099,30.503059855379682,17.80172948347607
1,inf1946,non-meuble,appartement,19.0,22.8,13.3
1,inf1946,non-meuble,appartement,20.7,24.8,14.5
1,inf1946,non-meuble,appartement,18.300036118027215,22.000042547513495,12.800025283111042
1,inf1946,non-meuble,appartement,23.7015055009722,28.40181492201338,16.60104697123459
1,inf1946,non-meuble,appartement,20.699982922489347,24.799980218972614,14.499987621161548
1,inf1946,non-meuble,appartement,20.244139355124247,24.263693358969704,14.178216015381825
1,inf1946,non-meuble,appartement,20.90012317695079,25.100128068912973,14.600083269910037
1,inf1946,non-meuble,appartement,25.401554065879754,30.50188068356578,17.80105444564779
1,inf1946,non-meuble,appartement,19.0,22.8,13.3
1,inf1946,non-meuble,appartement,20.699984498316272,24.799981786135902,14.499988952286103
1,inf1946,non-meuble,appartement,21.199995687482875,25.399995508686665,14.799997228484221
1,inf1946,non-meuble,appartement,25.21234178336212,30.26903604106107,17.670082773096855
1,inf1946,non-meuble,appartement,28.0,33.6,19.6
1,inf1946,non-meuble,appartement,25.970660893921856,31.20479307067744,18.213773927027027
1,inf1946,non-meuble,appartement,28.028985812585894,33.66690204739944,19.612260300736036
1,inf1946,non-meuble,appartement,25.881265729134633,31.096925508589102,18.154671624733467
1,inf1946,non-meuble,appartement,30.980838625709282,37.1767326169327,21.68631330407806
1,inf1946,non-meuble,appartement,31.0,37.2,21.7
1,inf1946,non-meuble,appartement,25.799912997889972,30.999892526805258,18.09993858674586
1,inf1946,non-meuble,appartement,28.0,33.6,19.6
1,inf1946,non-meuble,appartement,28.0,33.6,19.6
1,inf1946,non-meuble,appartement,21.2,25.4,14.8
1,inf1946,non-meuble,appartement,19.0,22.8,13.3
1,inf1946,non-meuble,appartement,21.2,25.4,14.8
1,inf1946,non-meuble,appartement,18.52440352850214,22.256461175431014,12.960288234644384
1,inf1946,non-meuble,appartement,21.2,25.4,14.8
1,inf1946,non-meuble,appartement,19.944686365932593,23.92333539101787,13.950248625888605
1,inf1946,non-meuble,appartement,21.2,25.4,14.8
1,inf1946,non-meuble,maison,33.345493618365076,40.010136852072264,23.34864390651355
1,inf1946,non-meuble,maison,33.10804542188284,39.74580261868157,23.151409626684753
1,inf1946,non-meuble,maison,32.89809244337831,39.4976753693093,22.998682157990302
1,inf1946,non-meuble,maison,33.70819117376164,40.45512900945057,23.587781413185287
1,inf1946,non-meuble,maison,32.05422257086302,38.46621007029057,22.404898722057144
1,inf1946,non-meuble,maison,33.755967113393844,40.51512966971565,23.637156424890993
1,inf1946,non-meuble,maison,33.3951797466686,40.09418035290451,23.39664223952265
1,inf1946,non-meuble,maison,32.626818400976546,39.15217347186898,22.853998058122183
1,inf1946,non-meuble,maison,31.82215779604398,38.17160107863602,22.29800101462294
1,inf1946,non-meuble,maison,30.32578404126073,36.37098580663324,21.232253461864662
1,inf1946,non-meuble,maison,29.88964424617751,35.83793450631229,20.893108044363686
1,inf1946,non-meuble,maison,27.060312475629825,32.49016855172092,18.959996808046128
1,inf1946,non-meuble,maison,29.301657119322485,35.1704158867586,20.503191717264027
1,inf1946,non-meuble,maison,30.4869589931633,36.56599688490111,21.33246860852386
1,inf1946,non-meuble,maison,29.18406874909052,35.03637643222312,20.427701209729978
1,inf1946,non-meuble,maison,29.46181974953263,35.361993634775885,20.661552004645422
1,inf1946,non-meuble,maison,30.053508376532037,36.029092704872255,21.002353404481116
1,inf1946,non-meuble,maison,28.13355375930705,33.76562728850993,19.687608395804904
1,inf1946,non-meuble,maison,27.015331942405513,32.45836129026083,18.910262232928616
1,inf1946,non-meuble,maison,27.214986775138083,32.68975187079569,19.05244913451681
1,inf1946,non-meuble,maison,29.46181974953263,35.361993634775885,20.661552004645422
1,inf1946,non-meuble,maison,29.4,35.3,20.6
1,inf1946,non-meuble,maison,29.630065764940404,35.52941130340679,20.7156858260959
1,inf1946,non-meuble,maison,29.981436317902173,35.9450847424494,20.954366583498317
1,inf1946,non-meuble,maison,28.980642293296377,34.80439543753208,20.295012576942824
1,inf1946,non-meuble,maison,29.439931814083273,35.33993181408327,20.639931814083276
1,inf1946,non-meuble,maison,28.3,34.0,19.8
1,inf1946,non-meuble,maison,30.101591525734054,36.0875331722675,21.043766586133746
1,inf1946,non-meuble,maison,29.4,35.3,20.6
1,inf1946,non-meuble,maison,23.6,28.3,16.5
1,inf1946,non-meuble,maison,31.0,37.2,21.7
1,inf1946,non-meuble,maison,30.2,36.2,21.1
1,inf1946,non-meuble,maison,23.6,28.3,16.5
1,inf1946,non-meuble,maison,23.674144428569537,28.374144428569537,16.57414442856954
1,inf1946,non-meuble,maison,29.5,35.4,20.7
1,inf1946,non-meuble,maison,23.999999758470146,28.7999997182194,16.799999838984917
1,inf1946,non-meuble,maison,24.87272909198405,29.851050675067086,17.434966088418538
1,inf1946,non-meuble,maison,23.350198166551408,27.99754558674588,16.36563759201153
1,inf1946,non-meuble,maison,23.40000455357751,28.100005024949493,16.40000293762964
1,inf1946,non-meuble,maison,25.09999999724558,30.099999996694642,17.599999998040726
1,inf1946,non-meuble,maison,20.700000000986456,24.80000000119129,14.500000000691944
1,inf1946,non-meuble,maison,20.7,24.8,14.5
1,inf1946,non-meuble,maison,25.400861811299183,30.501043245228118,17.800589660338172
1,inf1946,non-meuble,maison,24.687132049037423,29.60455995087464,17.29722471550085
1,inf1946,non-meuble,maison,24.687132049037423,29.60455995087464,17.29722471550085
1,inf1946,non-meuble,maison,22.70000000372948,27.200000004533834,15.900000002629605
1,inf1946,non-meuble,maison,20.70001367041224,24.80001654103057,14.500009466606256
1,inf1946,non-meuble,maison,20.7,24.8,14.5
1,inf1946,non-meuble,maison,24.10181981759341,28.902217902718114,16.901251124568805
1,inf1946,non-meuble,maison,23.60227423965359,28.302766065900705,16.50159849193877
1,inf1946,non-meuble,maison,25.40252770662099,30.503059855379682,17.80172948347607
1,inf1946,non-meuble,maison,20.7,24.8,14.5
1,inf1946,non-meuble,maison,23.4,28.1,16.4
1,inf1946,non-meuble,maison,20.70003484574248,24.800042237173606,14.500024198349774
1,inf1946,non-meuble,maison,23.70153424014435,28.40184935749041,16.601067547318557
1,inf1946,non-meuble,maison,23.39998092733388,28.099976495745224,16.399986438150478
1,inf1946,non-meuble,maison,22.6759860346091,27.215094042300016,15.890508691021218
1,inf1946,non-meuble,maison,23.600137995080537,28.300171753366246,16.500103473892803
1,inf1946,non-meuble,maison,25.40175095255935,30.502119071440145,17.801194816077
1,inf1946,non-meuble,maison,20.7,24.8,14.5
1,inf1946,non-meuble,maison,23.399974993399436,28.099969370046292,16.399982358542033
1,inf1946,non-meuble,maison,23.999994325277747,28.799993006969515,16.79999586627909
1,inf1946,non-meuble,maison,25.21234178336212,30.26903604106107,17.670082773096855
1,inf1946,non-meuble,maison,28.0,33.6,19.6
1,inf1946,non-meuble,maison,25.970660893921856,31.20479307067744,18.213773927027027
1,inf1946,non-meuble,maison,28.028985812585894,33.66690204739944,19.612260300736036
1,inf1946,non-meuble,maison,25.881265729134633,31.096925508589102,18.154671624733467
1,inf1946,non-meuble,maison,30.980838625709282,37.1767326169327,21.68631330407806
1,inf1946,non-meuble,maison,31.0,37.2,21.7
1,inf1946,non-meuble,maison,25.799912997889972,30.999892526805258,18.09993858674586
1,inf1946,non-meuble,maison,28.0,33.6,19.6
1,inf1946,non-meuble,maison,28.0,33.6,19.6
1,inf1946,non-meuble,maison,24.0,28.8,16.8
1,inf1946,non-meuble,maison,20.7,24.8,14.5
1,inf1946,non-meuble,maison,24.0,28.8,16.8
1,inf1946,non-meuble,maison,20.700000000000003,24.8,14.5
1,inf1946,non-meuble,maison,24.0,28.8,16.8
1,inf1946,non-meuble,maison,22.560475080891308,27.0648447262297,15.803177030720764
1,inf1946,non-meuble,maison,24.0,28.8,16.8
1,1946-1970,meuble,appartement,36.072590431705194,43.29359987542822,25.218683677582263
1,1946-1970,meuble,appartement,36.81564146273575,44.21487978375608,25.79752454331606
1,1946-1970,meuble,appartement,36.79471923781729,44.19360118842456,25.79622360457239
1,1946-1970,meuble,appartement,36.873032896616046,44.272936671241496,25.7996752393609
1,1946-1970,meuble,appartement,34.60359349382207,41.564226134456604,24.262348295930057
1,1946-1970,meuble,appartement,37.89502557049986,45.494006002214334,26.516557632134855
1,1946-1970,meuble,appartement,39.39115423628624,47.28938829353103,27.593740222234484
1,1946-1970,meuble,appartement,35.9849663147674,43.20195915828768,25.159531401936224
1,1946-1970,meuble,appartement,34.12266690968382,40.922232440985475,23.848399149610152
1,1946-1970,meuble,appartement,31.138390985189957,37.32610478314332,21.756936297455297
1,1946-1970,meuble,appartement,29.49049157911021,35.387191038140244,20.641937018448804
1,1946-1970,meuble,appartement,29.493773978812317,35.42646421423703,20.657505384496154
1,1946-1970,meuble,appartement,29.364535936182904,35.244137955462186,20.567553050939516
1,1946-1970,meuble,appartement,29.86160336210857,35.838550517726574,20.891804322449104
1,1946-1970,meuble,appartement,30.798928731953787,36.988332207782484,21.572197248705265
1,1946-1970,meuble,appartement,32.69043629795561,39.2563321907874,22.88063928590161
1,1946-1970,meuble,appartement,30.960669062783083,37.163303935386125,21.6829451373195
1,1946-1970,meuble,appartement,29.83053084897164,35.80859616767616,20.874917398596576
1,1946-1970,meuble,appartement,29.042838382000724,34.84283686702331,20.36185088449989
1,1946-1970,meuble,appartement,29.034206899638395,34.83440793330124,20.3471138321987
1,1946-1970,meuble,appartement,32.69043629795561,39.2563321907874,22.88063928590161
1,1946-1970,meuble,appartement,30.8,37.0,21.6
1,1946-1970,meuble,appartement,29.130702972832804,34.942468101358685,20.378424020101594
1,1946-1970,meuble,appartement,29.57882449896033,35.5053264466377,20.715857418484887
1,1946-1970,meuble,appartement,30.45688914906067,36.58064229329638,21.333136004824965
1,1946-1970,meuble,appartement,32.037886236581556,38.47747712108121,22.438568095748792
1,1946-1970,meuble,appartement,29.9,35.9,20.9
1,1946-1970,meuble,appartement,32.61087530199845,39.15305036239814,22.84058353466563
1,1946-1970,meuble,appartement,30.8,37.0,21.6
1,1946-1970,meuble,appartement,20.5,24.6,14.4
1,1946-1970,meuble,appartement,28.3,34.0,19.8
1,1946-1970,meuble,appartement,31.59621990689367,37.94164681206553,22.143536858618695
1,1946-1970,meuble,appartement,20.5,24.6,14.4
1,1946-1970,meuble,appartement,19.758555714304617,23.71026685716554,13.880989000013232
1,1946-1970,meuble,appartement,33.9,40.7,23.7
1,1946-1970,meuble,appartement,14.200001530939936,17.000001853241347,9.900001087771383
1,1946-1970,meuble,appartement,22.657502108491204,27.200889742932695,15.892419987196345
1,1946-1970,meuble,appartement,20.625975805770366,24.727481002957546,14.414493100072361
1,1946-1970,meuble,appartement,18.00003531840372,21.600042154324555,12.600024608917765
1,1946-1970,meuble,appartement,22.199999992803388,26.599999991369764,15.499999994985071
1,1946-1970,meuble,appartement,18.599999999938447,22.29999999992104,12.999999999951816
1,1946-1970,meuble,appartement,18.6,22.3,13.0
1,1946-1970,meuble,appartement,21.40349261226018,25.70417299124525,15.002449364458462
1,1946-1970,meuble,appartement,21.73221447653243,26.049670772744644,15.197330369295141
1,1946-1970,meuble,appartement,21.73221447653243,26.049670772744644,15.197330369295141
1,1946-1970,meuble,appartement,18.700000002822588,22.40000000341476,13.10000000192288
1,1946-1970,meuble,appartement,18.600004761776137,22.300006164914144,13.000003676270595
1,1946-1970,meuble,appartement,18.6,22.3,13.0
1,1946-1970,meuble,appartement,24.502615977802567,29.403127799494516,17.201819810528097
1,1946-1970,meuble,appartement,21.604585082863235,25.9055021088416,15.103240228819239
1,1946-1970,meuble,appartement,21.410243864826263,25.712239422908766,15.007184009102515
1,1946-1970,meuble,appartement,18.6,22.3,13.0
1,1946-1970,meuble,appartement,18.0,21.6,12.6
1,1946-1970,meuble,appartement,18.30001823720742,22.00002096605823,12.800013214339883
1,1946-1970,meuble,appartement,19.502953956606273,23.403542026111825,13.702044587521357
1,1946-1970,meuble,appartement,17.999988262457787,21.59998606329601,12.599991577886485
1,1946-1970,meuble,appartement,18.16089199230909,21.787707324360603,12.707261328206059
1,1946-1970,meuble,appartement,20.498023653500567,24.59761549120802,14.3985875482169
1,1946-1970,meuble,appartement,21.407070195923815,25.70844116400169,15.004954845125013
1,1946-1970,meuble,appartement,18.6,22.3,13.0
1,1946-1970,meuble,appartement,17.99999826063454,21.599997639086304,12.599998508769033
1,1946-1970,meuble,appartement,14.200085431429398,17.00010308015609,9.900060934197404
1,1946-1970,meuble,appartement,21.847492670444183,26.234104155046282,15.317575443541033
1,1946-1970,meuble,appartement,30.3,36.4,21.2
1,1946-1970,meuble,appartement,28.834132044884136,34.63413201445226,20.222754692080997
1,1946-1970,meuble,appartement,28.942381445927374,34.7226791266683,20.281786084445528
1,1946-1970,meuble,appartement,28.831977354696964,34.636427602490365,20.22131823646464
1,1946-1970,meuble,appartement,28.31231802632975,34.01368669592195,19.808212017553167
1,1946-1970,meuble,appartement,28.3,34.0,19.8
1,1946-1970,meuble,appartement,28.79977993583928,34.59973387589866,20.199846466864614
1,1946-1970,meuble,appartement,30.3,36.4,21.2
1,1946-1970,meuble,appartement,30.3,36.4,21.2
