rooms,epoque,furnished,housingType,ref,refmaj,refmin
1,sup1990,meuble,maison,34.575363303572054,41.48433305026031,24.196656151537688
1,sup1990,meuble,maison,33.34696127095856,40.046326821396946,23.37286092188003
1,sup1990,meuble,maison,30.530724860457717,36.6664996929994,21.40115239384249
1,sup1990,meuble,maison,30.76383999266976,36.946244906356746,21.540215406302103
1,sup1990,meuble,maison,28.802829438945118,34.555248747780865,20.153831601858045
1,sup1990,meuble,maison,30.467923747582123,36.54258131038447,21.315889193662098
1,sup1990,meuble,maison,31.82542138363069,38.200188028125964,22.291383210557996
1,sup1990,meuble,maison,31.414725774106962,37.704313088200024,21.987686837539528
1,sup1990,meuble,maison,32.35129705373315,38.817175033373886,22.64152989699755
1,sup1990,meuble,maison,31.404812152112914,37.710846067676165,21.97062235752916
1,sup1990,meuble,maison,27.893299956948198,33.46659957697705,19.519949317904267
1,sup1990,meuble,maison,27.658461825729315,33.15400569645568,19.324774667874905
1,sup1990,meuble,maison,28.00983346901148,33.585371297365185,19.580404304420206
1,sup1990,meuble,maison,32.35129705373315,38.817175033373886,22.64152989699755
1,sup1990,meuble,maison,30.4,36.5,21.3
1,sup1990,meuble,maison,29.759010474359442,35.73748018375303,20.84261331542838
1,sup1990,meuble,maison,31.506962838903203,37.840948822778934,22.05587030574431
1,sup1990,meuble,maison,31.238715413407242,37.491209124935835,21.87185141823221
1,sup1990,meuble,maison,31.677818050664825,38.01740893516448,22.17849990983207
1,sup1990,meuble,maison,32.6,39.1,22.8
1,sup1990,meuble,maison,32.138992008931574,38.58116706933126,22.468700241598757
1,sup1990,meuble,maison,30.4,36.5,21.3
1,sup1990,meuble,maison,21.3,25.6,14.9
1,sup1990,meuble,maison,32.7,39.2,22.9
1,sup1990,meuble,maison,32.332804665518786,38.82554852241567,22.60914618965628
1,sup1990,meuble,maison,21.3,25.6,14.9
1,sup1990,meuble,maison,22.412166428543074,26.93459971425169,15.715588714264921
1,sup1990,meuble,maison,33.6,40.3,23.5
1,sup1990,meuble,maison,21.500000322354953,25.800000402929903,15.100000201482354
1,sup1990,meuble,maison,24.02453693359386,28.805668823458827,16.84339968705392
1,sup1990,meuble,maison,22.845369060313413,27.38258221465882,15.989549328795295
1,sup1990,meuble,maison,22.300001476531197,26.80000148347477,15.600001087178018
1,sup1990,meuble,maison,23.699999997895993,28.399999997532994,16.599999998536752
1,sup1990,meuble,maison,21.600000000265883,25.90000000031885,15.100000000198653
1,sup1990,meuble,maison,21.6,25.9,15.1
1,sup1990,meuble,maison,23.701587550864062,28.401905061090968,16.601088606334823
1,sup1990,meuble,maison,23.03939868227251,27.629305146942528,16.132071759297627
1,sup1990,meuble,maison,23.03939868227251,27.629305146942528,16.132071759297627
1,sup1990,meuble,maison,23.29999999987241,27.999999999728686,16.299999999971856
1,sup1990,meuble,maison,21.599996626776715,25.89999623919389,15.099997982500259
1,sup1990,meuble,maison,21.6,25.9,15.1
1,sup1990,meuble,maison,24.501535468605876,29.401819814597072,17.201023645557598
1,sup1990,meuble,maison,22.303010621972437,26.803563356462668,15.602089121447516
1,sup1990,meuble,maison,23.704656302109928,28.40558756253742,16.60319289288246
1,sup1990,meuble,maison,21.6,25.9,15.1
1,sup1990,meuble,maison,22.3,26.8,15.6
1,sup1990,meuble,maison,21.1000104099219,25.30001323104939,14.80000643932609
1,sup1990,meuble,maison,22.801574905690156,27.401881346088395,16.00109397742507
1,sup1990,meuble,maison,22.299985686214065,26.79998215965915,15.599990569974242
1,sup1990,meuble,maison,22.1122926756394,26.558662011536367,15.465923339742426
1,sup1990,meuble,maison,21.30009134728224,25.60009641858521,14.90008331404157
1,sup1990,meuble,maison,23.70326647779864,28.40392296724953,16.60224002907005
1,sup1990,meuble,maison,21.6,25.9,15.1
1,sup1990,meuble,maison,22.299991615324384,26.799989276557746,15.599994153083411
1,sup1990,meuble,maison,21.50000081942779,25.800001528195406,15.099999712379478
1,sup1990,meuble,maison,23.815481979469467,28.544352474336833,16.686611484602103
1,sup1990,meuble,maison,28.0,33.6,19.6
1,sup1990,meuble,maison,29.32694230530587,35.170055287691255,20.506584136728975
1,sup1990,meuble,maison,28.283627559249304,33.90035307109917,19.76839045110405
1,sup1990,meuble,maison,29.498456419262393,35.377795978585766,20.62856776895457
1,sup1990,meuble,maison,32.64114720753565,39.1301978507981,22.858939912234174
1,sup1990,meuble,maison,32.7,39.2,22.9
1,sup1990,meuble,maison,29.59973899366987,35.499687815958076,20.699820878008733
1,sup1990,meuble,maison,28.0,33.6,19.6
1,sup1990,meuble,maison,28.0,33.6,19.6
1,sup1990,meuble,maison,21.5,25.8,15.1
1,sup1990,meuble,maison,21.6,25.9,15.1
1,sup1990,meuble,maison,21.5,25.8,15.1
1,sup1990,meuble,maison,21.260288234644385,25.49234588157326,14.89617294078663
1,sup1990,meuble,maison,21.5,25.8,15.1
1,sup1990,meuble,maison,21.636661444886325,25.970826806107905,15.166843558117233
1,sup1990,meuble,maison,21.5,25.8,15.1
1,sup1990,non-meuble,appartement,30.283566583014185,36.31829609708869,21.21524892628422
1,sup1990,non-meuble,appartement,29.808997520607434,35.74704034702354,20.852076095791965
1,sup1990,non-meuble,appartement,29.59717415023489,35.49662880936789,20.698025504832227
1,sup1990,non-meuble,appartement,30.40810697655891,36.455032784076025,21.28772127232619
1,sup1990,non-meuble,appartement,29.47539454007801,35.34420330997184,20.606576337750262
1,sup1990,non-meuble,appartement,32.69638873570487,39.195737802047454,22.89747228965201
1,sup1990,non-meuble,appartement,35.68932451572681,42.78723546805841,24.992567408664645
1,sup1990,non-meuble,appartement,30.336070825369223,36.375489308545454,21.257427619540255
1,sup1990,non-meuble,appartement,29.272359909027408,35.14682975118324,20.5231277132404
1,sup1990,non-meuble,appartement,26.788632401572848,32.17602735810312,18.755928489850483
1,sup1990,non-meuble,appartement,26.974401021781684,32.3603338141097,18.847261887115444
1,sup1990,non-meuble,appartement,25.298693714072552,30.351110259218366,17.697976697258717
1,sup1990,non-meuble,appartement,26.74928969286572,32.09245690768058,18.712093192930265
1,sup1990,non-meuble,appartement,27.922207880589593,33.497204666433845,19.539910648688817
1,sup1990,non-meuble,appartement,27.577230712236965,33.06677458693441,19.302218868799166
1,sup1990,non-meuble,appartement,28.407380751132848,34.07323160526815,19.91954109445166
1,sup1990,non-meuble,appartement,27.55124145719451,33.05617523009093,19.26841169028525
1,sup1990,non-meuble,appartement,24.497557121633182,29.39334096945391,17.124231274626244
1,sup1990,non-meuble,appartement,24.30112274544971,29.17753302004283,16.986507693988656
1,sup1990,non-meuble,appartement,24.601773386790402,29.536728878827603,17.19923963184234
1,sup1990,non-meuble,appartement,28.407380751132848,34.07323160526815,19.91954109445166
1,sup1990,non-meuble,appartement,26.7,32.0,18.7
1,sup1990,non-meuble,appartement,26.1374263482673,31.36490877435568,18.264172041685573
1,sup1990,non-meuble,appartement,27.626548537108707,33.133805458616465,19.302298623663077
1,sup1990,non-meuble,appartement,27.424345129760802,32.876838841289384,19.195604562467913
1,sup1990,non-meuble,appartement,27.818090794331724,33.357681678831376,19.49863628166552
1,sup1990,non-meuble,appartement,28.6,34.3,20.0
1,sup1990,non-meuble,appartement,28.21087530199845,33.853050362398136,19.754641888132195
1,sup1990,non-meuble,appartement,26.7,32.0,18.7
1,sup1990,non-meuble,appartement,18.4,22.1,12.9
1,sup1990,non-meuble,appartement,28.7,34.4,20.1
1,sup1990,non-meuble,appartement,28.37097542758753,34.03280466551879,19.847316951725023
1,sup1990,non-meuble,appartement,18.4,22.1,12.9
1,sup1990,non-meuble,appartement,20.846766142794763,24.991632714211995,14.605321857099382
1,sup1990,non-meuble,appartement,29.5,35.4,20.7
1,sup1990,non-meuble,appartement,18.60000028218914,22.300000362792257,13.000000201559034
1,sup1990,non-meuble,appartement,22.224516845443844,26.665083459830104,15.543386294960907
1,sup1990,non-meuble,appartement,20.075210095381976,24.093973429892912,14.069907826450102
1,sup1990,non-meuble,appartement,19.300001158811426,23.200001239692938,13.500001000520182
1,sup1990,non-meuble,appartement,20.399999998406987,24.499999998038486,14.299999998866236
1,sup1990,non-meuble,appartement,19.100000000110995,22.900000000138487,13.400000000070253
1,sup1990,non-meuble,appartement,19.1,22.9,13.4
1,sup1990,non-meuble,appartement,21.900907171657245,26.301088605933383,15.300635020207709
1,sup1990,non-meuble,appartement,19.84953058455711,23.83943646241439,13.914669063823087
1,sup1990,non-meuble,appartement,19.84953058455711,23.83943646241439,13.914669063823087
1,sup1990,non-meuble,appartement,20.100000000655488,24.1000000008294,14.100000000404092
1,sup1990,non-meuble,appartement,19.099991059954604,22.89998960210955,13.39999348594038
1,sup1990,non-meuble,appartement,19.1,22.9,13.4
1,sup1990,non-meuble,appartement,22.700682427994582,27.200853035262703,15.900454951847667
1,sup1990,non-meuble,appartement,19.302825410035275,23.20337814456626,13.501965646822738
1,sup1990,non-meuble,appartement,21.902660744110005,26.30319289292375,15.301862520882509
1,sup1990,non-meuble,appartement,19.1,22.9,13.4
1,sup1990,non-meuble,appartement,19.3,23.2,13.5
1,sup1990,non-meuble,appartement,18.000016692264257,21.60002022310608,12.600012011954119
1,sup1990,non-meuble,appartement,21.700870632740173,26.001058195227966,15.200599100482666
1,sup1990,non-meuble,appartement,19.29998541913053,23.19998189257561,13.499989861612976
1,sup1990,non-meuble,appartement,19.246369335896972,23.119554003845458,13.473184667948486
1,sup1990,non-meuble,appartement,18.400100413843443,22.100107504841297,12.90005763453539
1,sup1990,non-meuble,appartement,21.901724475226032,26.302067096575154,15.30120793113164
1,sup1990,non-meuble,appartement,19.1,22.9,13.4
1,sup1990,non-meuble,appartement,19.299996666271394,23.19999529789568,13.499998034647103
1,sup1990,non-meuble,appartement,18.600000377250193,22.3000010860178,13.000000764097702
1,sup1990,non-meuble,appartement,22.015481979469467,26.429917226903154,15.386611484602101
1,sup1990,non-meuble,appartement,24.6,29.5,17.2
1,sup1990,non-meuble,appartement,25.76107455645047,30.915564945740094,18.02933897082537
1,sup1990,non-meuble,appartement,24.845711324435754,29.82303219776746,17.36987885480866
1,sup1990,non-meuble,appartement,25.91114936685459,31.093730964754613,18.136535262038997
1,sup1990,non-meuble,appartement,28.647990555496623,34.33840986835126,20.063045921010758
1,sup1990,non-meuble,appartement,28.7,34.4,20.1
1,sup1990,non-meuble,appartement,25.99983111355109,31.199795289152835,18.19988229126288
1,sup1990,non-meuble,appartement,24.6,29.5,17.2
1,sup1990,non-meuble,appartement,24.6,29.5,17.2
1,sup1990,non-meuble,appartement,18.6,22.3,13.0
1,sup1990,non-meuble,appartement,19.1,22.9,13.4
1,sup1990,non-meuble,appartement,18.6,22.3,13.0
1,sup1990,non-meuble,appartement,18.352634116217644,22.0167494100754,12.856461175431013
1,sup1990,non-meuble,appartement,18.6,22.3,13.0
1,sup1990,non-meuble,appartement,18.626729539591928,22.360894900813506,13.029703868243786
1,sup1990,non-meuble,appartement,18.6,22.3,13.0
1,sup1990,non-meuble,maison,30.283566583014185,36.31829609708869,21.21524892628422
1,sup1990,non-meuble,maison,29.808997520607434,35.74704034702354,20.852076095791965
1,sup1990,non-meuble,maison,29.59717415023489,35.49662880936789,20.698025504832227
1,sup1990,non-meuble,maison,30.40810697655891,36.455032784076025,21.28772127232619
1,sup1990,non-meuble,maison,29.47539454007801,35.34420330997184,20.606576337750262
1,sup1990,non-meuble,maison,32.69638873570487,39.195737802047454,22.89747228965201
1,sup1990,non-meuble,maison,35.68932451572681,42.78723546805841,24.992567408664645
1,sup1990,non-meuble,maison,30.336070825369223,36.375489308545454,21.257427619540255
1,sup1990,non-meuble,maison,29.272359909027408,35.14682975118324,20.5231277132404
1,sup1990,non-meuble,maison,26.788632401572848,32.17602735810312,18.755928489850483
1,sup1990,non-meuble,maison,26.974401021781684,32.3603338141097,18.847261887115444
1,sup1990,non-meuble,maison,25.298693714072552,30.351110259218366,17.697976697258717
1,sup1990,non-meuble,maison,26.74928969286572,32.09245690768058,18.712093192930265
1,sup1990,non-meuble,maison,27.922207880589593,33.497204666433845,19.539910648688817
1,sup1990,non-meuble,maison,27.577230712236965,33.06677458693441,19.302218868799166
1,sup1990,non-meuble,maison,28.407380751132848,34.07323160526815,19.91954109445166
1,sup1990,non-meuble,maison,27.55124145719451,33.05617523009093,19.26841169028525
1,sup1990,non-meuble,maison,24.497563969838648,29.393349111366582,17.124236121806906
1,sup1990,non-meuble,maison,24.301128532133415,29.177539964063275,16.98651186040092
1,sup1990,non-meuble,maison,24.601773386790402,29.536728878827603,17.19923963184234
1,sup1990,non-meuble,maison,28.407380751132848,34.07323160526815,19.91954109445166
1,sup1990,non-meuble,maison,26.7,32.0,18.7
1,sup1990,non-meuble,maison,26.1374263482673,31.36490877435568,18.264172041685573
1,sup1990,non-meuble,maison,27.626548537108707,33.133805458616465,19.302298623663077
1,sup1990,non-meuble,maison,27.424345129760802,32.876838841289384,19.195604562467913
1,sup1990,non-meuble,maison,27.818090794331724,33.357681678831376,19.49863628166552
1,sup1990,non-meuble,maison,28.6,34.3,20.0
1,sup1990,non-meuble,maison,28.21087530199845,33.853050362398136,19.754641888132195
1,sup1990,non-meuble,maison,26.7,32.0,18.7
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,28.7,34.4,20.1
1,sup1990,non-meuble,maison,28.37097542758753,34.03280466551879,19.847316951725023
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,21.467299857125845,25.74144428569538,15.044866571417229
1,sup1990,non-meuble,maison,29.5,35.4,20.7
1,sup1990,non-meuble,maison,21.000000322234474,25.200000402791428,14.700000241669697
1,sup1990,non-meuble,maison,22.22451684643297,26.665083461006283,15.543386295650736
1,sup1990,non-meuble,maison,22.000561762478608,26.41053927098943,15.426292211126013
1,sup1990,non-meuble,maison,21.800000949717493,26.20000095666106,15.300000634302256
1,sup1990,non-meuble,maison,23.099999997901243,27.69999999750424,16.199999998508236
1,sup1990,non-meuble,maison,20.80000000032907,25.000000000382045,14.60000000022413
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,21.900907172496655,26.301088606934222,15.300635020788839
1,sup1990,non-meuble,maison,22.46681151198755,26.956694714794704,15.759518589788593
1,sup1990,non-meuble,maison,22.46681151198755,26.956694714794704,15.759518589788593
1,sup1990,non-meuble,maison,22.69999999929158,27.19999999920472,15.899999999502464
1,sup1990,non-meuble,maison,20.799998062085876,24.999997674503053,14.599998347547194
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,22.700682430407447,27.20085303813958,15.900454953518112
1,sup1990,non-meuble,maison,21.801293168329266,26.201539288699767,15.300862250393196
1,sup1990,non-meuble,maison,21.902660744110005,26.30319289292375,15.301862520882509
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,21.8,26.2,15.3
1,sup1990,non-meuble,maison,20.300014105637462,24.400016926764952,14.200010844755983
1,sup1990,non-meuble,maison,21.70089690512902,26.001089569546924,15.200617635794586
1,sup1990,non-meuble,maison,21.799983249780873,26.199979723225955,15.29998769226332
1,sup1990,non-meuble,maison,21.531846679484854,25.878216015381824,15.112292675639399
1,sup1990,non-meuble,maison,20.800086544990446,25.000090269830167,14.600047715401764
1,sup1990,non-meuble,maison,21.90189494417397,26.30227288817959,15.301328948359533
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,21.79998870415161,26.19998636538497,15.299992013309168
1,sup1990,non-meuble,maison,21.000000775530893,25.200001484298504,14.700001118481504
1,sup1990,non-meuble,maison,22.015481979469467,26.429917226903154,15.386611484602101
1,sup1990,non-meuble,maison,24.6,29.5,17.2
1,sup1990,non-meuble,maison,25.76107455645047,30.915564945740094,18.02933897082537
1,sup1990,non-meuble,maison,24.845711324435754,29.82303219776746,17.36987885480866
1,sup1990,non-meuble,maison,25.91114936685459,31.093730964754613,18.136535262038997
1,sup1990,non-meuble,maison,28.647990555496623,34.33840986835126,20.063045921010758
1,sup1990,non-meuble,maison,28.7,34.4,20.1
1,sup1990,non-meuble,maison,25.99983111355109,31.199795289152835,18.19988229126288
1,sup1990,non-meuble,maison,24.6,29.5,17.2
1,sup1990,non-meuble,maison,24.6,29.5,17.2
1,sup1990,non-meuble,maison,21.0,25.2,14.7
1,sup1990,non-meuble,maison,20.8,25.0,14.6
1,sup1990,non-meuble,maison,21.0,25.2,14.7
1,sup1990,non-meuble,maison,20.460288234644384,24.592345881573262,14.328230587715506
1,sup1990,non-meuble,maison,21.0,25.2,14.7
1,sup1990,non-meuble,maison,21.025242375265996,25.259407736487574,14.728216703917859
1,sup1990,non-meuble,maison,21.0,25.2,14.7
2,inf1946,meuble,appartement,33.111358348879754,39.75349385533931,23.159303829778544
2,inf1946,meuble,appartement,33.41165302256438,40.13015078147391,23.374371875127945
2,inf1946,meuble,appartement,33.29721869392957,39.996627210396774,23.298052908858622
2,inf1946,meuble,appartement,33.7406811971768,40.51411703754877,23.59377944600332
2,inf1946,meuble,appartement,32.26474130618366,38.74509418199015,22.578434461684004
2,inf1946,meuble,appartement,33.81636001207492,40.575622193947325,23.657514550858057
2,inf1946,meuble,appartement,33.69591514900522,40.395129951234665,23.597125965361236
2,inf1946,meuble,appartement,32.923442269813705,39.50979988449457,23.028646745684014
2,inf1946,meuble,appartement,31.272735569684748,37.54727003906118,21.898425886619652
2,inf1946,meuble,appartement,29.677696018022502,35.62290630203228,20.784070530013537
2,inf1946,meuble,appartement,29.48273340917516,35.37928424623769,20.63791118446004
2,inf1946,meuble,appartement,27.641833197888282,33.16054283772705,19.36375323227025
2,inf1946,meuble,appartement,28.603559191750467,34.31543034564778,20.01935685107118
2,inf1946,meuble,appartement,29.80352191061965,35.77454866462223,20.85700245921515
2,inf1946,meuble,appartement,28.759418335176317,34.50092194032356,20.147147613067073
2,inf1946,meuble,appartement,30.036895522378266,36.019899760961835,21.031917394126772
2,inf1946,meuble,appartement,30.308895785914977,36.36062334715807,21.231290166098685
2,inf1946,meuble,appartement,27.88947052165425,33.45836826851303,19.524881569924545
2,inf1946,meuble,appartement,26.777687330636912,32.09706395549294,18.758189307240958
2,inf1946,meuble,appartement,27.122581984839183,32.517912027652294,18.999777571908055
2,inf1946,meuble,appartement,30.036895522378266,36.019899760961835,21.031917394126772
2,inf1946,meuble,appartement,29.0,34.8,20.3
2,inf1946,meuble,appartement,29.090203366452865,34.907198115615984,20.363403837548866
2,inf1946,meuble,appartement,29.634099541221026,35.56094216093429,20.74383561165113
2,inf1946,meuble,appartement,28.275654870239197,33.923161158710606,19.804395437532087
2,inf1946,meuble,appartement,29.678840839415688,35.59863628166551,20.77918176899931
2,inf1946,meuble,appartement,27.1,32.5,19.0
2,inf1946,meuble,appartement,31.04376658613375,37.22970823266718,21.75782493960031
2,inf1946,meuble,appartement,29.0,34.8,20.3
2,inf1946,meuble,appartement,17.1,20.5,12.0
2,inf1946,meuble,appartement,29.9,35.9,20.9
2,inf1946,meuble,appartement,30.75993919137809,36.898109953446834,21.552683048274975
2,inf1946,meuble,appartement,17.1,20.5,12.0
2,inf1946,meuble,appartement,19.76919942850338,23.688210428490148,13.853610714238457
2,inf1946,meuble,appartement,30.7,36.8,21.5
2,inf1946,meuble,appartement,17.99999979893133,21.599999758718926,12.59999987938859
2,inf1946,meuble,appartement,21.278387201555507,25.537839335233713,14.918927032954723
2,inf1946,meuble,appartement,18.440690930055275,22.115273996084333,12.915276886763516
2,inf1946,meuble,appartement,17.50001175181962,21.000014118062715,12.30000763479109
2,inf1946,meuble,appartement,19.999999996441712,23.999999995732264,13.99999999752565
2,inf1946,meuble,appartement,15.700000000850865,18.80000000103123,11.000000000593058
2,inf1946,meuble,appartement,15.7,18.8,11.0
2,inf1946,meuble,appartement,21.402404003236633,25.70285758871196,15.001678266420802
2,inf1946,meuble,appartement,19.2018904196265,23.036761155124758,13.44958304907583
2,inf1946,meuble,appartement,19.2018904196265,23.036761155124758,13.44958304907583
2,inf1946,meuble,appartement,16.800000005514924,20.200000006549306,11.800000003800948
2,inf1946,meuble,appartement,15.700011249376358,18.800013970458718,11.000008049857616
2,inf1946,meuble,appartement,15.7,18.8,11.0
2,inf1946,meuble,appartement,21.103184676498675,25.303810238048708,14.802217899687829
2,inf1946,meuble,appartement,18.904781278518982,22.705700565312096,13.203371917701672
2,inf1946,meuble,appartement,21.407050971558448,25.708381343544634,15.004922376372292
2,inf1946,meuble,appartement,15.7,18.8,11.0
2,inf1946,meuble,appartement,17.5,21.0,12.3
2,inf1946,meuble,appartement,16.40000541435197,19.70000566658249,11.500003930216264
2,inf1946,meuble,appartement,20.702269980465303,24.802735881185754,14.501586116671676
2,inf1946,meuble,appartement,17.499992857667735,20.999991570873537,12.299994515328605
2,inf1946,meuble,appartement,17.01732402307273,20.410062694866674,11.95140068333031
2,inf1946,meuble,appartement,17.100329586714036,20.500401815906848,12.000220906308996
2,inf1946,meuble,appartement,21.404938191778054,25.705866059524656,15.003445316825745
2,inf1946,meuble,appartement,15.7,18.8,11.0
2,inf1946,meuble,appartement,17.49998352792535,20.99997984535405,12.29998798189518
2,inf1946,meuble,appartement,17.999989289379748,21.59998691935329,12.59999297771443
2,inf1946,meuble,appartement,21.35669425769895,25.64225901026527,14.971129505132636
2,inf1946,meuble,appartement,28.0,33.6,19.6
2,inf1946,meuble,appartement,27.054490210079713,32.443112772743596,18.96586766770374
2,inf1946,meuble,appartement,27.330474216290504,32.768390451104054,19.13345102369972
2,inf1946,meuble,appartement,27.100382589073646,32.500107382359275,18.999174379856882
2,inf1946,meuble,appartement,29.88768197367025,35.88494463448586,20.891787982446832
2,inf1946,meuble,appartement,29.9,35.9,20.9
2,inf1946,meuble,appartement,27.09969293372927,32.49963152047512,18.999785053610488
2,inf1946,meuble,appartement,28.0,33.6,19.6
2,inf1946,meuble,appartement,28.0,33.6,19.6
2,inf1946,meuble,appartement,18.0,21.6,12.6
2,inf1946,meuble,appartement,15.7,18.8,11.0
2,inf1946,meuble,appartement,18.0,21.6,12.6
2,inf1946,meuble,appartement,16.17559647149786,19.411481177640113,11.339711765355617
2,inf1946,meuble,appartement,18.0,21.6,12.6
2,inf1946,meuble,appartement,17.22750233428735,20.680430739119508,12.084505834749592
2,inf1946,meuble,appartement,18.0,21.6,12.6
2,inf1946,meuble,maison,33.111358348879754,39.75349385533931,23.159303829778544
2,inf1946,meuble,maison,33.41165302256438,40.13015078147391,23.374371875127945
2,inf1946,meuble,maison,33.29721869392957,39.996627210396774,23.298052908858622
2,inf1946,meuble,maison,33.7406811971768,40.51411703754877,23.59377944600332
2,inf1946,meuble,maison,32.26474130618366,38.74509418199015,22.578434461684004
2,inf1946,meuble,maison,33.81636001207492,40.575622193947325,23.657514550858057
2,inf1946,meuble,maison,33.69591514900522,40.395129951234665,23.597125965361236
2,inf1946,meuble,maison,32.923442269813705,39.50979988449457,23.028646745684014
2,inf1946,meuble,maison,31.272735569684748,37.54727003906118,21.898425886619652
2,inf1946,meuble,maison,29.677696018022502,35.62290630203228,20.784070530013537
2,inf1946,meuble,maison,29.48273340917516,35.37928424623769,20.63791118446004
2,inf1946,meuble,maison,27.641833197888282,33.16054283772705,19.36375323227025
2,inf1946,meuble,maison,28.603559191750467,34.31543034564778,20.01935685107118
2,inf1946,meuble,maison,29.80352191061965,35.77454866462223,20.85700245921515
2,inf1946,meuble,maison,28.759418335176317,34.50092194032356,20.147147613067073
2,inf1946,meuble,maison,30.036895522378266,36.019899760961835,21.031917394126772
2,inf1946,meuble,maison,30.308895785914977,36.36062334715807,21.231290166098685
2,inf1946,meuble,maison,27.889477111118275,33.45837615168426,19.524886158363767
2,inf1946,meuble,maison,26.777692885853266,32.097070668046044,18.75819324218588
2,inf1946,meuble,maison,27.122581984839183,32.517912027652294,18.999777571908055
2,inf1946,meuble,maison,30.036895522378266,36.019899760961835,21.031917394126772
2,inf1946,meuble,maison,29.0,34.8,20.3
2,inf1946,meuble,maison,29.090203366452865,34.907198115615984,20.363403837548866
2,inf1946,meuble,maison,29.634099541221026,35.56094216093429,20.74383561165113
2,inf1946,meuble,maison,28.275654870239197,33.923161158710606,19.804395437532087
2,inf1946,meuble,maison,29.678840839415688,35.59863628166551,20.77918176899931
2,inf1946,meuble,maison,27.1,32.5,19.0
2,inf1946,meuble,maison,31.04376658613375,37.22970823266718,21.75782493960031
2,inf1946,meuble,maison,29.0,34.8,20.3
2,inf1946,meuble,maison,19.4,23.3,13.6
2,inf1946,meuble,maison,29.9,35.9,20.9
2,inf1946,meuble,maison,30.75993919137809,36.898109953446834,21.552683048274975
2,inf1946,meuble,maison,19.4,23.3,13.6
2,inf1946,meuble,maison,20.363877571403997,24.412166428543074,14.267299857125844
2,inf1946,meuble,maison,30.7,36.8,21.5
2,inf1946,meuble,maison,20.39999975843534,24.499999718175598,14.299999838957929
2,inf1946,meuble,maison,21.27838720244426,25.53783933628854,14.918927033565168
2,inf1946,meuble,maison,20.23896370865555,24.26406423727085,14.14458238294307
2,inf1946,meuble,maison,19.80001253017759,23.800014748544793,13.900008256025066
2,inf1946,meuble,maison,22.599999995867737,27.09999999506729,15.799999997133423
2,inf1946,meuble,maison,17.200000001106655,20.60000000133798,12.000000000784649
2,inf1946,meuble,maison,17.2,20.6,12.0
2,inf1946,meuble,maison,21.402404003946906,25.702857589551375,15.001678266905078
2,inf1946,meuble,maison,21.719175296662858,26.054022921810848,15.194436524647264
2,inf1946,meuble,maison,21.719175296662858,26.054022921810848,15.194436524647264
2,inf1946,meuble,maison,19.000000004786333,22.800000005739324,13.300000003355256
2,inf1946,meuble,maison,17.200019219648354,20.60002348942933,12.00001387960515
2,inf1946,meuble,maison,17.2,20.6,12.0
2,inf1946,meuble,maison,21.10318467854033,25.303810240461573,14.802217901079867
2,inf1946,meuble,maison,21.30330989809543,25.603922570728056,14.902329382554582
2,inf1946,meuble,maison,21.407050971558448,25.708381343544634,15.004922376372292
2,inf1946,meuble,maison,17.2,20.6,12.0
2,inf1946,meuble,maison,19.8,23.8,13.9
2,inf1946,meuble,maison,18.600001678256863,22.30000245267824,13.00000161354981
2,inf1946,meuble,maison,20.702295232468124,24.802766235118693,14.501603631597572
2,inf1946,meuble,maison,19.799992486801067,23.79999038786247,13.899994144461935
2,inf1946,meuble,maison,19.102801366660618,22.941909374351532,13.390508691021221
2,inf1946,meuble,maison,19.40034786067231,23.300416723706984,13.600243129986643
2,inf1946,meuble,maison,21.405107706324532,25.706070896726665,15.003565379653125
2,inf1946,meuble,maison,17.2,20.6,12.0
2,inf1946,meuble,maison,19.79997596379036,23.79997034043721,13.899982358542035
2,inf1946,meuble,maison,20.39998797107151,24.49998560104506,14.2999916155093
2,inf1946,meuble,maison,21.35669425769895,25.64225901026527,14.971129505132636
2,inf1946,meuble,maison,28.0,33.6,19.6
2,inf1946,meuble,maison,27.054490210079713,32.443112772743596,18.96586766770374
2,inf1946,meuble,maison,27.330474216290504,32.768390451104054,19.13345102369972
2,inf1946,meuble,maison,27.100382589073646,32.500107382359275,18.999174379856882
2,inf1946,meuble,maison,29.88768197367025,35.88494463448586,20.891787982446832
2,inf1946,meuble,maison,29.9,35.9,20.9
2,inf1946,meuble,maison,27.09969293372927,32.49963152047512,18.999785053610488
2,inf1946,meuble,maison,28.0,33.6,19.6
2,inf1946,meuble,maison,28.0,33.6,19.6
2,inf1946,meuble,maison,20.4,24.5,14.3
2,inf1946,meuble,maison,17.2,20.6,12.0
2,inf1946,meuble,maison,20.4,24.5,14.3
2,inf1946,meuble,maison,18.151192942995728,21.755020002209097,12.679423530711233
2,inf1946,meuble,maison,20.4,24.5,14.3
2,inf1946,meuble,maison,19.517570428992954,23.43335914395167,13.674573929455192
2,inf1946,meuble,maison,20.4,24.5,14.3
